apartment_id,tower_id,block_name,floor_number,unit_number,apartment_type,square_feet,occupancy_status,purchase_year,dataset_version
T04-F17-U02,T04,D,17.0,2,3BHK,1746.0,Occupied,2012.0,v1.0.0
T04-F17-U03,T04,D,17.0,3,2BHK,1188.0,Occupied,2010.0,v1.0.0
T04-F17-U04,T04,D,17.0,4,2BHK,1020.0,Vacant,2022.0,v1.0.0
T04-F17-U05,T04,D,17.0,5,2BHK,1154.0,Vacant,2015.0,v1.0.0
T04-F17-U06,T04,D,17.0,6,1BHK,677.0,Occupied,2001.0,v1.0.0
T04-F17-U07,T04,D,17.0,7,1BHK,435.0,Occupied,2007.0,v1.0.0
T04-F17-U08,T04,D,17.0,8,1BHK,547.0,Vacant,2007.0,v1.0.0
T04-F18-U01,T04,D,18.0,1,3BHK,1292.0,Occupied,2013.0,v1.0.0
T04-F18-U02,T04,D,18.0,2,3BHK,1300.0,Occupied,2020.0,v1.0.0
T04-F18-U03,T04,D,18.0,3,2BHK,1060.0,Occupied,2003.0,v1.0.0
T04-F18-U04,T04,D,18.0,4,2BHK,927.0,Occupied,2005.0,v1.0.0
T04-F18-U05,T04,D,18.0,5,2BHK,1055.0,Occupied,2009.0,v1.0.0
T04-F18-U06,T04,D,18.0,6,1BHK,,Occupied,2001.0,v1.0.0
T04-F18-U07,T04,D,18.0,7,1BHK,566.0,Vacant,2001.0,v1.0.0
T04-F18-U08,T04,D,18.0,8,1BHK,550.0,Occupied,2011.0,v1.0.0
T04-F19-U01,T04,D,,1,3BHK,1583.0,Occupied,2013.0,v1.0.0
T04-F19-U02,T04,D,19.0,2,3BHK,1349.0,Occupied,2007.0,v1.0.0
T04-F19-U03,T04,D,,3,2BHK,971.0,Occupied,2013.0,v1.0.0
T04-F19-U04,T04,D,19.0,4,2BHK,989.0,Occupied,2021.0,v1.0.0
T04-F19-U05,T04,D,19.0,5,2BHK,1105.0,Occupied,2005.0,v1.0.0
T04-F19-U06,T04,D,19.0,6,1BHK,487.0,Occupied,2005.0,v1.0.0
T04-F19-U07,T04,D,19.0,7,1BHK,440.0,Occupied,2019.0,v1.0.0
T04-F19-U08,T04,D,19.0,8,1BHK,595.0,Occupied,2019.0,v1.0.0
T04-F20-U01,T04,D,20.0,1,Penthouse,2499.0,,2007.0,v1.0.0
T04-F20-U02,T04,D,20.0,2,Penthouse,2309.0,Occupied,2018.0,v1.0.0
T04-F20-U03,T04,D,20.0,3,2BHK,773.0,Occupied,2007.0,v1.0.0
T04-F20-U04,T04,D,20.0,4,2BHK,936.0,,2020.0,v1.0.0
T04-F20-U05,T04,D,20.0,5,2BHK,830.0,Occupied,2014.0,v1.0.0
T04-F20-U06,T04,D,20.0,6,1BHK,530.0,Occupied,2021.0,v1.0.0
T04-F20-U07,T04,D,20.0,7,1BHK,404.0,Occupied,2014.0,v1.0.0
T04-F20-U08,T04,D,20.0,8,1BHK,547.0,Vacant,2021.0,v1.0.0
T05-F01-U01,T05,E,1.0,1,3BHK,1759.0,Occupied,2005.0,v1.0.0
T05-F01-U02,T05,E,1.0,2,3BHK,1275.0,Occupied,2014.0,v1.0.0
T05-F01-U03,T05,E,1.0,3,2BHK,1183.0,Occupied,2011.0,v1.0.0
T05-F01-U04,T05,E,1.0,4,2BHK,1000.0,Vacant,2009.0,v1.0.0
T05-F01-U05,T05,E,1.0,5,2BHK,1027.0,Occupied,2013.0,v1.0.0
T05-F01-U06,T05,E,1.0,6,1BHK,528.0,Occupied,2014.0,v1.0.0
T05-F01-U07,T05,E,1.0,7,1BHK,554.0,Occupied,2006.0,v1.0.0
T05-F01-U08,T05,E,1.0,8,1BHK,596.0,,2015.0,v1.0.0
T05-F02-U01,T05,E,2.0,1,3BHK,1309.0,Occupied,2007.0,v1.0.0
T05-F02-U02,T05,E,2.0,2,3BHK,1590.0,Occupied,2018.0,v1.0.0
T05-F02-U03,T05,E,2.0,3,2BHK,883.0,Occupied,2018.0,v1.0.0
T05-F02-U04,T05,E,2.0,4,2BHK,,Occupied,2022.0,v1.0.0
T05-F02-U05,T05,E,2.0,5,2BHK,851.0,,2000.0,v1.0.0
T05-F02-U06,T05,E,2.0,6,1BHK,602.0,Occupied,2008.0,v1.0.0
T05-F02-U07,T05,E,2.0,7,1BHK,404.0,Occupied,2018.0,v1.0.0
T05-F02-U08,T05,E,2.0,8,1BHK,425.0,Occupied,2019.0,v1.0.0
T05-F03-U01,T05,E,3.0,1,3BHK,1708.0,,2009.0,v1.0.0
T05-F03-U02,T05,E,3.0,2,3BHK,1435.0,Occupied,2019.0,v1.0.0
T05-F03-U03,T05,E,3.0,3,2BHK,1110.0,Occupied,2011.0,v1.0.0
T05-F03-U04,T05,E,3.0,4,2BHK,812.0,Occupied,2020.0,v1.0.0
T05-F03-U05,T05,E,3.0,5,2BHK,797.0,Occupied,2019.0,v1.0.0
T05-F03-U06,T05,E,3.0,6,1BHK,528.0,Vacant,2021.0,v1.0.0
T05-F03-U07,T05,E,3.0,7,1BHK,470.0,Occupied,2020.0,v1.0.0
T05-F03-U08,T05,E,3.0,8,1BHK,449.0,,2020.0,v1.0.0
T05-F04-U01,T05,E,4.0,1,3BHK,1240.0,Occupied,2009.0,v1.0.0
T05-F04-U02,T05,E,4.0,2,3BHK,1651.0,Occupied,2001.0,v1.0.0
T05-F04-U03,T05,E,4.0,3,2BHK,996.0,Occupied,2011.0,v1.0.0
T05-F04-U04,T05,E,4.0,4,,1074.0,Occupied,2004.0,v1.0.0
T05-F04-U05,T05,E,4.0,5,2BHK,,Vacant,,v1.0.0
T05-F04-U06,T05,E,4.0,6,1BHK,567.0,Occupied,2023.0,v1.0.0
T05-F04-U07,T05,E,4.0,7,1BHK,612.0,Occupied,2005.0,v1.0.0
T05-F04-U08,T05,E,4.0,8,1BHK,502.0,Occupied,2004.0,v1.0.0
T05-F05-U01,T05,E,5.0,1,3BHK,1752.0,Occupied,2011.0,v1.0.0
T05-F05-U02,T05,E,5.0,2,3BHK,1743.0,Occupied,2016.0,v1.0.0
T05-F05-U03,T05,E,5.0,3,2BHK,1167.0,Occupied,2008.0,v1.0.0
T05-F05-U04,T05,E,5.0,4,2BHK,1125.0,Occupied,2005.0,v1.0.0
T05-F05-U05,T05,E,5.0,5,2BHK,831.0,Occupied,2015.0,v1.0.0
T05-F05-U06,T05,E,5.0,6,1BHK,551.0,Occupied,2023.0,v1.0.0
T05-F05-U07,T05,E,5.0,7,1BHK,573.0,Occupied,2003.0,v1.0.0
T05-F05-U08,T05,E,5.0,8,1BHK,639.0,Occupied,2002.0,v1.0.0
T05-F06-U01,T05,E,6.0,1,3BHK,1344.0,Vacant,2007.0,v1.0.0
T05-F06-U02,T05,E,6.0,2,3BHK,1606.0,,2017.0,v1.0.0
T05-F06-U03,T05,E,6.0,3,2BHK,887.0,Occupied,2002.0,v1.0.0
T05-F06-U04,T05,E,6.0,4,2BHK,1104.0,Occupied,2012.0,v1.0.0
T05-F06-U05,T05,E,6.0,5,2BHK,707.0,Occupied,2008.0,v1.0.0
T05-F06-U06,T05,E,6.0,6,1BHK,674.0,Occupied,2003.0,v1.0.0
T05-F06-U07,T05,E,6.0,7,1BHK,632.0,Vacant,2011.0,v1.0.0
T05-F06-U08,T05,E,6.0,8,1BHK,534.0,Vacant,2018.0,v1.0.0
T05-F07-U01,T05,E,7.0,1,3BHK,1590.0,Vacant,2020.0,v1.0.0
T05-F07-U02,T05,E,7.0,2,,1580.0,Vacant,2003.0,v1.0.0
T05-F07-U03,T05,E,7.0,3,2BHK,1045.0,Occupied,2007.0,v1.0.0
T05-F07-U04,T05,E,7.0,4,2BHK,941.0,Vacant,2000.0,v1.0.0
T05-F07-U05,T05,E,7.0,5,2BHK,1017.0,Occupied,2017.0,v1.0.0
T05-F07-U06,T05,E,7.0,6,1BHK,567.0,Occupied,2019.0,v1.0.0
T05-F07-U07,T05,E,7.0,7,1BHK,513.0,Vacant,2020.0,v1.0.0
T05-F07-U08,T05,E,7.0,8,1BHK,432.0,Occupied,2020.0,v1.0.0
T05-F08-U01,T05,E,8.0,1,,1675.0,Occupied,2022.0,v1.0.0
T05-F08-U02,T05,E,8.0,2,3BHK,1509.0,Occupied,2020.0,v1.0.0
T05-F08-U03,T05,E,8.0,3,,909.0,Occupied,2003.0,v1.0.0
T05-F08-U04,T05,E,8.0,4,,771.0,Occupied,2001.0,v1.0.0
T05-F08-U05,T05,E,8.0,5,2BHK,1184.0,Occupied,2001.0,v1.0.0
T05-F08-U06,T05,E,8.0,6,1BHK,555.0,Occupied,2015.0,v1.0.0
T05-F08-U07,T05,E,8.0,7,1BHK,459.0,Occupied,2003.0,v1.0.0
T05-F08-U08,T05,E,8.0,8,1BHK,520.0,Occupied,2017.0,v1.0.0
T05-F09-U01,T05,E,9.0,1,3BHK,1338.0,Occupied,2012.0,v1.0.0
T05-F09-U02,T05,E,9.0,2,3BHK,1664.0,Occupied,2011.0,v1.0.0
T05-F09-U03,T05,E,9.0,3,2BHK,1043.0,Occupied,2023.0,v1.0.0
T05-F09-U04,T05,E,9.0,4,2BHK,1056.0,Occupied,2017.0,v1.0.0
T05-F09-U05,T05,E,9.0,5,2BHK,914.0,Occupied,2018.0,v1.0.0
T05-F09-U06,T05,E,9.0,6,1BHK,479.0,Occupied,2013.0,v1.0.0
T05-F09-U07,T05,E,9.0,7,1BHK,450.0,Occupied,2015.0,v1.0.0
T05-F09-U08,T05,E,9.0,8,1BHK,608.0,Occupied,2008.0,v1.0.0
T05-F10-U01,T05,E,10.0,1,3BHK,1233.0,Occupied,2022.0,v1.0.0
T05-F10-U02,T05,E,10.0,2,3BHK,1579.0,Occupied,2006.0,v1.0.0
T05-F10-U03,T05,E,10.0,3,2BHK,927.0,Vacant,,v1.0.0
T05-F10-U04,T05,E,10.0,4,2BHK,1186.0,Occupied,2007.0,v1.0.0
T05-F10-U05,T05,E,10.0,5,2BHK,1137.0,Occupied,2011.0,v1.0.0
T05-F10-U06,T05,E,10.0,6,1BHK,450.0,Occupied,2021.0,v1.0.0
T05-F10-U07,T05,E,10.0,7,1BHK,588.0,Occupied,2017.0,v1.0.0
T05-F10-U08,T05,E,10.0,8,1BHK,583.0,Occupied,2001.0,v1.0.0
T05-F11-U01,T05,E,11.0,1,3BHK,1607.0,Vacant,2008.0,v1.0.0
T05-F11-U02,T05,E,11.0,2,3BHK,1394.0,Occupied,2003.0,v1.0.0
T05-F11-U03,T05,E,11.0,3,2BHK,1185.0,Occupied,2014.0,v1.0.0
T05-F11-U04,T05,E,11.0,4,2BHK,746.0,Occupied,2021.0,v1.0.0
T05-F11-U05,T05,E,11.0,5,2BHK,808.0,Occupied,2020.0,v1.0.0
T05-F11-U06,T05,E,11.0,6,1BHK,410.0,Occupied,2001.0,v1.0.0
T05-F11-U07,T05,E,11.0,7,1BHK,570.0,Occupied,2007.0,v1.0.0
T05-F11-U08,T05,E,11.0,8,1BHK,464.0,Occupied,2018.0,v1.0.0
T05-F12-U01,T05,E,12.0,1,3BHK,1410.0,Occupied,2002.0,v1.0.0
T05-F12-U02,T05,E,12.0,2,3BHK,1767.0,Occupied,2006.0,v1.0.0
T05-F12-U03,T05,E,12.0,3,2BHK,1000.0,Occupied,2006.0,v1.0.0
T05-F12-U04,T05,E,12.0,4,2BHK,1116.0,,2007.0,v1.0.0
T05-F12-U05,T05,E,12.0,5,2BHK,868.0,Occupied,,v1.0.0
T05-F12-U06,T05,E,12.0,6,1BHK,401.0,Vacant,2008.0,v1.0.0
T05-F12-U07,T05,E,12.0,7,1BHK,474.0,Occupied,2004.0,v1.0.0
T05-F12-U08,T05,E,12.0,8,1BHK,676.0,Occupied,2008.0,v1.0.0
T05-F13-U01,T05,E,13.0,1,3BHK,1378.0,Occupied,2003.0,v1.0.0
T05-F13-U02,T05,E,13.0,2,3BHK,1226.0,Occupied,2004.0,v1.0.0
T05-F13-U03,T05,E,13.0,3,2BHK,707.0,Occupied,2011.0,v1.0.0
T05-F13-U04,T05,E,13.0,4,2BHK,1104.0,Occupied,2007.0,v1.0.0
T05-F13-U05,T05,E,13.0,5,2BHK,1001.0,Occupied,2010.0,v1.0.0
T05-F13-U06,T05,E,13.0,6,1BHK,408.0,Occupied,2005.0,v1.0.0
T05-F13-U07,T05,E,13.0,7,1BHK,535.0,Occupied,2001.0,v1.0.0
T05-F13-U08,T05,E,13.0,8,1BHK,464.0,Occupied,2023.0,v1.0.0
T05-F14-U01,T05,E,14.0,1,3BHK,1631.0,Occupied,,v1.0.0
T05-F14-U02,T05,E,14.0,2,3BHK,1316.0,Occupied,2023.0,v1.0.0
T05-F14-U03,T05,E,14.0,3,2BHK,732.0,Occupied,2015.0,v1.0.0
T05-F14-U04,T05,E,14.0,4,2BHK,,Occupied,2011.0,v1.0.0
T05-F14-U05,T05,E,14.0,5,2BHK,962.0,Occupied,2018.0,v1.0.0
T05-F14-U06,T05,E,14.0,6,1BHK,455.0,Occupied,2014.0,v1.0.0
T05-F14-U07,T05,E,14.0,7,1BHK,657.0,Occupied,2007.0,v1.0.0
T05-F14-U08,T05,E,14.0,8,1BHK,422.0,Occupied,2023.0,v1.0.0
T05-F15-U01,T05,E,15.0,1,3BHK,1733.0,Occupied,2009.0,v1.0.0
T05-F15-U02,T05,E,15.0,2,3BHK,1669.0,Occupied,2020.0,v1.0.0
T05-F15-U03,T05,E,15.0,3,2BHK,1193.0,Vacant,2000.0,v1.0.0
T05-F15-U04,T05,E,15.0,4,,731.0,Occupied,2015.0,v1.0.0
T05-F15-U05,T05,E,15.0,5,2BHK,1133.0,Occupied,2012.0,v1.0.0
T05-F15-U06,T05,E,15.0,6,1BHK,618.0,Vacant,2021.0,v1.0.0
T05-F15-U07,T05,E,15.0,7,1BHK,455.0,Occupied,2015.0,v1.0.0
T05-F15-U08,T05,E,15.0,8,1BHK,627.0,Occupied,2002.0,v1.0.0
T05-F16-U01,T05,E,,1,3BHK,1282.0,Occupied,2010.0,v1.0.0
T05-F16-U02,T05,E,16.0,2,3BHK,1351.0,,2002.0,v1.0.0
T05-F16-U03,T05,E,16.0,3,2BHK,764.0,Occupied,2008.0,v1.0.0
T05-F16-U04,T05,E,16.0,4,2BHK,1019.0,Vacant,2020.0,v1.0.0
T05-F16-U05,T05,E,16.0,5,2BHK,999.0,Occupied,2017.0,v1.0.0
T05-F16-U06,T05,E,16.0,6,1BHK,566.0,Occupied,2012.0,v1.0.0
T05-F16-U07,T05,E,16.0,7,1BHK,671.0,Occupied,2009.0,v1.0.0
T05-F16-U08,T05,E,16.0,8,1BHK,632.0,Occupied,2016.0,v1.0.0
T05-F17-U01,T05,E,17.0,1,3BHK,1640.0,Occupied,2003.0,v1.0.0
T05-F17-U02,T05,E,17.0,2,3BHK,1317.0,Vacant,2020.0,v1.0.0
T05-F17-U03,T05,E,17.0,3,2BHK,1033.0,Occupied,2017.0,v1.0.0
T05-F17-U04,T05,E,17.0,4,2BHK,1069.0,Occupied,2006.0,v1.0.0
T05-F17-U05,T05,E,17.0,5,2BHK,920.0,Occupied,2014.0,v1.0.0
T05-F17-U06,T05,E,17.0,6,1BHK,516.0,Occupied,2013.0,v1.0.0
T05-F17-U07,T05,E,17.0,7,1BHK,,Occupied,2014.0,v1.0.0
T05-F17-U08,T05,E,17.0,8,1BHK,604.0,Occupied,,v1.0.0
T05-F18-U01,T05,E,18.0,1,3BHK,1297.0,Occupied,2010.0,v1.0.0
T05-F18-U02,T05,E,18.0,2,3BHK,1637.0,Occupied,2010.0,v1.0.0
T05-F18-U03,T05,E,18.0,3,2BHK,1040.0,Vacant,2008.0,v1.0.0
T05-F18-U04,T05,E,18.0,4,2BHK,891.0,Occupied,2004.0,v1.0.0
T05-F18-U05,T05,E,18.0,5,2BHK,1051.0,Occupied,2015.0,v1.0.0
T05-F18-U06,T05,E,18.0,6,1BHK,434.0,Occupied,2002.0,v1.0.0
T05-F18-U07,T05,E,18.0,7,1BHK,443.0,Occupied,,v1.0.0
T05-F18-U08,T05,E,,8,1BHK,621.0,Occupied,,v1.0.0
T05-F19-U01,T05,E,19.0,1,3BHK,1581.0,Occupied,2004.0,v1.0.0
T05-F19-U02,T05,E,19.0,2,3BHK,1769.0,Vacant,2001.0,v1.0.0
T05-F19-U03,T05,E,19.0,3,2BHK,1000.0,Occupied,2017.0,v1.0.0
T05-F19-U04,T05,E,19.0,4,2BHK,,Occupied,2010.0,v1.0.0
T05-F19-U05,T05,E,19.0,5,2BHK,1043.0,Occupied,2003.0,v1.0.0
T05-F19-U06,T05,E,,6,1BHK,610.0,Occupied,2011.0,v1.0.0
T05-F19-U07,T05,E,19.0,7,1BHK,616.0,Occupied,,v1.0.0
T05-F19-U08,T05,E,19.0,8,1BHK,426.0,Occupied,2009.0,v1.0.0
T05-F20-U01,T05,E,20.0,1,Penthouse,2414.0,Occupied,2009.0,v1.0.0
T05-F20-U02,T05,E,20.0,2,Penthouse,2160.0,Occupied,2003.0,v1.0.0
T05-F20-U03,T05,E,20.0,3,2BHK,995.0,Occupied,2016.0,v1.0.0
T05-F20-U04,T05,E,20.0,4,2BHK,808.0,Occupied,2004.0,v1.0.0
T05-F20-U05,T05,E,20.0,5,2BHK,1036.0,Occupied,2015.0,v1.0.0
T05-F20-U06,T05,E,20.0,6,1BHK,514.0,Occupied,2003.0,v1.0.0
T05-F20-U07,T05,E,,7,1BHK,579.0,Occupied,2017.0,v1.0.0
T05-F20-U08,T05,E,20.0,8,1BHK,588.0,Vacant,2003.0,v1.0.0
T06-F01-U01,T06,A,1.0,1,3BHK,1485.0,Occupied,2018.0,v1.0.0
T06-F01-U02,T06,A,1.0,2,,1431.0,Occupied,2013.0,v1.0.0
T06-F01-U03,T06,A,1.0,3,2BHK,1132.0,Occupied,2017.0,v1.0.0
T06-F01-U04,T06,A,1.0,4,2BHK,1198.0,Occupied,2019.0,v1.0.0
T06-F01-U05,T06,A,1.0,5,2BHK,1014.0,Occupied,2021.0,v1.0.0
T06-F01-U06,T06,A,1.0,6,1BHK,685.0,Vacant,2000.0,v1.0.0
T06-F01-U07,T06,A,1.0,7,1BHK,536.0,Occupied,2000.0,v1.0.0
T06-F01-U08,T06,A,1.0,8,1BHK,,Occupied,2008.0,v1.0.0
T06-F02-U01,T06,A,2.0,1,3BHK,1516.0,Occupied,2010.0,v1.0.0
T06-F02-U02,T06,A,2.0,2,3BHK,1559.0,Occupied,2000.0,v1.0.0
T06-F02-U03,T06,A,2.0,3,2BHK,792.0,Occupied,2004.0,v1.0.0
T06-F02-U04,T06,A,2.0,4,2BHK,989.0,Occupied,2021.0,v1.0.0
T06-F02-U05,T06,A,2.0,5,2BHK,905.0,Occupied,2002.0,v1.0.0
T06-F02-U06,T06,A,2.0,6,1BHK,472.0,Occupied,2023.0,v1.0.0
T06-F02-U07,T06,A,2.0,7,1BHK,,Occupied,2002.0,v1.0.0
T06-F02-U08,T06,A,2.0,8,1BHK,671.0,Occupied,2006.0,v1.0.0
T06-F03-U01,T06,A,3.0,1,3BHK,1585.0,Vacant,2013.0,v1.0.0
T06-F03-U02,T06,A,3.0,2,3BHK,1664.0,Occupied,2010.0,v1.0.0
T06-F03-U03,T06,A,,3,2BHK,780.0,Occupied,2011.0,v1.0.0
T06-F03-U04,T06,A,3.0,4,2BHK,859.0,Occupied,2023.0,v1.0.0
T06-F03-U05,T06,A,3.0,5,2BHK,866.0,Occupied,2018.0,v1.0.0
T06-F03-U06,T06,A,3.0,6,1BHK,443.0,Occupied,2001.0,v1.0.0
T06-F03-U07,T06,A,3.0,7,1BHK,479.0,Occupied,2005.0,v1.0.0
T06-F03-U08,T06,A,,8,1BHK,425.0,Vacant,2021.0,v1.0.0
T06-F04-U01,T06,A,4.0,1,3BHK,1283.0,Occupied,2008.0,v1.0.0
T06-F04-U02,T06,A,4.0,2,3BHK,1653.0,Occupied,2021.0,v1.0.0
T06-F04-U03,T06,A,4.0,3,2BHK,917.0,Occupied,2015.0,v1.0.0
T06-F04-U04,T06,A,4.0,4,2BHK,1010.0,Occupied,2014.0,v1.0.0
T06-F04-U05,T06,A,4.0,5,2BHK,912.0,Occupied,2008.0,v1.0.0
T06-F04-U06,T06,A,4.0,6,1BHK,510.0,Occupied,2016.0,v1.0.0
T06-F04-U07,T06,A,4.0,7,1BHK,458.0,Occupied,2011.0,v1.0.0
T06-F04-U08,T06,A,4.0,8,1BHK,620.0,Occupied,2003.0,v1.0.0
T06-F05-U01,T06,A,5.0,1,3BHK,1490.0,Vacant,2021.0,v1.0.0
T06-F05-U02,T06,A,5.0,2,3BHK,1698.0,Occupied,2016.0,v1.0.0
T06-F05-U03,T06,A,5.0,3,2BHK,1041.0,Occupied,2009.0,v1.0.0
T06-F05-U04,T06,A,5.0,4,2BHK,723.0,Occupied,2007.0,v1.0.0
T06-F05-U05,T06,A,5.0,5,2BHK,902.0,Occupied,2019.0,v1.0.0
T06-F05-U06,T06,A,5.0,6,1BHK,428.0,Occupied,2000.0,v1.0.0
T06-F05-U07,T06,A,5.0,7,1BHK,504.0,Occupied,2009.0,v1.0.0
T06-F05-U08,T06,A,5.0,8,1BHK,508.0,Occupied,2004.0,v1.0.0
T06-F06-U01,T06,A,6.0,1,3BHK,1461.0,Occupied,,v1.0.0
T06-F06-U02,T06,A,6.0,2,3BHK,1535.0,Occupied,2003.0,v1.0.0
T06-F06-U03,T06,A,6.0,3,2BHK,703.0,Vacant,2015.0,v1.0.0
T06-F06-U04,T06,A,6.0,4,2BHK,1082.0,Occupied,2013.0,v1.0.0
T06-F06-U05,T06,A,6.0,5,2BHK,789.0,Occupied,2004.0,v1.0.0
T06-F06-U06,T06,A,6.0,6,1BHK,594.0,Occupied,2017.0,v1.0.0
T06-F06-U07,T06,A,6.0,7,1BHK,517.0,Occupied,2016.0,v1.0.0
T06-F06-U08,T06,A,6.0,8,1BHK,686.0,Occupied,2021.0,v1.0.0
T06-F07-U01,T06,A,7.0,1,3BHK,1562.0,Occupied,2002.0,v1.0.0
T06-F07-U02,T06,A,,2,,1606.0,,2023.0,v1.0.0
T06-F07-U03,T06,A,7.0,3,2BHK,721.0,Occupied,,v1.0.0
T06-F07-U04,T06,A,7.0,4,2BHK,709.0,,2014.0,v1.0.0
T06-F07-U05,T06,A,7.0,5,2BHK,1171.0,Occupied,2002.0,v1.0.0
T06-F07-U06,T06,A,,6,1BHK,560.0,Vacant,2018.0,v1.0.0
T06-F07-U07,T06,A,7.0,7,1BHK,619.0,Occupied,2018.0,v1.0.0
T06-F07-U08,T06,A,7.0,8,1BHK,,Occupied,2022.0,v1.0.0
T06-F08-U01,T06,A,8.0,1,3BHK,1627.0,Occupied,2009.0,v1.0.0
T06-F08-U02,T06,A,8.0,2,3BHK,1317.0,Occupied,2012.0,v1.0.0
T06-F08-U03,T06,A,8.0,3,2BHK,710.0,Occupied,2010.0,v1.0.0
T06-F08-U04,T06,A,8.0,4,2BHK,,Occupied,2019.0,v1.0.0
T06-F08-U05,T06,A,8.0,5,2BHK,935.0,,2022.0,v1.0.0
T06-F08-U06,T06,A,,6,1BHK,585.0,Occupied,2002.0,v1.0.0
T06-F08-U07,T06,A,8.0,7,,,Occupied,2003.0,v1.0.0
T06-F08-U08,T06,A,8.0,8,1BHK,524.0,Occupied,2013.0,v1.0.0
T06-F09-U01,T06,A,9.0,1,3BHK,1610.0,Occupied,2016.0,v1.0.0
T06-F09-U02,T06,A,9.0,2,3BHK,1280.0,Occupied,2012.0,v1.0.0
T06-F09-U03,T06,A,9.0,3,2BHK,1145.0,Occupied,,v1.0.0
T06-F09-U04,T06,A,9.0,4,2BHK,1081.0,Occupied,2010.0,v1.0.0
T06-F09-U05,T06,A,9.0,5,2BHK,813.0,Occupied,2010.0,v1.0.0
T06-F09-U06,T06,A,9.0,6,1BHK,486.0,Occupied,2002.0,v1.0.0
T06-F09-U07,T06,A,9.0,7,,661.0,Occupied,2020.0,v1.0.0
T06-F09-U08,T06,A,9.0,8,1BHK,458.0,Occupied,2016.0,v1.0.0
T06-F10-U01,T06,A,10.0,1,3BHK,1722.0,Occupied,2006.0,v1.0.0
T06-F10-U02,T06,A,10.0,2,3BHK,1557.0,Occupied,2011.0,v1.0.0
T06-F10-U03,T06,A,10.0,3,2BHK,1072.0,Occupied,2020.0,v1.0.0
T06-F10-U04,T06,A,10.0,4,2BHK,1117.0,Vacant,2004.0,v1.0.0
T06-F10-U05,T06,A,10.0,5,,820.0,Occupied,2003.0,v1.0.0
T06-F10-U06,T06,A,10.0,6,1BHK,474.0,Occupied,2008.0,v1.0.0
T06-F10-U07,T06,A,10.0,7,1BHK,501.0,Occupied,2005.0,v1.0.0
T06-F10-U08,T06,A,10.0,8,1BHK,478.0,Vacant,2020.0,v1.0.0
T06-F11-U01,T06,A,11.0,1,3BHK,1277.0,Occupied,,v1.0.0
T06-F11-U02,T06,A,11.0,2,3BHK,1705.0,Occupied,2014.0,v1.0.0
T06-F11-U03,T06,A,11.0,3,2BHK,1086.0,Vacant,2018.0,v1.0.0
T06-F11-U04,T06,A,11.0,4,2BHK,1089.0,Occupied,2018.0,v1.0.0
T06-F11-U05,T06,A,11.0,5,2BHK,929.0,Occupied,2021.0,v1.0.0
T06-F11-U06,T06,A,11.0,6,1BHK,,Occupied,2020.0,v1.0.0
T06-F11-U07,T06,A,11.0,7,1BHK,565.0,Occupied,2020.0,v1.0.0
T06-F11-U08,T06,A,11.0,8,1BHK,561.0,Vacant,2004.0,v1.0.0
T06-F12-U01,T06,A,12.0,1,3BHK,1650.0,Occupied,2002.0,v1.0.0
T06-F12-U02,T06,A,12.0,2,3BHK,1680.0,Occupied,2014.0,v1.0.0
T06-F12-U03,T06,A,12.0,3,2BHK,1023.0,Occupied,2009.0,v1.0.0
T06-F12-U04,T06,A,12.0,4,2BHK,1107.0,Occupied,2008.0,v1.0.0
T06-F12-U05,T06,A,12.0,5,2BHK,1002.0,Vacant,2001.0,v1.0.0
T06-F12-U06,T06,A,12.0,6,,580.0,Occupied,2016.0,v1.0.0
T06-F12-U07,T06,A,12.0,7,1BHK,437.0,,2009.0,v1.0.0
T06-F12-U08,T06,A,12.0,8,1BHK,636.0,Occupied,2014.0,v1.0.0
T06-F13-U01,T06,A,13.0,1,3BHK,1238.0,,2001.0,v1.0.0
T06-F13-U02,T06,A,13.0,2,,1577.0,Occupied,2009.0,v1.0.0
T06-F13-U03,T06,A,13.0,3,2BHK,739.0,Occupied,2020.0,v1.0.0
T06-F13-U04,T06,A,13.0,4,2BHK,1142.0,Occupied,2002.0,v1.0.0
T06-F13-U05,T06,A,13.0,5,2BHK,1014.0,Occupied,2019.0,v1.0.0
T06-F13-U06,T06,A,13.0,6,1BHK,659.0,Vacant,2012.0,v1.0.0
T06-F13-U07,T06,A,13.0,7,1BHK,636.0,Vacant,2018.0,v1.0.0
T06-F13-U08,T06,A,13.0,8,1BHK,683.0,Vacant,2023.0,v1.0.0
T06-F14-U01,T06,A,,1,3BHK,1242.0,Occupied,2014.0,v1.0.0
T06-F14-U02,T06,A,14.0,2,3BHK,1785.0,Vacant,2020.0,v1.0.0
T06-F14-U03,T06,A,14.0,3,2BHK,796.0,,2010.0,v1.0.0
T06-F14-U04,T06,A,14.0,4,2BHK,1009.0,Occupied,2015.0,v1.0.0
T06-F14-U05,T06,A,14.0,5,2BHK,956.0,Occupied,2004.0,v1.0.0
T06-F14-U06,T06,A,14.0,6,1BHK,431.0,Occupied,2014.0,v1.0.0
T06-F14-U07,T06,A,14.0,7,1BHK,452.0,Occupied,2010.0,v1.0.0
T06-F14-U08,T06,A,14.0,8,,443.0,Occupied,2016.0,v1.0.0
T06-F15-U01,T06,A,15.0,1,3BHK,1376.0,Occupied,2001.0,v1.0.0
T06-F15-U02,T06,A,15.0,2,3BHK,1453.0,Occupied,2022.0,v1.0.0
