availability_id,technician_id,date,shift,availability,dataset_version
AVL-025123,TEC-035,2025-04-03,Full Day,Available,v1.0.0
AVL-025124,TEC-035,2025-04-04,Full Day,Available,v1.0.0
AVL-025125,TEC-035,2025-04-05,Full Day,Busy,v1.0.0
AVL-025126,TEC-035,2025-04-06,Full Day,Available,v1.0.0
AVL-025127,TEC-035,2025-04-07,Full Day,Leave,v1.0.0
AVL-025128,TEC-035,,Full Day,Available,v1.0.0
AVL-025129,TEC-035,2025-04-09,Full Day,Busy,v1.0.0
AVL-025130,TEC-035,2025-04-10,Full Day,Leave,v1.0.0
AVL-025131,TEC-035,2025-04-11,Full Day,Available,v1.0.0
AVL-025132,TEC-035,2025-04-12,Full Day,Available,v1.0.0
AVL-025133,TEC-035,2025-04-13,Full Day,Available,v1.0.0
AVL-025134,TEC-035,2025-04-14,Full Day,Available,v1.0.0
AVL-025135,TEC-035,2025-04-15,Full Day,Available,v1.0.0
AVL-025136,TEC-035,2025-04-16,Full Day,Available,v1.0.0
AVL-025137,TEC-035,2025-04-17,Full Day,Busy,v1.0.0
AVL-025138,TEC-035,2025-04-18,Full Day,Available,v1.0.0
AVL-025139,TEC-035,2025-04-19,Full Day,Available,v1.0.0
AVL-025140,TEC-035,2025-04-20,Full Day,Available,v1.0.0
AVL-025141,TEC-035,2025-04-21,Full Day,Available,v1.0.0
AVL-025142,TEC-035,2025-04-22,Full Day,Busy,v1.0.0
AVL-025143,TEC-035,2025-04-23,Full Day,Leave,v1.0.0
AVL-025144,TEC-035,2025-04-24,Full Day,Available,v1.0.0
AVL-025145,TEC-035,2025-04-25,Full Day,Available,v1.0.0
AVL-025146,TEC-035,2025-04-26,Full Day,Available,v1.0.0
AVL-025147,TEC-035,2025-04-27,Full Day,Busy,v1.0.0
AVL-025148,TEC-035,2025-04-28,Full Day,Busy,v1.0.0
AVL-025149,TEC-035,2025-04-29,Full Day,Available,v1.0.0
AVL-025150,TEC-035,2025-04-30,Full Day,Available,v1.0.0
AVL-025151,TEC-035,2025-05-01,Full Day,Leave,v1.0.0
AVL-025152,TEC-035,2025-05-02,Full Day,Leave,v1.0.0
AVL-025153,TEC-035,2025-05-03,Full Day,Available,v1.0.0
AVL-025154,TEC-035,2025-05-04,Full Day,Available,v1.0.0
AVL-025155,TEC-035,2025-05-05,Full Day,Busy,v1.0.0
AVL-025156,TEC-035,2025-05-06,Full Day,Busy,v1.0.0
AVL-025157,TEC-035,,Full Day,Available,v1.0.0
AVL-025158,TEC-035,2025-05-08,Full Day,Available,v1.0.0
AVL-025159,TEC-035,2025-05-09,Full Day,Available,v1.0.0
AVL-025160,TEC-035,2025-05-10,,Available,v1.0.0
AVL-025161,TEC-035,2025-05-11,Full Day,Busy,v1.0.0
AVL-025162,TEC-035,2025-05-12,Full Day,Available,v1.0.0
AVL-025163,TEC-035,2025-05-13,Full Day,Available,v1.0.0
AVL-025164,TEC-035,,Full Day,Available,v1.0.0
AVL-025165,TEC-035,2025-05-15,Full Day,Available,v1.0.0
AVL-025166,TEC-035,2025-05-16,Full Day,Available,v1.0.0
AVL-025167,TEC-035,2025-05-17,Full Day,Available,v1.0.0
AVL-025168,TEC-035,,Full Day,Leave,v1.0.0
AVL-025169,TEC-035,2025-05-19,Full Day,Leave,v1.0.0
AVL-025170,TEC-035,2025-05-20,Full Day,Leave,v1.0.0
AVL-025171,TEC-035,2025-05-21,Full Day,Available,v1.0.0
AVL-025172,TEC-035,2025-05-22,Full Day,Available,v1.0.0
AVL-025173,TEC-035,2025-05-23,Full Day,Available,v1.0.0
AVL-025174,TEC-035,2025-05-24,Full Day,Leave,v1.0.0
AVL-025175,TEC-035,2025-05-25,Full Day,Available,v1.0.0
AVL-025176,TEC-035,2025-05-26,Full Day,Leave,v1.0.0
AVL-025177,TEC-035,2025-05-27,Full Day,Busy,v1.0.0
AVL-025178,TEC-035,2025-05-28,Full Day,Available,v1.0.0
AVL-025179,TEC-035,2025-05-29,Full Day,Available,v1.0.0
AVL-025180,TEC-035,2025-05-30,Full Day,Available,v1.0.0
AVL-025181,TEC-035,2025-05-31,Full Day,Available,v1.0.0
AVL-025182,TEC-035,2025-06-01,Full Day,Available,v1.0.0
AVL-025183,TEC-035,2025-06-02,Full Day,Busy,v1.0.0
AVL-025184,TEC-035,2025-06-03,Full Day,Leave,v1.0.0
AVL-025185,TEC-035,2025-06-04,Full Day,Busy,v1.0.0
AVL-025186,TEC-035,2025-06-05,Full Day,Leave,v1.0.0
AVL-025187,TEC-035,2025-06-06,Full Day,Available,v1.0.0
AVL-025188,TEC-035,2025-06-07,Full Day,Available,v1.0.0
AVL-025189,TEC-035,2025-06-08,,Leave,v1.0.0
AVL-025190,TEC-035,2025-06-09,Full Day,Available,v1.0.0
AVL-025191,TEC-035,2025-06-10,Full Day,Available,v1.0.0
AVL-025192,TEC-035,2025-06-11,Full Day,Available,v1.0.0
AVL-025193,TEC-035,2025-06-12,Full Day,Busy,v1.0.0
AVL-025194,TEC-035,2025-06-13,Full Day,Busy,v1.0.0
AVL-025195,TEC-035,2025-06-14,Full Day,Available,v1.0.0
AVL-025196,TEC-035,2025-06-15,Full Day,Available,v1.0.0
AVL-025197,TEC-035,2025-06-16,Full Day,Available,v1.0.0
AVL-025198,TEC-035,2025-06-17,Full Day,Available,v1.0.0
AVL-025199,TEC-035,2025-06-18,Full Day,Busy,v1.0.0
AVL-025200,TEC-035,2025-06-19,Full Day,Available,v1.0.0
AVL-025201,TEC-035,2025-06-20,Full Day,Leave,v1.0.0
AVL-025202,TEC-035,2025-06-21,Full Day,Available,v1.0.0
AVL-025203,TEC-035,2025-06-22,Full Day,Available,v1.0.0
AVL-025204,TEC-035,2025-06-23,Full Day,Available,v1.0.0
AVL-025205,TEC-035,2025-06-24,Full Day,Available,v1.0.0
AVL-025206,TEC-035,2025-06-25,Full Day,Available,v1.0.0
AVL-025207,TEC-035,2025-06-26,Full Day,Busy,v1.0.0
AVL-025208,TEC-035,2025-06-27,Full Day,Available,v1.0.0
AVL-025209,TEC-035,2025-06-28,Full Day,Leave,v1.0.0
AVL-025210,TEC-035,2025-06-29,,Busy,v1.0.0
AVL-025211,TEC-035,2025-06-30,Full Day,Available,v1.0.0
AVL-025212,TEC-035,2025-07-01,Full Day,Available,v1.0.0
AVL-025213,TEC-035,2025-07-02,Full Day,Available,v1.0.0
AVL-025214,TEC-035,2025-07-03,Full Day,Available,v1.0.0
AVL-025215,TEC-035,,Full Day,Available,v1.0.0
AVL-025216,TEC-035,2025-07-05,Full Day,Leave,v1.0.0
AVL-025217,TEC-035,2025-07-06,Full Day,Available,v1.0.0
AVL-025218,TEC-035,2025-07-07,Full Day,Busy,v1.0.0
AVL-025219,TEC-035,2025-07-08,Full Day,Leave,v1.0.0
AVL-025220,TEC-035,2025-07-09,Full Day,Available,v1.0.0
AVL-025221,TEC-035,2025-07-10,Full Day,Busy,v1.0.0
AVL-025222,TEC-035,2025-07-11,Full Day,Available,v1.0.0
AVL-025223,TEC-035,2025-07-12,Full Day,Available,v1.0.0
AVL-025224,TEC-035,2025-07-13,Full Day,Available,v1.0.0
AVL-025225,TEC-035,2025-07-14,,Available,v1.0.0
AVL-025226,TEC-035,2025-07-15,Full Day,Available,v1.0.0
AVL-025227,TEC-035,2025-07-16,Full Day,Available,v1.0.0
AVL-025228,TEC-035,,Full Day,Busy,v1.0.0
AVL-025229,TEC-035,2025-07-18,Full Day,Available,v1.0.0
AVL-025230,TEC-035,2025-07-19,Full Day,Available,v1.0.0
AVL-025231,TEC-035,2025-07-20,Full Day,Available,v1.0.0
AVL-025232,TEC-035,2025-07-21,Full Day,Available,v1.0.0
AVL-025233,TEC-035,2025-07-22,Full Day,Available,v1.0.0
AVL-025234,TEC-035,2025-07-23,Full Day,Busy,v1.0.0
AVL-025235,TEC-035,2025-07-24,Full Day,Available,v1.0.0
AVL-025236,TEC-035,2025-07-25,Full Day,Available,v1.0.0
AVL-025237,TEC-035,2025-07-26,Full Day,Available,v1.0.0
AVL-025238,TEC-035,2025-07-27,Full Day,Busy,v1.0.0
AVL-025239,TEC-035,2025-07-28,Full Day,Available,v1.0.0
AVL-025240,TEC-035,2025-07-29,Full Day,Available,v1.0.0
AVL-025241,TEC-035,2025-07-30,Full Day,Busy,v1.0.0
AVL-025242,TEC-035,2025-07-31,Full Day,Available,v1.0.0
AVL-025243,TEC-035,2025-08-01,Full Day,Available,v1.0.0
AVL-025244,TEC-035,,Full Day,Available,v1.0.0
AVL-025245,TEC-035,2025-08-03,Full Day,Leave,v1.0.0
AVL-025246,TEC-035,,,Available,v1.0.0
AVL-025247,TEC-035,2025-08-05,,Available,v1.0.0
AVL-025248,TEC-035,2025-08-06,Full Day,Available,v1.0.0
AVL-025249,TEC-035,2025-08-07,Full Day,Busy,v1.0.0
AVL-025250,TEC-035,2025-08-08,Full Day,Busy,v1.0.0
AVL-025251,TEC-035,2025-08-09,Full Day,Available,v1.0.0
AVL-025252,TEC-035,2025-08-10,Full Day,Available,v1.0.0
AVL-025253,TEC-035,2025-08-11,Full Day,Available,v1.0.0
AVL-025254,TEC-035,2025-08-12,Full Day,Busy,v1.0.0
AVL-025255,TEC-035,2025-08-13,Full Day,Available,v1.0.0
AVL-025256,TEC-035,2025-08-14,Full Day,Available,v1.0.0
AVL-025257,TEC-035,2025-08-15,Full Day,Busy,v1.0.0
AVL-025258,TEC-035,2025-08-16,Full Day,Busy,v1.0.0
AVL-025259,TEC-035,2025-08-17,Full Day,Available,v1.0.0
AVL-025260,TEC-035,,Full Day,Available,v1.0.0
AVL-025261,TEC-035,2025-08-19,Full Day,Available,v1.0.0
AVL-025262,TEC-035,2025-08-20,Full Day,Leave,v1.0.0
AVL-025263,TEC-035,2025-08-21,Full Day,Busy,v1.0.0
AVL-025264,TEC-035,2025-08-22,Full Day,Leave,v1.0.0
AVL-025265,TEC-035,2025-08-23,Full Day,Available,v1.0.0
AVL-025266,TEC-035,2025-08-24,Full Day,Busy,v1.0.0
AVL-025267,TEC-035,,Full Day,Available,v1.0.0
AVL-025268,TEC-035,2025-08-26,Full Day,Leave,v1.0.0
AVL-025269,TEC-035,2025-08-27,Full Day,Available,v1.0.0
AVL-025270,TEC-035,2025-08-28,Full Day,Available,v1.0.0
AVL-025271,TEC-035,2025-08-29,Full Day,Busy,v1.0.0
AVL-025272,TEC-035,2025-08-30,Full Day,Leave,v1.0.0
AVL-025273,TEC-035,2025-08-31,Full Day,Busy,v1.0.0
AVL-025274,TEC-035,2025-09-01,Full Day,Available,v1.0.0
AVL-025275,TEC-035,2025-09-02,Full Day,Available,v1.0.0
AVL-025276,TEC-035,2025-09-03,Full Day,Busy,v1.0.0
AVL-025277,TEC-035,,Full Day,Available,v1.0.0
AVL-025278,TEC-035,2025-09-05,Full Day,Available,v1.0.0
AVL-025279,TEC-035,2025-09-06,Full Day,Available,v1.0.0
AVL-025280,TEC-035,2025-09-07,Full Day,Busy,v1.0.0
AVL-025281,TEC-035,2025-09-08,Full Day,Leave,v1.0.0
AVL-025282,TEC-035,2025-09-09,Full Day,Available,v1.0.0
AVL-025283,TEC-035,2025-09-10,Full Day,Busy,v1.0.0
AVL-025284,TEC-035,2025-09-11,Full Day,Available,v1.0.0
AVL-025285,TEC-035,,Full Day,Available,v1.0.0
AVL-025286,TEC-035,2025-09-13,Full Day,Available,v1.0.0
AVL-025287,TEC-035,2025-09-14,Full Day,Leave,v1.0.0
AVL-025288,TEC-035,2025-09-15,Full Day,Busy,v1.0.0
AVL-025289,TEC-035,2025-09-16,Full Day,Available,v1.0.0
AVL-025290,TEC-035,2025-09-17,Full Day,Available,v1.0.0
AVL-025291,TEC-035,,Full Day,Available,v1.0.0
AVL-025292,TEC-035,2025-09-19,Full Day,Available,v1.0.0
AVL-025293,TEC-035,2025-09-20,Full Day,Busy,v1.0.0
AVL-025294,TEC-035,2025-09-21,Full Day,Available,v1.0.0
AVL-025295,TEC-035,2025-09-22,Full Day,Busy,v1.0.0
AVL-025296,TEC-035,2025-09-23,Full Day,Available,v1.0.0
AVL-025297,TEC-035,2025-09-24,Full Day,Leave,v1.0.0
AVL-025298,TEC-035,2025-09-25,Full Day,Leave,v1.0.0
AVL-025299,TEC-035,2025-09-26,Full Day,Available,v1.0.0
AVL-025300,TEC-035,2025-09-27,Full Day,Available,v1.0.0
AVL-025301,TEC-035,2025-09-28,Full Day,Busy,v1.0.0
AVL-025302,TEC-035,2025-09-29,Full Day,Available,v1.0.0
AVL-025303,TEC-035,2025-09-30,Full Day,Busy,v1.0.0
AVL-025304,TEC-035,2025-10-01,Full Day,Available,v1.0.0
AVL-025305,TEC-035,2025-10-02,Full Day,Available,v1.0.0
AVL-025306,TEC-035,2025-10-03,Full Day,Available,v1.0.0
AVL-025307,TEC-035,2025-10-04,Full Day,Available,v1.0.0
AVL-025308,TEC-035,2025-10-05,,Available,v1.0.0
AVL-025309,TEC-035,2025-10-06,Full Day,Available,v1.0.0
AVL-025310,TEC-035,2025-10-07,Full Day,Busy,v1.0.0
AVL-025311,TEC-035,2025-10-08,Full Day,Available,v1.0.0
AVL-025312,TEC-035,2025-10-09,Full Day,Leave,v1.0.0
AVL-025313,TEC-035,2025-10-10,Full Day,Available,v1.0.0
AVL-025314,TEC-035,2025-10-11,Full Day,Leave,v1.0.0
AVL-025315,TEC-035,2025-10-12,Full Day,Available,v1.0.0
AVL-025316,TEC-035,2025-10-13,Full Day,Leave,v1.0.0
AVL-025317,TEC-035,2025-10-14,Full Day,Available,v1.0.0
AVL-025318,TEC-035,,Full Day,Available,v1.0.0
AVL-025319,TEC-035,2025-10-16,Full Day,Available,v1.0.0
AVL-025320,TEC-035,2025-10-17,Full Day,Available,v1.0.0
AVL-025321,TEC-035,2025-10-18,Full Day,Available,v1.0.0
AVL-025322,TEC-035,2025-10-19,Full Day,Busy,v1.0.0
AVL-025323,TEC-035,2025-10-20,Full Day,Leave,v1.0.0
AVL-025324,TEC-035,2025-10-21,Full Day,Available,v1.0.0
AVL-025325,TEC-035,2025-10-22,,Busy,v1.0.0
AVL-025326,TEC-035,2025-10-23,Full Day,Available,v1.0.0
AVL-025327,TEC-035,2025-10-24,Full Day,Available,v1.0.0
AVL-025328,TEC-035,2025-10-25,Full Day,Leave,v1.0.0
AVL-025329,TEC-035,2025-10-26,Full Day,Busy,v1.0.0
AVL-025330,TEC-035,2025-10-27,Full Day,Available,v1.0.0
AVL-025331,TEC-035,2025-10-28,Full Day,Available,v1.0.0
AVL-025332,TEC-035,,Full Day,Leave,v1.0.0
AVL-025333,TEC-035,2025-10-30,Full Day,Available,v1.0.0
AVL-025334,TEC-035,2025-10-31,Full Day,Available,v1.0.0
AVL-025335,TEC-035,2025-11-01,Full Day,Busy,v1.0.0
AVL-025336,TEC-035,,Full Day,Available,v1.0.0
AVL-025337,TEC-035,2025-11-03,Full Day,Available,v1.0.0
AVL-025338,TEC-035,2025-11-04,Full Day,Available,v1.0.0
AVL-025339,TEC-035,2025-11-05,Full Day,Available,v1.0.0
AVL-025340,TEC-035,2025-11-06,Full Day,Available,v1.0.0
AVL-025341,TEC-035,,Full Day,Available,v1.0.0
AVL-025342,TEC-035,2025-11-08,Full Day,Available,v1.0.0
AVL-025343,TEC-035,2025-11-09,Full Day,Available,v1.0.0
AVL-025344,TEC-035,2025-11-10,Full Day,Available,v1.0.0
AVL-025345,TEC-035,2025-11-11,Full Day,Available,v1.0.0
AVL-025346,TEC-035,2025-11-12,Full Day,Leave,v1.0.0
AVL-025347,TEC-035,2025-11-13,Full Day,Available,v1.0.0
AVL-025348,TEC-035,,Full Day,Available,v1.0.0
AVL-025349,TEC-035,2025-11-15,Full Day,Busy,v1.0.0
AVL-025350,TEC-035,2025-11-16,Full Day,Busy,v1.0.0
AVL-025351,TEC-035,2025-11-17,Full Day,Available,v1.0.0
AVL-025352,TEC-035,2025-11-18,,Available,v1.0.0
AVL-025353,TEC-035,2025-11-19,Full Day,Available,v1.0.0
AVL-025354,TEC-035,2025-11-20,Full Day,Available,v1.0.0
AVL-025355,TEC-035,2025-11-21,Full Day,Leave,v1.0.0
AVL-025356,TEC-035,2025-11-22,,Available,v1.0.0
AVL-025357,TEC-035,2025-11-23,Full Day,Available,v1.0.0
AVL-025358,TEC-035,2025-11-24,Full Day,Available,v1.0.0
AVL-025359,TEC-035,2025-11-25,Full Day,Available,v1.0.0
AVL-025360,TEC-035,2025-11-26,Full Day,Available,v1.0.0
AVL-025361,TEC-035,2025-11-27,Full Day,Leave,v1.0.0
AVL-025362,TEC-035,2025-11-28,Full Day,Busy,v1.0.0
AVL-025363,TEC-035,2025-11-29,Full Day,Busy,v1.0.0
AVL-025364,TEC-035,2025-11-30,Full Day,Available,v1.0.0
AVL-025365,TEC-035,2025-12-01,Full Day,Available,v1.0.0
AVL-025366,TEC-035,2025-12-02,Full Day,Busy,v1.0.0
AVL-025367,TEC-035,2025-12-03,Full Day,Available,v1.0.0
AVL-025368,TEC-035,2025-12-04,Full Day,Available,v1.0.0
AVL-025369,TEC-035,2025-12-05,Full Day,Available,v1.0.0
AVL-025370,TEC-035,2025-12-06,Full Day,Busy,v1.0.0
AVL-025371,TEC-035,2025-12-07,Full Day,Available,v1.0.0
AVL-025372,TEC-035,2025-12-08,Full Day,Available,v1.0.0
AVL-025373,TEC-035,2025-12-09,Full Day,Available,v1.0.0
AVL-025374,TEC-035,,Full Day,Available,v1.0.0
AVL-025375,TEC-035,2025-12-11,Full Day,Available,v1.0.0
AVL-025376,TEC-035,2025-12-12,Full Day,Available,v1.0.0
AVL-025377,TEC-035,2025-12-13,Full Day,Available,v1.0.0
AVL-025378,TEC-035,2025-12-14,Full Day,Leave,v1.0.0
AVL-025379,TEC-035,2025-12-15,Full Day,Available,v1.0.0
AVL-025380,TEC-035,2025-12-16,Full Day,Available,v1.0.0
AVL-025381,TEC-035,2025-12-17,,Available,v1.0.0
AVL-025382,TEC-035,2025-12-18,Full Day,Available,v1.0.0
AVL-025383,TEC-035,2025-12-19,Full Day,Available,v1.0.0
AVL-025384,TEC-035,2025-12-20,Full Day,Available,v1.0.0
AVL-025385,TEC-035,2025-12-21,Full Day,Leave,v1.0.0
AVL-025386,TEC-035,2025-12-22,Full Day,Leave,v1.0.0
AVL-025387,TEC-035,2025-12-23,Full Day,Leave,v1.0.0
AVL-025388,TEC-035,2025-12-24,Full Day,Available,v1.0.0
AVL-025389,TEC-035,2025-12-25,,Leave,v1.0.0
AVL-025390,TEC-035,,Full Day,Available,v1.0.0
AVL-025391,TEC-035,2025-12-27,Full Day,Leave,v1.0.0
AVL-025392,TEC-035,2025-12-28,Full Day,Available,v1.0.0
AVL-025393,TEC-035,2025-12-29,Full Day,Available,v1.0.0
AVL-025394,TEC-035,,Full Day,Busy,v1.0.0
AVL-025395,TEC-035,2025-12-31,Full Day,Available,v1.0.0
AVL-025396,TEC-035,2026-01-01,,Busy,v1.0.0
AVL-025397,TEC-035,2026-01-02,Full Day,Leave,v1.0.0
AVL-025398,TEC-035,2026-01-03,Full Day,Busy,v1.0.0
AVL-025399,TEC-035,2026-01-04,Full Day,Busy,v1.0.0
AVL-025400,TEC-035,2026-01-05,Full Day,Leave,v1.0.0
AVL-025401,TEC-035,2026-01-06,Full Day,Available,v1.0.0
AVL-025402,TEC-035,2026-01-07,Full Day,Available,v1.0.0
AVL-025403,TEC-035,2026-01-08,Full Day,Available,v1.0.0
AVL-025404,TEC-035,2026-01-09,Full Day,Available,v1.0.0
AVL-025405,TEC-035,2026-01-10,Full Day,Available,v1.0.0
AVL-025406,TEC-035,2026-01-11,Full Day,Available,v1.0.0
AVL-025407,TEC-035,2026-01-12,Full Day,Available,v1.0.0
AVL-025408,TEC-035,,Full Day,Available,v1.0.0
AVL-025409,TEC-035,2026-01-14,Full Day,Available,v1.0.0
AVL-025410,TEC-035,2026-01-15,Full Day,Available,v1.0.0
AVL-025411,TEC-035,2026-01-16,Full Day,Available,v1.0.0
AVL-025412,TEC-035,2026-01-17,Full Day,Leave,v1.0.0
AVL-025413,TEC-035,2026-01-18,Full Day,Available,v1.0.0
AVL-025414,TEC-035,2026-01-19,Full Day,Busy,v1.0.0
AVL-025415,TEC-035,2026-01-20,Full Day,Busy,v1.0.0
AVL-025416,TEC-035,2026-01-21,Full Day,Available,v1.0.0
AVL-025417,TEC-035,2026-01-22,Full Day,Available,v1.0.0
AVL-025418,TEC-035,2026-01-23,Full Day,Available,v1.0.0
AVL-025419,TEC-035,2026-01-24,Full Day,Available,v1.0.0
AVL-025420,TEC-035,2026-01-25,Full Day,Busy,v1.0.0
AVL-025421,TEC-035,2026-01-26,Full Day,Available,v1.0.0
AVL-025422,TEC-035,2026-01-27,Full Day,Available,v1.0.0
AVL-025423,TEC-035,2026-01-28,Full Day,Busy,v1.0.0
AVL-025424,TEC-035,2026-01-29,Full Day,Available,v1.0.0
AVL-025425,TEC-035,2026-01-30,Full Day,Available,v1.0.0
AVL-025426,TEC-035,2026-01-31,Full Day,Available,v1.0.0
AVL-025427,TEC-035,2026-02-01,Full Day,Available,v1.0.0
AVL-025428,TEC-035,2026-02-02,Full Day,Available,v1.0.0
AVL-025429,TEC-035,2026-02-03,Full Day,Available,v1.0.0
AVL-025430,TEC-035,2026-02-04,Full Day,Available,v1.0.0
AVL-025431,TEC-035,2026-02-05,Full Day,Available,v1.0.0
AVL-025432,TEC-035,2026-02-06,Full Day,Available,v1.0.0
AVL-025433,TEC-035,2026-02-07,Full Day,Busy,v1.0.0
AVL-025434,TEC-035,2026-02-08,Full Day,Busy,v1.0.0
AVL-025435,TEC-035,2026-02-09,Full Day,Busy,v1.0.0
AVL-025436,TEC-035,2026-02-10,Full Day,Available,v1.0.0
AVL-025437,TEC-035,2026-02-11,Full Day,Busy,v1.0.0
AVL-025438,TEC-035,2026-02-12,Full Day,Available,v1.0.0
AVL-025439,TEC-035,2026-02-13,Full Day,Available,v1.0.0
AVL-025440,TEC-035,2026-02-14,Full Day,Available,v1.0.0
AVL-025441,TEC-035,2026-02-15,Full Day,Available,v1.0.0
AVL-025442,TEC-035,2026-02-16,Full Day,Busy,v1.0.0
AVL-025443,TEC-035,2026-02-17,Full Day,Leave,v1.0.0
AVL-025444,TEC-035,2026-02-18,Full Day,Available,v1.0.0
AVL-025445,TEC-035,2026-02-19,Full Day,Available,v1.0.0
AVL-025446,TEC-035,2026-02-20,Full Day,Available,v1.0.0
AVL-025447,TEC-035,2026-02-21,Full Day,Leave,v1.0.0
AVL-025448,TEC-035,2026-02-22,Full Day,Leave,v1.0.0
AVL-025449,TEC-035,2026-02-23,Full Day,Busy,v1.0.0
AVL-025450,TEC-035,2026-02-24,Full Day,Available,v1.0.0
AVL-025451,TEC-035,2026-02-25,Full Day,Available,v1.0.0
AVL-025452,TEC-035,2026-02-26,Full Day,Busy,v1.0.0
AVL-025453,TEC-035,2026-02-27,Full Day,Available,v1.0.0
AVL-025454,TEC-035,2026-02-28,Full Day,Available,v1.0.0
AVL-025455,TEC-035,2026-03-01,Full Day,Available,v1.0.0
AVL-025456,TEC-035,2026-03-02,Full Day,Available,v1.0.0
AVL-025457,TEC-035,2026-03-03,Full Day,Available,v1.0.0
AVL-025458,TEC-035,2026-03-04,Full Day,Available,v1.0.0
AVL-025459,TEC-035,2026-03-05,Full Day,Available,v1.0.0
AVL-025460,TEC-035,2026-03-06,Full Day,Busy,v1.0.0
AVL-025461,TEC-035,2026-03-07,Full Day,Available,v1.0.0
AVL-025462,TEC-035,2026-03-08,Full Day,Available,v1.0.0
AVL-025463,TEC-035,,Full Day,Available,v1.0.0
AVL-025464,TEC-035,2026-03-10,Full Day,Available,v1.0.0
AVL-025465,TEC-035,2026-03-11,Full Day,Busy,v1.0.0
AVL-025466,TEC-035,2026-03-12,Full Day,Available,v1.0.0
AVL-025467,TEC-035,,Full Day,Available,v1.0.0
AVL-025468,TEC-035,2026-03-14,Full Day,Leave,v1.0.0
AVL-025469,TEC-035,,Full Day,Busy,v1.0.0
AVL-025470,TEC-035,2026-03-16,Full Day,Busy,v1.0.0
AVL-025471,TEC-035,2026-03-17,Full Day,Available,v1.0.0
AVL-025472,TEC-035,2026-03-18,Full Day,Leave,v1.0.0
AVL-025473,TEC-035,2026-03-19,Full Day,Busy,v1.0.0
AVL-025474,TEC-035,2026-03-20,Full Day,Available,v1.0.0
AVL-025475,TEC-035,2026-03-21,Full Day,Busy,v1.0.0
AVL-025476,TEC-035,2026-03-22,Full Day,Leave,v1.0.0
AVL-025477,TEC-035,2026-03-23,Full Day,Available,v1.0.0
AVL-025478,TEC-035,2026-03-24,Full Day,Available,v1.0.0
AVL-025479,TEC-035,2026-03-25,,Busy,v1.0.0
AVL-025480,TEC-035,2026-03-26,Full Day,Leave,v1.0.0
AVL-025481,TEC-035,2026-03-27,Full Day,Available,v1.0.0
AVL-025482,TEC-035,2026-03-28,,Busy,v1.0.0
AVL-025483,TEC-035,2026-03-29,Full Day,Available,v1.0.0
AVL-025484,TEC-035,2026-03-30,Full Day,Busy,v1.0.0
AVL-025485,TEC-035,2026-03-31,Full Day,Available,v1.0.0
AVL-025486,TEC-035,2026-04-01,Full Day,Available,v1.0.0
AVL-025487,TEC-035,2026-04-02,Full Day,Busy,v1.0.0
AVL-025488,TEC-035,2026-04-03,Full Day,Available,v1.0.0
AVL-025489,TEC-035,2026-04-04,Full Day,Leave,v1.0.0
AVL-025490,TEC-035,2026-04-05,Full Day,Available,v1.0.0
AVL-025491,TEC-035,2026-04-06,Full Day,Available,v1.0.0
AVL-025492,TEC-035,2026-04-07,Full Day,Leave,v1.0.0
AVL-025493,TEC-035,2026-04-08,Full Day,Busy,v1.0.0
AVL-025494,TEC-035,2026-04-09,Full Day,Busy,v1.0.0
AVL-025495,TEC-035,2026-04-10,Full Day,Available,v1.0.0
AVL-025496,TEC-035,2026-04-11,Full Day,Available,v1.0.0
AVL-025497,TEC-035,2026-04-12,Full Day,Available,v1.0.0
AVL-025498,TEC-035,2026-04-13,Full Day,Available,v1.0.0
AVL-025499,TEC-035,2026-04-14,Full Day,Leave,v1.0.0
AVL-025500,TEC-035,2026-04-15,Full Day,Available,v1.0.0
AVL-025501,TEC-035,2026-04-16,Full Day,Available,v1.0.0
AVL-025502,TEC-035,2026-04-17,Full Day,Available,v1.0.0
AVL-025503,TEC-035,2026-04-18,Full Day,Available,v1.0.0
AVL-025504,TEC-035,2026-04-19,Full Day,Busy,v1.0.0
AVL-025505,TEC-035,,Full Day,Available,v1.0.0
AVL-025506,TEC-035,2026-04-21,Full Day,Available,v1.0.0
AVL-025507,TEC-035,2026-04-22,Full Day,Available,v1.0.0
AVL-025508,TEC-035,2026-04-23,Full Day,Busy,v1.0.0
AVL-025509,TEC-035,2026-04-24,Full Day,Available,v1.0.0
AVL-025510,TEC-035,2026-04-25,Full Day,Leave,v1.0.0
AVL-025511,TEC-035,2026-04-26,Full Day,Available,v1.0.0
AVL-025512,TEC-035,2026-04-27,Full Day,Leave,v1.0.0
AVL-025513,TEC-035,2026-04-28,Full Day,Available,v1.0.0
AVL-025514,TEC-035,2026-04-29,Full Day,Leave,v1.0.0
AVL-025515,TEC-035,2026-04-30,Full Day,Available,v1.0.0
AVL-025516,TEC-035,2026-05-01,Full Day,Available,v1.0.0
AVL-025517,TEC-035,2026-05-02,Full Day,Available,v1.0.0
AVL-025518,TEC-035,2026-05-03,Full Day,Available,v1.0.0
AVL-025519,TEC-035,2026-05-04,Full Day,Busy,v1.0.0
AVL-025520,TEC-035,2026-05-05,Full Day,Available,v1.0.0
AVL-025521,TEC-035,2026-05-06,,Available,v1.0.0
AVL-025522,TEC-035,2026-05-07,Full Day,Available,v1.0.0
AVL-025523,TEC-035,2026-05-08,Full Day,Busy,v1.0.0
