failure_id,asset_id,failure_date,failure_type,downtime_hours,dataset_version
FLR-014115,AST-00449,2025-10-04,Mechanical,47.02,v1.0.0
FLR-014116,AST-00066,2018-05-10,Software,71.52,v1.0.0
FLR-014117,AST-00082,2025-01-19,Software,161.37,v1.0.0
FLR-014118,AST-00294,2024-07-21,Mechanical,229.55,v1.0.0
FLR-014119,AST-00127,2013-10-12,Software,124.58,v1.0.0
FLR-014120,AST-00417,,,,v1.0.0
FLR-014121,AST-00192,2025-10-08,Mechanical,,v1.0.0
FLR-014122,AST-00134,2023-04-23,Electrical,232.62,v1.0.0
FLR-014123,AST-00433,2026-05-26,Wear & Tear,73.99,v1.0.0
FLR-014124,AST-00252,2020-12-28,Mechanical,199.14,v1.0.0
FLR-014125,AST-00486,2023-09-10,Mechanical,152.45,v1.0.0
FLR-014126,AST-00181,2013-03-24,Mechanical,,v1.0.0
FLR-014127,AST-00190,2018-07-14,External,82.98,v1.0.0
FLR-014128,AST-00236,2021-11-11,Wear & Tear,143.63,v1.0.0
FLR-014129,AST-00289,2025-07-06,Wear & Tear,28.29,v1.0.0
FLR-014130,AST-00072,2025-06-03,Wear & Tear,70.14,v1.0.0
FLR-014131,AST-00447,2025-03-30,Software,33.2,v1.0.0
FLR-014132,AST-00132,2020-11-07,Mechanical,147.16,v1.0.0
FLR-014133,AST-00262,2018-05-25,Electrical,249.56,v1.0.0
FLR-014134,AST-00468,,Software,204.04,v1.0.0
FLR-014135,AST-00486,,Mechanical,124.05,v1.0.0
FLR-014136,AST-00364,2025-03-22,Wear & Tear,11.04,v1.0.0
FLR-014137,AST-00313,2017-11-25,Electrical,137.98,v1.0.0
FLR-014138,AST-00338,2024-06-21,Wear & Tear,172.65,v1.0.0
FLR-014139,AST-00211,2014-09-02,External,206.92,v1.0.0
FLR-014140,AST-00186,2026-01-24,Wear & Tear,19.63,v1.0.0
FLR-014141,AST-00467,2025-08-09,Wear & Tear,107.96,v1.0.0
FLR-014142,AST-00263,2026-03-16,Software,69.11,v1.0.0
FLR-014143,AST-00295,2019-12-28,Software,40.6,v1.0.0
FLR-014144,AST-00052,2011-04-13,Mechanical,28.98,v1.0.0
FLR-014145,AST-00032,2023-03-28,Mechanical,125.27,v1.0.0
FLR-014146,AST-00300,2026-02-14,Wear & Tear,204.33,v1.0.0
FLR-014147,AST-00125,2021-10-27,Mechanical,,v1.0.0
FLR-014148,AST-00019,2008-11-29,Mechanical,189.83,v1.0.0
FLR-014149,AST-00383,2024-07-05,Software,59.47,v1.0.0
FLR-014150,AST-00011,2022-10-15,Mechanical,239.51,v1.0.0
FLR-014151,AST-00307,2024-01-28,Mechanical,,v1.0.0
FLR-014152,AST-00488,2021-10-20,Wear & Tear,158.04,v1.0.0
FLR-014153,AST-00346,2016-08-29,Electrical,216.66,v1.0.0
FLR-014154,AST-00264,2012-10-19,Mechanical,99.72,v1.0.0
FLR-014155,AST-00427,2022-08-20,External,113.34,v1.0.0
FLR-014156,AST-00305,2020-03-08,Electrical,119.31,v1.0.0
FLR-014157,AST-00129,2014-01-20,Wear & Tear,261.29,v1.0.0
FLR-014158,AST-00243,2024-09-18,Electrical,76.47,v1.0.0
FLR-014159,AST-00317,2023-06-10,Mechanical,75.41,v1.0.0
FLR-014160,AST-00188,,Mechanical,74.64,v1.0.0
FLR-014161,AST-00242,2017-09-30,Mechanical,178.08,v1.0.0
FLR-014162,AST-00182,2018-02-19,External,32.28,v1.0.0
FLR-014163,AST-00024,2019-11-26,Mechanical,113.75,v1.0.0
FLR-014164,AST-00208,,Mechanical,215.86,v1.0.0
FLR-014165,AST-00263,2025-10-13,Wear & Tear,90.67,v1.0.0
FLR-014166,AST-00070,2024-06-05,Electrical,25.59,v1.0.0
FLR-014167,AST-00191,2022-08-05,Software,78.88,v1.0.0
FLR-014168,AST-00440,2026-01-20,Electrical,105.33,v1.0.0
FLR-014169,AST-00210,2025-07-14,Mechanical,85.71,v1.0.0
FLR-014170,AST-00099,2021-09-29,,101.93,v1.0.0
FLR-014171,AST-00394,2017-11-11,Mechanical,141.32,v1.0.0
FLR-014172,AST-00318,2020-10-26,Software,104.93,v1.0.0
FLR-014173,AST-00311,2024-06-13,Electrical,122.31,v1.0.0
FLR-014174,AST-00260,2023-05-01,Electrical,23.49,v1.0.0
FLR-014175,AST-00165,2024-08-05,Electrical,133.79,v1.0.0
FLR-014176,AST-00469,2016-02-15,Software,84.68,v1.0.0
FLR-014177,AST-00490,2020-10-25,Electrical,265.09,v1.0.0
FLR-014178,AST-00112,2014-05-03,Wear & Tear,271.21,v1.0.0
FLR-014179,AST-00395,2016-12-20,Wear & Tear,289.3,v1.0.0
FLR-014180,AST-00500,2020-07-02,Mechanical,69.06,v1.0.0
FLR-014181,AST-00427,2010-09-18,External,166.15,v1.0.0
FLR-014182,AST-00290,2016-02-09,Electrical,246.51,v1.0.0
FLR-014183,AST-00112,2020-08-06,Wear & Tear,186.43,v1.0.0
FLR-014184,AST-00337,2024-02-02,Mechanical,50.8,v1.0.0
FLR-014185,AST-00235,2021-12-14,Electrical,181.26,v1.0.0
FLR-014186,AST-00488,2018-06-02,Wear & Tear,137.76,v1.0.0
FLR-014187,AST-00220,2022-07-31,Software,167.02,v1.0.0
FLR-014188,AST-00102,2024-07-11,Electrical,161.55,v1.0.0
FLR-014189,AST-00280,2019-04-03,Wear & Tear,206.46,v1.0.0
FLR-014190,AST-00371,2014-06-27,Wear & Tear,21.06,v1.0.0
FLR-014191,AST-00416,2024-07-24,Software,88.91,v1.0.0
FLR-014192,AST-00091,2022-01-17,Mechanical,195.98,v1.0.0
FLR-014193,AST-00072,2025-03-25,Electrical,,v1.0.0
FLR-014194,AST-00161,2020-01-08,Electrical,58.96,v1.0.0
FLR-014195,AST-00067,2015-08-07,Electrical,138.63,v1.0.0
FLR-014196,AST-00398,2024-01-22,Mechanical,71.62,v1.0.0
FLR-014197,AST-00167,2023-07-27,Mechanical,5.75,v1.0.0
FLR-014198,AST-00247,2014-04-28,Electrical,205.74,v1.0.0
FLR-014199,AST-00298,2022-04-02,Mechanical,116.97,v1.0.0
FLR-014200,AST-00266,2018-07-11,Electrical,116.09,v1.0.0
FLR-014201,AST-00339,2010-05-19,Software,142.19,v1.0.0
FLR-014202,AST-00216,2024-06-11,Mechanical,64.25,v1.0.0
FLR-014203,AST-00240,2023-11-21,Software,,v1.0.0
FLR-014204,AST-00432,2022-11-16,Mechanical,163.66,v1.0.0
FLR-014205,AST-00463,2020-09-03,Mechanical,180.39,v1.0.0
FLR-014206,AST-00227,2023-01-15,Electrical,132.96,v1.0.0
FLR-014207,AST-00297,2025-03-24,Wear & Tear,121.07,v1.0.0
FLR-014208,AST-00442,2021-08-16,Wear & Tear,75.96,v1.0.0
FLR-014209,AST-00239,2024-05-20,Mechanical,44.91,v1.0.0
FLR-014210,AST-00153,2017-04-25,Mechanical,113.11,v1.0.0
FLR-014211,AST-00430,2022-06-15,Mechanical,152.37,v1.0.0
FLR-014212,AST-00280,2024-02-13,Wear & Tear,92.06,v1.0.0
FLR-014213,AST-00021,2026-02-28,Mechanical,41.16,v1.0.0
FLR-014214,AST-00061,2023-11-18,Mechanical,75.09,v1.0.0
FLR-014215,AST-00499,2025-07-14,Wear & Tear,33.95,v1.0.0
FLR-014216,AST-00422,2019-03-21,Software,198.56,v1.0.0
FLR-014217,AST-00355,2025-04-23,Electrical,27.34,v1.0.0
FLR-014218,AST-00001,2018-11-18,Mechanical,29.52,v1.0.0
FLR-014219,AST-00004,2013-07-24,Mechanical,19.93,v1.0.0
FLR-014220,AST-00440,2023-07-20,Wear & Tear,106.43,v1.0.0
FLR-014221,AST-00485,2023-03-11,Mechanical,150.34,v1.0.0
FLR-014222,AST-00389,2019-12-18,Software,201.92,v1.0.0
FLR-014223,AST-00252,2021-08-23,Mechanical,19.72,v1.0.0
FLR-014224,AST-00400,2021-09-06,Mechanical,26.2,v1.0.0
FLR-014225,AST-00287,2026-01-08,Software,78.46,v1.0.0
FLR-014226,AST-00090,2022-03-07,Software,48.55,v1.0.0
FLR-014227,AST-00141,2022-03-24,Electrical,138.93,v1.0.0
FLR-014228,AST-00066,2014-09-16,Software,232.01,v1.0.0
FLR-014229,AST-00010,2019-07-05,Wear & Tear,135.84,v1.0.0
FLR-014230,AST-00198,2024-09-05,Mechanical,113.63,v1.0.0
FLR-014231,AST-00334,2019-05-07,Wear & Tear,231.11,v1.0.0
FLR-014232,AST-00206,2018-06-30,Mechanical,121.91,v1.0.0
FLR-014233,AST-00497,2019-12-24,Wear & Tear,104.68,v1.0.0
FLR-014234,AST-00364,2020-03-12,,128.9,v1.0.0
FLR-014235,AST-00464,2025-09-19,Software,,v1.0.0
FLR-014236,AST-00444,2013-06-08,Electrical,343.09,v1.0.0
FLR-014237,AST-00093,2024-06-03,Software,129.74,v1.0.0
FLR-014238,AST-00130,2022-01-11,Software,159.94,v1.0.0
FLR-014239,AST-00306,2024-09-02,Wear & Tear,62.97,v1.0.0
FLR-014240,AST-00299,2025-06-24,Electrical,27.33,v1.0.0
FLR-014241,AST-00051,2026-03-07,Wear & Tear,29.21,v1.0.0
FLR-014242,AST-00222,,Mechanical,156.73,v1.0.0
FLR-014243,AST-00106,2024-08-06,Wear & Tear,143.51,v1.0.0
FLR-014244,AST-00248,2017-09-30,Software,121.55,v1.0.0
FLR-014245,AST-00071,2019-11-01,Electrical,107.44,v1.0.0
FLR-014246,AST-00379,2021-03-27,Wear & Tear,206.67,v1.0.0
FLR-014247,AST-00467,2022-10-09,Electrical,23.15,v1.0.0
FLR-014248,AST-00478,2023-11-23,Mechanical,4.72,v1.0.0
FLR-014249,AST-00484,2019-03-14,Electrical,102.72,v1.0.0
FLR-014250,AST-00474,2026-03-29,Wear & Tear,17.05,v1.0.0
FLR-014251,AST-00307,2024-03-02,Wear & Tear,,v1.0.0
FLR-014252,AST-00235,2016-07-24,Wear & Tear,235.65,v1.0.0
FLR-014253,AST-00232,2025-01-03,Wear & Tear,34.26,v1.0.0
FLR-014254,AST-00241,2016-09-07,Electrical,267.88,v1.0.0
FLR-014255,AST-00244,2025-10-21,Mechanical,175.5,v1.0.0
FLR-014256,AST-00184,2025-04-02,Software,243.99,v1.0.0
FLR-014257,AST-00084,2023-07-28,Mechanical,140.04,v1.0.0
FLR-014258,AST-00304,2025-06-26,Electrical,91.04,v1.0.0
FLR-014259,AST-00146,2010-04-26,Mechanical,,v1.0.0
FLR-014260,AST-00126,,Mechanical,33.76,v1.0.0
FLR-014261,AST-00395,2019-01-31,Wear & Tear,225.23,v1.0.0
FLR-014262,AST-00076,2021-12-29,Wear & Tear,69.66,v1.0.0
FLR-014263,AST-00300,2025-04-09,Wear & Tear,57.02,v1.0.0
FLR-014264,AST-00066,2015-08-11,Software,221.7,v1.0.0
FLR-014265,AST-00239,2018-06-01,Wear & Tear,95.16,v1.0.0
FLR-014266,AST-00002,2024-06-14,Mechanical,31.87,v1.0.0
FLR-014267,AST-00466,2024-04-18,Electrical,71.94,v1.0.0
FLR-014268,AST-00121,2020-09-09,Mechanical,82.57,v1.0.0
FLR-014269,AST-00259,2010-12-16,Electrical,168.07,v1.0.0
FLR-014270,AST-00240,2021-12-24,Mechanical,55.01,v1.0.0
FLR-014271,AST-00441,2025-02-12,Electrical,54.28,v1.0.0
FLR-014272,AST-00301,2024-12-29,External,114.26,v1.0.0
FLR-014273,AST-00309,2025-01-06,Software,237.03,v1.0.0
FLR-014274,AST-00333,2025-03-04,Electrical,35.63,v1.0.0
FLR-014275,AST-00323,2024-08-14,Mechanical,66.64,v1.0.0
FLR-014276,AST-00495,2023-10-30,Mechanical,114.7,v1.0.0
FLR-014277,AST-00100,2022-09-09,Mechanical,193.9,v1.0.0
FLR-014278,AST-00205,2023-10-30,Mechanical,248.26,v1.0.0
FLR-014279,AST-00321,2018-04-05,Software,160.63,v1.0.0
FLR-014280,AST-00142,2021-12-04,Wear & Tear,99.43,v1.0.0
FLR-014281,AST-00283,2011-04-24,Wear & Tear,185.94,v1.0.0
FLR-014282,AST-00031,2022-05-06,Software,46.18,v1.0.0
FLR-014283,AST-00319,2017-08-18,,128.6,v1.0.0
FLR-014284,AST-00005,2010-02-02,External,150.4,v1.0.0
FLR-014285,AST-00123,2024-05-06,Software,151.75,v1.0.0
FLR-014286,AST-00447,2026-03-22,Mechanical,56.98,v1.0.0
FLR-014287,AST-00078,2014-12-23,Mechanical,94.91,v1.0.0
FLR-014288,AST-00100,2017-11-08,Electrical,89.2,v1.0.0
FLR-014289,AST-00282,2023-06-17,Wear & Tear,65.86,v1.0.0
FLR-014290,AST-00140,2012-12-13,Mechanical,172.2,v1.0.0
FLR-014291,AST-00473,2020-09-14,Mechanical,176.63,v1.0.0
FLR-014292,AST-00263,2026-04-18,Wear & Tear,126.82,v1.0.0
FLR-014293,AST-00199,2023-10-21,Mechanical,105.63,v1.0.0
FLR-014294,AST-00078,2012-02-11,Electrical,249.73,v1.0.0
FLR-014295,AST-00048,2024-09-30,Mechanical,87.73,v1.0.0
FLR-014296,AST-00150,2023-03-15,Electrical,98.36,v1.0.0
FLR-014297,AST-00210,2023-11-17,Mechanical,165.06,v1.0.0
FLR-014298,AST-00015,2025-06-28,Mechanical,31.77,v1.0.0
FLR-014299,AST-00010,2018-08-01,,94.77,v1.0.0
FLR-014300,AST-00098,2021-05-31,Software,23.39,v1.0.0
FLR-014301,AST-00223,2013-10-11,Electrical,57.3,v1.0.0
FLR-014302,AST-00183,2019-01-24,Software,207.4,v1.0.0
FLR-014303,AST-00266,2017-09-27,Wear & Tear,98.0,v1.0.0
FLR-014304,AST-00486,2024-04-20,Electrical,127.8,v1.0.0
FLR-014305,AST-00348,2025-10-05,Mechanical,188.5,v1.0.0
FLR-014306,AST-00129,2017-06-03,Mechanical,235.65,v1.0.0
FLR-014307,AST-00202,2024-07-31,Wear & Tear,13.01,v1.0.0
FLR-014308,AST-00100,2019-05-25,Electrical,198.1,v1.0.0
FLR-014309,AST-00005,2014-07-15,Wear & Tear,323.92,v1.0.0
FLR-014310,AST-00174,2025-09-25,Electrical,134.1,v1.0.0
FLR-014311,AST-00498,2016-05-11,Wear & Tear,40.92,v1.0.0
FLR-014312,AST-00207,2020-08-22,Mechanical,260.49,v1.0.0
FLR-014313,AST-00163,2020-06-08,Software,72.91,v1.0.0
FLR-014314,AST-00031,2018-12-11,Electrical,108.81,v1.0.0
FLR-014315,AST-00195,2024-01-03,Software,145.87,v1.0.0
FLR-014316,AST-00421,2016-12-23,Electrical,276.92,v1.0.0
FLR-014317,AST-00208,2019-11-21,Wear & Tear,167.58,v1.0.0
FLR-014318,AST-00208,2016-12-11,Wear & Tear,173.73,v1.0.0
FLR-014319,AST-00481,2020-01-10,Electrical,290.38,v1.0.0
FLR-014320,AST-00271,2024-08-31,Software,200.7,v1.0.0
FLR-014321,AST-00051,2021-10-03,Mechanical,5.47,v1.0.0
FLR-014322,AST-00311,2021-06-18,Wear & Tear,76.61,v1.0.0
FLR-014323,AST-00184,2019-08-12,Software,94.57,v1.0.0
FLR-014324,AST-00041,2026-03-09,Mechanical,13.78,v1.0.0
FLR-014325,AST-00403,2024-09-16,Wear & Tear,83.33,v1.0.0
FLR-014326,AST-00466,2024-10-26,Mechanical,83.51,v1.0.0
FLR-014327,AST-00461,2017-05-22,Electrical,242.48,v1.0.0
FLR-014328,AST-00432,2022-11-15,Mechanical,,v1.0.0
FLR-014329,AST-00323,2024-12-22,Mechanical,123.55,v1.0.0
FLR-014330,AST-00361,2010-03-15,Electrical,226.73,v1.0.0
FLR-014331,AST-00172,2024-04-07,Mechanical,186.68,v1.0.0
FLR-014332,AST-00281,2023-07-28,Mechanical,273.11,v1.0.0
FLR-014333,AST-00455,2020-09-21,Software,113.43,v1.0.0
FLR-014334,AST-00081,2025-12-08,Electrical,96.04,v1.0.0
FLR-014335,AST-00440,2026-05-21,Electrical,5.46,v1.0.0
FLR-014336,AST-00376,2025-04-30,Electrical,12.82,v1.0.0
FLR-014337,AST-00161,2016-10-23,Wear & Tear,143.05,v1.0.0
FLR-014338,AST-00312,2019-12-05,,23.83,v1.0.0
FLR-014339,AST-00450,,Electrical,165.69,v1.0.0
FLR-014340,AST-00340,2021-07-27,,175.3,v1.0.0
FLR-014341,AST-00229,2022-02-09,Wear & Tear,13.9,v1.0.0
FLR-014342,AST-00129,2023-05-18,Wear & Tear,347.1,v1.0.0
FLR-014343,AST-00154,2020-05-18,Electrical,185.29,v1.0.0
FLR-014344,AST-00152,2011-12-06,Mechanical,121.43,v1.0.0
FLR-014345,AST-00033,2017-09-17,Software,187.13,v1.0.0
FLR-014346,AST-00429,2020-02-09,Mechanical,92.22,v1.0.0
FLR-014347,AST-00204,2025-09-13,Electrical,292.97,v1.0.0
FLR-014348,AST-00175,2022-03-18,Software,200.75,v1.0.0
FLR-014349,AST-00210,2025-08-05,Mechanical,135.52,v1.0.0
FLR-014350,AST-00462,2021-02-03,Software,101.83,v1.0.0
FLR-014351,AST-00358,2018-12-10,Software,145.88,v1.0.0
FLR-014352,AST-00476,2022-10-22,Mechanical,322.26,v1.0.0
FLR-014353,AST-00423,2022-11-22,Software,169.59,v1.0.0
FLR-014354,AST-00434,2014-09-18,Software,76.42,v1.0.0
FLR-014355,AST-00330,2024-12-18,Mechanical,115.37,v1.0.0
FLR-014356,AST-00027,2014-03-08,Mechanical,242.26,v1.0.0
FLR-014357,AST-00060,2025-09-21,Mechanical,91.7,v1.0.0
FLR-014358,AST-00226,2024-05-27,Wear & Tear,95.8,v1.0.0
FLR-014359,AST-00075,2017-05-20,External,187.52,v1.0.0
FLR-014360,AST-00285,2024-02-29,Electrical,6.52,v1.0.0
FLR-014361,AST-00272,2023-08-23,Wear & Tear,164.05,v1.0.0
FLR-014362,AST-00492,2024-07-24,Electrical,198.9,v1.0.0
FLR-014363,AST-00314,2024-05-21,Electrical,99.46,v1.0.0
FLR-014364,AST-00113,2017-07-10,,207.56,v1.0.0
FLR-014365,AST-00176,2026-03-28,Electrical,118.46,v1.0.0
FLR-014366,AST-00066,2016-09-26,Software,245.91,v1.0.0
FLR-014367,AST-00224,2024-01-06,Electrical,60.0,v1.0.0
FLR-014368,AST-00079,2022-03-07,Mechanical,37.01,v1.0.0
FLR-014369,AST-00186,2024-08-24,Wear & Tear,153.9,v1.0.0
FLR-014370,AST-00480,2025-10-11,Electrical,93.14,v1.0.0
FLR-014371,AST-00106,2023-06-24,Mechanical,136.53,v1.0.0
FLR-014372,AST-00083,2025-11-24,Wear & Tear,180.17,v1.0.0
FLR-014373,AST-00315,,Electrical,222.63,v1.0.0
FLR-014374,AST-00066,2020-05-25,Electrical,262.43,v1.0.0
FLR-014375,AST-00086,2021-09-05,Mechanical,119.31,v1.0.0
FLR-014376,AST-00110,2024-09-30,Electrical,81.07,v1.0.0
FLR-014377,AST-00106,2023-05-21,Wear & Tear,156.94,v1.0.0
FLR-014378,AST-00138,2010-04-29,Electrical,249.56,v1.0.0
FLR-014379,AST-00020,2024-08-28,Electrical,119.25,v1.0.0
FLR-014380,AST-00441,2026-02-14,Electrical,64.78,v1.0.0
FLR-014381,AST-00270,2023-01-01,,172.16,v1.0.0
FLR-014382,AST-00175,2023-09-02,Electrical,66.59,v1.0.0
FLR-014383,AST-00229,2022-09-17,Wear & Tear,204.07,v1.0.0
FLR-014384,AST-00422,2023-02-16,Electrical,202.34,v1.0.0
FLR-014385,AST-00180,2024-05-13,Mechanical,49.68,v1.0.0
FLR-014386,AST-00437,2019-05-05,Mechanical,170.69,v1.0.0
FLR-014387,AST-00389,2013-06-27,Mechanical,30.56,v1.0.0
FLR-014388,AST-00110,2015-03-17,Mechanical,136.58,v1.0.0
FLR-014389,AST-00453,2015-04-10,Wear & Tear,,v1.0.0
FLR-014390,AST-00077,2025-08-16,Electrical,118.01,v1.0.0
FLR-014391,AST-00311,2019-10-24,Wear & Tear,73.61,v1.0.0
FLR-014392,AST-00474,2025-08-25,Mechanical,101.34,v1.0.0
FLR-014393,AST-00158,2016-02-24,Mechanical,232.56,v1.0.0
FLR-014394,AST-00373,2024-02-15,Electrical,58.35,v1.0.0
FLR-014395,AST-00323,2024-12-07,Software,96.26,v1.0.0
FLR-014396,AST-00284,2023-06-03,Software,70.19,v1.0.0
FLR-014397,AST-00484,2025-05-04,Mechanical,151.0,v1.0.0
FLR-014398,AST-00300,2022-11-11,,201.07,v1.0.0
FLR-014399,AST-00118,2020-12-04,Electrical,253.94,v1.0.0
FLR-014400,AST-00148,2013-10-05,Wear & Tear,125.34,v1.0.0
FLR-014401,AST-00323,2025-05-04,Electrical,158.42,v1.0.0
FLR-014402,AST-00493,2019-12-02,Wear & Tear,114.34,v1.0.0
FLR-014403,AST-00229,2021-12-04,External,123.49,v1.0.0
FLR-014404,AST-00375,2021-12-08,Software,170.45,v1.0.0
FLR-014405,AST-00181,2024-05-23,Electrical,30.97,v1.0.0
FLR-014406,AST-00365,2023-03-10,Electrical,84.05,v1.0.0
FLR-014407,AST-00401,2022-04-06,Mechanical,33.82,v1.0.0
FLR-014408,AST-00421,2015-08-06,Mechanical,224.87,v1.0.0
FLR-014409,AST-00154,2021-05-18,Mechanical,177.37,v1.0.0
FLR-014410,AST-00060,2025-12-12,Electrical,52.75,v1.0.0
FLR-014411,AST-00499,2011-10-02,Wear & Tear,223.18,v1.0.0
FLR-014412,AST-00316,2023-12-17,Electrical,120.49,v1.0.0
FLR-014413,AST-00023,2011-11-15,Software,163.09,v1.0.0
FLR-014414,AST-00197,2024-03-02,Electrical,115.19,v1.0.0
FLR-014415,AST-00231,2023-03-12,Wear & Tear,146.0,v1.0.0
FLR-014416,AST-00129,2011-06-25,Mechanical,252.77,v1.0.0
FLR-014417,AST-00287,2024-10-30,Software,121.54,v1.0.0
FLR-014418,AST-00448,2025-09-02,Wear & Tear,8.37,v1.0.0
FLR-014419,AST-00438,2012-08-15,Mechanical,106.92,v1.0.0
FLR-014420,AST-00151,2016-08-29,Mechanical,311.12,v1.0.0
FLR-014421,AST-00125,2015-04-20,Electrical,298.6,v1.0.0
FLR-014422,AST-00121,2024-03-14,Software,62.77,v1.0.0
FLR-014423,AST-00366,2016-08-12,,171.84,v1.0.0
FLR-014424,AST-00217,2019-04-05,Mechanical,123.61,v1.0.0
FLR-014425,AST-00462,2024-10-14,Mechanical,85.99,v1.0.0
FLR-014426,AST-00075,2022-11-17,Wear & Tear,101.14,v1.0.0
FLR-014427,AST-00333,2025-05-03,Software,134.75,v1.0.0
FLR-014428,AST-00490,2024-10-27,Wear & Tear,25.22,v1.0.0
FLR-014429,AST-00262,2015-03-09,Software,261.5,v1.0.0
FLR-014430,AST-00296,2012-12-09,Mechanical,194.43,v1.0.0
FLR-014431,AST-00215,2020-11-27,Wear & Tear,150.33,v1.0.0
FLR-014432,AST-00108,,Mechanical,17.84,v1.0.0
FLR-014433,AST-00201,2021-05-11,Software,128.28,v1.0.0
FLR-014434,AST-00493,2016-08-05,Mechanical,16.06,v1.0.0
FLR-014435,AST-00463,2019-10-11,Mechanical,335.17,v1.0.0
FLR-014436,AST-00157,2011-03-19,Wear & Tear,166.85,v1.0.0
FLR-014437,AST-00328,2025-04-23,Wear & Tear,26.19,v1.0.0
FLR-014438,AST-00268,2016-11-05,Wear & Tear,90.27,v1.0.0
FLR-014439,AST-00243,2024-08-18,Electrical,125.82,v1.0.0
FLR-014440,AST-00021,2026-03-19,Mechanical,31.35,v1.0.0
FLR-014441,AST-00350,2025-03-27,Mechanical,12.18,v1.0.0
FLR-014442,AST-00360,2021-05-19,Electrical,281.22,v1.0.0
FLR-014443,AST-00171,2023-12-11,Software,201.61,v1.0.0
FLR-014444,AST-00098,2024-02-14,Mechanical,145.84,v1.0.0
FLR-014445,AST-00199,2015-05-22,External,13.69,v1.0.0
FLR-014446,AST-00307,2021-11-20,Mechanical,,v1.0.0
FLR-014447,AST-00297,2026-01-28,Mechanical,86.23,v1.0.0
FLR-014448,AST-00306,2023-03-22,Mechanical,,v1.0.0
FLR-014449,AST-00373,2024-04-29,Mechanical,82.79,v1.0.0
FLR-014450,AST-00226,2023-03-10,,235.01,v1.0.0
FLR-014451,AST-00468,2021-10-07,Software,148.44,v1.0.0
FLR-014452,AST-00374,2023-01-29,External,,v1.0.0
FLR-014453,AST-00240,2024-02-20,Software,119.44,v1.0.0
FLR-014454,AST-00312,2020-12-19,Mechanical,,v1.0.0
FLR-014455,AST-00236,2025-10-18,Electrical,192.34,v1.0.0
FLR-014456,AST-00460,2019-01-14,Software,47.2,v1.0.0
FLR-014457,AST-00256,2017-12-02,Electrical,174.55,v1.0.0
FLR-014458,AST-00037,2023-10-03,Wear & Tear,80.57,v1.0.0
FLR-014459,AST-00497,2022-07-22,Software,23.89,v1.0.0
FLR-014460,AST-00242,2019-04-02,Mechanical,226.13,v1.0.0
FLR-014461,AST-00145,2026-01-15,Electrical,123.5,v1.0.0
FLR-014462,AST-00107,2018-12-03,Mechanical,35.97,v1.0.0
FLR-014463,AST-00325,2016-01-04,Electrical,6.0,v1.0.0
FLR-014464,AST-00344,2019-11-29,Software,174.1,v1.0.0
FLR-014465,AST-00459,2018-11-09,Mechanical,182.63,v1.0.0
FLR-014466,AST-00067,2024-08-05,Wear & Tear,100.6,v1.0.0
FLR-014467,AST-00224,2025-08-03,Mechanical,119.37,v1.0.0
FLR-014468,AST-00107,2023-10-11,Mechanical,234.67,v1.0.0
FLR-014469,AST-00283,2015-02-17,Software,221.04,v1.0.0
FLR-014470,AST-00422,2025-05-17,Wear & Tear,185.87,v1.0.0
FLR-014471,AST-00237,2016-08-12,Electrical,59.74,v1.0.0
FLR-014472,AST-00431,2024-03-07,Software,73.49,v1.0.0
FLR-014473,AST-00372,2013-08-22,Mechanical,23.44,v1.0.0
FLR-014474,AST-00390,2016-01-15,Electrical,25.98,v1.0.0
FLR-014475,AST-00108,2021-10-31,Software,152.41,v1.0.0
FLR-014476,AST-00172,2019-12-23,Electrical,47.06,v1.0.0
FLR-014477,AST-00257,2026-05-03,,29.19,v1.0.0
FLR-014478,AST-00142,2019-01-12,Electrical,121.35,v1.0.0
FLR-014479,AST-00239,2015-03-17,Electrical,301.61,v1.0.0
FLR-014480,AST-00312,2022-06-26,Software,154.53,v1.0.0
FLR-014481,AST-00048,2024-10-27,Wear & Tear,11.87,v1.0.0
FLR-014482,AST-00464,2026-03-03,Software,78.26,v1.0.0
FLR-014483,AST-00371,2023-04-21,Mechanical,249.41,v1.0.0
FLR-014484,AST-00136,2017-07-03,Electrical,264.9,v1.0.0
FLR-014485,AST-00138,2016-05-02,Mechanical,271.81,v1.0.0
FLR-014486,AST-00404,2025-06-23,Wear & Tear,6.77,v1.0.0
FLR-014487,AST-00290,2015-08-15,Electrical,247.74,v1.0.0
FLR-014488,AST-00357,2025-11-02,Mechanical,137.68,v1.0.0
FLR-014489,AST-00171,,Mechanical,153.38,v1.0.0
FLR-014490,AST-00497,2022-06-26,Software,26.33,v1.0.0
FLR-014491,AST-00263,2025-12-24,Wear & Tear,77.18,v1.0.0
FLR-014492,AST-00247,2015-05-08,Electrical,227.01,v1.0.0
FLR-014493,AST-00040,2025-09-10,Electrical,15.33,v1.0.0
FLR-014494,AST-00370,2025-12-04,Software,6.14,v1.0.0
FLR-014495,AST-00263,2025-09-15,Software,3.97,v1.0.0
FLR-014496,AST-00425,2024-02-16,Mechanical,138.03,v1.0.0
FLR-014497,AST-00112,2009-06-02,Electrical,347.97,v1.0.0
FLR-014498,AST-00119,2024-04-10,Electrical,10.9,v1.0.0
FLR-014499,AST-00440,2022-11-08,Mechanical,23.54,v1.0.0
FLR-014500,AST-00327,2021-01-26,Mechanical,39.99,v1.0.0
FLR-014501,AST-00038,2020-10-18,Software,187.87,v1.0.0
