history_id,technician_id,request_id,category,success_rate,resolution_hours,dataset_version
THX-019996,TEC-034,REQ-014503,Plumbing,0.733,,v1.0.0
THX-019997,TEC-027,REQ-006475,Parking,0.985,40.96,v1.0.0
THX-019998,TEC-036,REQ-003679,Water Supply,0.551,85.09,v1.0.0
THX-019999,TEC-001,REQ-009233,Water Leakage,0.486,18.84,v1.0.0
THX-020000,TEC-018,REQ-010767,Security,0.764,28.22,v1.0.0
THX-020001,TEC-025,REQ-018355,Plumbing,0.799,40.83,v1.0.0
THX-020002,TEC-009,REQ-008077,HVAC,0.848,48.08,v1.0.0
THX-020003,TEC-026,REQ-008082,Electrical,1.0,87.07,v1.0.0
THX-020004,TEC-027,REQ-017629,Lift,1.0,2.26,v1.0.0
THX-020005,TEC-003,REQ-007444,Security,0.917,14.27,v1.0.0
THX-020006,TEC-076,REQ-016789,Security,0.99,11.07,v1.0.0
THX-020007,TEC-052,REQ-019773,Fire Safety,1.0,5.35,v1.0.0
THX-020008,TEC-076,REQ-016461,Fire Safety,0.911,2.61,v1.0.0
THX-020009,TEC-004,REQ-020338,Security,0.817,3.96,v1.0.0
THX-020010,TEC-022,REQ-006868,Water Leakage,0.838,5.18,v1.0.0
THX-020011,TEC-026,REQ-016100,Water Supply,0.985,4.37,v1.0.0
THX-020012,TEC-057,REQ-020921,Fire Safety,1.0,,v1.0.0
THX-020013,TEC-024,REQ-013360,Water Leakage,1.0,14.43,v1.0.0
THX-020014,TEC-029,REQ-000308,Water Supply,0.79,1.53,v1.0.0
THX-020015,TEC-023,REQ-013761,HVAC,1.0,91.24,v1.0.0
THX-020016,TEC-006,REQ-002703,Lift,0.522,3.5,v1.0.0
THX-020017,TEC-031,REQ-014406,Plumbing,0.728,60.36,v1.0.0
THX-020018,TEC-014,REQ-019354,Water Leakage,0.804,3.96,v1.0.0
THX-020019,TEC-053,REQ-019051,Electrical,1.0,15.01,v1.0.0
THX-020020,TEC-020,REQ-009276,Noise,1.0,36.52,v1.0.0
THX-020021,TEC-060,REQ-002564,Electrical,0.944,6.77,v1.0.0
THX-020022,TEC-058,REQ-004125,Fire Safety,1.0,7.22,v1.0.0
THX-020023,TEC-017,REQ-016360,Parking,1.0,19.28,v1.0.0
THX-020024,TEC-076,REQ-001178,Fire Safety,0.85,3.92,v1.0.0
THX-020025,TEC-001,REQ-006670,Parking,0.526,111.73,v1.0.0
THX-020026,TEC-008,REQ-018281,Parking,0.979,22.5,v1.0.0
THX-020027,TEC-024,REQ-006574,Electrical,0.969,93.12,v1.0.0
THX-020028,TEC-041,REQ-011551,Water Supply,1.0,52.61,v1.0.0
THX-020029,TEC-006,REQ-013645,Water Leakage,0.594,6.39,v1.0.0
THX-020030,TEC-015,REQ-011882,,1.0,9.82,v1.0.0
THX-020031,TEC-031,REQ-015947,,0.669,22.98,v1.0.0
THX-020032,TEC-011,REQ-018581,Electrical,0.738,4.63,v1.0.0
THX-020033,TEC-019,REQ-017486,Lift,1.0,3.3,v1.0.0
THX-020034,TEC-006,REQ-012332,Water Leakage,0.52,3.31,v1.0.0
THX-020035,TEC-006,REQ-000420,Parking,0.662,73.59,v1.0.0
THX-020036,TEC-035,REQ-011810,Water Supply,0.924,9.02,v1.0.0
THX-020037,TEC-021,REQ-014216,Lift,0.83,4.08,v1.0.0
THX-020038,TEC-014,REQ-016512,Electrical,0.956,20.85,v1.0.0
THX-020039,TEC-065,REQ-005774,HVAC,0.933,86.54,v1.0.0
THX-020040,TEC-018,REQ-015523,Noise,0.681,23.57,v1.0.0
THX-020041,TEC-052,REQ-003313,Fire Safety,0.988,0.98,v1.0.0
THX-020042,TEC-006,REQ-008860,Fire Safety,0.599,8.02,v1.0.0
THX-020043,TEC-021,REQ-006141,Plumbing,0.762,12.02,v1.0.0
THX-020044,TEC-010,REQ-000522,Electrical,0.913,,v1.0.0
THX-020045,TEC-005,REQ-000899,Water Leakage,0.904,3.93,v1.0.0
THX-020046,TEC-022,REQ-003335,Water Supply,0.927,3.18,v1.0.0
THX-020047,TEC-012,REQ-009322,,0.992,5.42,v1.0.0
THX-020048,TEC-015,REQ-007703,Water Leakage,1.0,15.07,v1.0.0
THX-020049,TEC-015,REQ-017494,Noise,1.0,13.23,v1.0.0
THX-020050,TEC-021,REQ-003182,Noise,1.0,38.83,v1.0.0
THX-020051,TEC-010,REQ-010136,Parking,0.956,19.89,v1.0.0
THX-020052,TEC-043,REQ-004906,Water Leakage,0.713,10.88,v1.0.0
THX-020053,TEC-002,REQ-003656,Noise,0.799,92.32,v1.0.0
THX-020054,TEC-001,REQ-012595,HVAC,0.623,22.16,v1.0.0
THX-020055,TEC-018,REQ-016179,Noise,0.97,24.94,v1.0.0
THX-020056,TEC-026,REQ-000031,HVAC,0.84,17.0,v1.0.0
THX-020057,TEC-015,REQ-003208,Fire Safety,1.0,4.19,v1.0.0
THX-020058,TEC-009,REQ-003772,Water Leakage,0.889,5.71,v1.0.0
THX-020059,TEC-017,REQ-008459,Parking,1.0,55.53,v1.0.0
THX-020060,TEC-069,REQ-002052,Lift,0.997,9.45,v1.0.0
THX-020061,TEC-010,REQ-004882,Lift,1.0,1.28,v1.0.0
THX-020062,TEC-048,REQ-009064,Electrical,0.528,10.61,v1.0.0
THX-020063,TEC-031,REQ-012414,Water Supply,0.647,17.64,v1.0.0
THX-020064,TEC-009,REQ-015350,Water Leakage,0.727,11.23,v1.0.0
THX-020065,TEC-011,REQ-005117,Parking,,23.71,v1.0.0
THX-020066,TEC-045,REQ-014279,,0.971,,v1.0.0
THX-020067,TEC-025,REQ-002125,Water Supply,0.911,13.26,v1.0.0
THX-020068,TEC-001,REQ-014240,Lift,0.529,14.8,v1.0.0
THX-020069,TEC-067,REQ-004142,HVAC,0.746,7.35,v1.0.0
THX-020070,TEC-015,REQ-002476,Security,1.0,3.21,v1.0.0
THX-020071,TEC-012,REQ-004376,Electrical,0.95,,v1.0.0
THX-020072,TEC-001,REQ-021292,Water Leakage,0.616,17.08,v1.0.0
THX-020073,TEC-073,REQ-012060,Security,,4.9,v1.0.0
THX-020074,TEC-040,REQ-004680,Plumbing,1.0,,v1.0.0
THX-020075,TEC-001,REQ-018006,Electrical,0.603,7.22,v1.0.0
THX-020076,TEC-005,REQ-017845,Noise,0.714,126.72,v1.0.0
THX-020077,TEC-004,REQ-008285,Parking,0.795,93.3,v1.0.0
THX-020078,TEC-023,REQ-003757,Water Supply,,15.29,v1.0.0
THX-020079,TEC-023,REQ-004800,Parking,0.794,27.28,v1.0.0
THX-020080,TEC-029,REQ-019150,Plumbing,0.744,24.65,v1.0.0
THX-020081,TEC-020,REQ-019656,,0.82,14.88,v1.0.0
THX-020082,TEC-050,REQ-004172,Fire Safety,1.0,1.92,v1.0.0
THX-020083,TEC-005,REQ-010638,Noise,0.95,113.14,v1.0.0
THX-020084,TEC-048,REQ-012626,Fire Safety,0.563,30.76,v1.0.0
THX-020085,TEC-025,REQ-003465,HVAC,1.0,5.9,v1.0.0
THX-020086,TEC-028,REQ-005100,Water Supply,1.0,61.01,v1.0.0
THX-020087,TEC-011,REQ-004450,Noise,0.764,150.42,v1.0.0
THX-020088,TEC-032,REQ-010952,Water Supply,0.536,8.07,v1.0.0
THX-020089,TEC-018,REQ-000277,Lift,0.767,2.25,v1.0.0
THX-020090,TEC-020,REQ-012732,Electrical,0.89,87.17,v1.0.0
THX-020091,TEC-003,REQ-013540,Electrical,1.0,47.01,v1.0.0
THX-020092,TEC-071,REQ-000958,Lift,0.874,6.35,v1.0.0
THX-020093,TEC-002,REQ-017325,Parking,0.849,82.47,v1.0.0
THX-020094,TEC-014,REQ-009313,Water Supply,1.0,3.31,v1.0.0
THX-020095,TEC-022,REQ-008947,Electrical,0.957,14.06,v1.0.0
THX-020096,TEC-015,REQ-012103,Lift,0.922,5.16,v1.0.0
THX-020097,TEC-004,REQ-009884,Electrical,0.834,17.73,v1.0.0
THX-020098,TEC-001,REQ-007420,Water Supply,0.7,3.18,v1.0.0
THX-020099,TEC-023,REQ-019667,Noise,1.0,98.93,v1.0.0
THX-020100,TEC-073,REQ-008256,Fire Safety,0.69,9.81,v1.0.0
THX-020101,TEC-016,REQ-010782,Water Leakage,0.725,16.11,v1.0.0
THX-020102,TEC-033,REQ-021391,Water Supply,0.757,29.05,v1.0.0
THX-020103,TEC-026,REQ-016076,Fire Safety,0.942,5.34,v1.0.0
THX-020104,TEC-058,REQ-020677,Electrical,0.883,83.86,v1.0.0
THX-020105,TEC-039,REQ-011519,Water Supply,,4.23,v1.0.0
THX-020106,TEC-001,REQ-009995,Parking,0.461,201.33,v1.0.0
THX-020107,TEC-049,REQ-020282,Fire Safety,0.695,2.3,v1.0.0
THX-020108,TEC-023,REQ-020765,Fire Safety,0.931,1.9,v1.0.0
THX-020109,TEC-008,REQ-020880,Security,0.757,0.98,v1.0.0
THX-020110,TEC-046,REQ-015203,Water Supply,0.946,26.52,v1.0.0
THX-020111,TEC-041,REQ-013803,Water Supply,1.0,45.87,v1.0.0
THX-020112,TEC-028,REQ-011961,HVAC,1.0,23.3,v1.0.0
THX-020113,TEC-012,REQ-008560,Electrical,1.0,11.36,v1.0.0
THX-020114,TEC-016,REQ-002443,Noise,0.629,130.17,v1.0.0
THX-020115,TEC-015,REQ-012874,,1.0,15.19,v1.0.0
THX-020116,TEC-012,REQ-002718,Security,0.882,11.74,v1.0.0
THX-020117,TEC-019,REQ-004665,Noise,0.978,44.98,v1.0.0
THX-020118,TEC-021,REQ-017831,Security,0.922,4.48,v1.0.0
THX-020119,TEC-005,REQ-000985,Fire Safety,0.829,15.58,v1.0.0
THX-020120,TEC-010,REQ-003190,Water Leakage,1.0,14.5,v1.0.0
THX-020121,TEC-019,REQ-012597,Plumbing,1.0,11.9,v1.0.0
THX-020122,TEC-073,REQ-013692,Security,0.591,5.27,v1.0.0
THX-020123,TEC-007,REQ-009206,Noise,0.871,82.71,v1.0.0
THX-020124,TEC-011,REQ-000101,Parking,,74.36,v1.0.0
THX-020125,TEC-024,REQ-001949,Noise,1.0,62.49,v1.0.0
THX-020126,TEC-021,REQ-017568,Parking,0.828,36.19,v1.0.0
THX-020127,TEC-044,REQ-009924,Plumbing,0.66,18.81,v1.0.0
THX-020128,TEC-029,REQ-009763,Water Supply,,47.9,v1.0.0
THX-020129,TEC-011,REQ-002692,Security,0.549,48.95,v1.0.0
THX-020130,TEC-068,REQ-017369,HVAC,0.965,6.04,v1.0.0
THX-020131,TEC-009,REQ-001203,Parking,0.706,9.96,v1.0.0
THX-020132,TEC-004,REQ-013427,HVAC,0.856,9.03,v1.0.0
THX-020133,TEC-005,REQ-003323,Lift,0.627,19.05,v1.0.0
THX-020134,TEC-078,REQ-006586,Security,0.512,12.54,v1.0.0
THX-020135,TEC-023,REQ-002129,,0.995,3.41,v1.0.0
THX-020136,TEC-015,REQ-013277,Security,1.0,5.18,v1.0.0
THX-020137,TEC-027,REQ-001519,Noise,0.927,92.84,v1.0.0
THX-020138,TEC-002,REQ-013241,Water Supply,,3.65,v1.0.0
THX-020139,TEC-028,REQ-002286,Parking,0.999,102.62,v1.0.0
THX-020140,TEC-002,REQ-021030,Parking,0.733,49.7,v1.0.0
THX-020141,TEC-017,REQ-021087,Parking,1.0,76.35,v1.0.0
THX-020142,TEC-027,REQ-008853,Lift,0.889,2.41,v1.0.0
THX-020143,TEC-007,REQ-011689,Plumbing,0.907,26.33,v1.0.0
THX-020144,TEC-018,REQ-009452,Lift,1.0,8.49,v1.0.0
THX-020145,TEC-010,REQ-004357,Lift,1.0,11.81,v1.0.0
THX-020146,TEC-030,REQ-000376,,1.0,11.21,v1.0.0
THX-020147,TEC-020,REQ-015737,Security,0.697,9.14,v1.0.0
THX-020148,TEC-045,REQ-004897,Plumbing,0.922,9.88,v1.0.0
THX-020149,TEC-022,REQ-005816,HVAC,0.927,5.03,v1.0.0
THX-020150,TEC-013,REQ-005166,HVAC,0.604,28.99,v1.0.0
THX-020151,TEC-009,REQ-016335,Plumbing,0.859,37.0,v1.0.0
THX-020152,TEC-024,REQ-004562,HVAC,0.964,68.31,v1.0.0
THX-020153,TEC-053,REQ-011386,Fire Safety,0.865,10.25,v1.0.0
THX-020154,TEC-002,REQ-008991,Security,0.831,9.3,v1.0.0
THX-020155,TEC-021,REQ-012422,Noise,0.771,31.15,v1.0.0
THX-020156,TEC-022,REQ-003357,Water Leakage,0.829,13.02,v1.0.0
THX-020157,TEC-025,REQ-016664,Parking,0.968,103.75,v1.0.0
THX-020158,TEC-015,REQ-019747,Plumbing,1.0,3.59,v1.0.0
THX-020159,TEC-008,REQ-013858,Water Leakage,0.71,14.25,v1.0.0
THX-020160,TEC-028,REQ-003906,Noise,0.982,8.0,v1.0.0
THX-020161,TEC-026,REQ-010356,Electrical,0.982,4.22,v1.0.0
THX-020162,TEC-050,REQ-016421,Electrical,1.0,,v1.0.0
THX-020163,TEC-042,REQ-002657,,0.725,23.43,v1.0.0
THX-020164,TEC-009,REQ-020453,Security,0.778,44.68,v1.0.0
THX-020165,TEC-021,REQ-007405,Water Supply,0.951,16.69,v1.0.0
THX-020166,TEC-051,REQ-018344,Fire Safety,1.0,3.51,v1.0.0
THX-020167,TEC-044,REQ-020066,Plumbing,0.773,7.41,v1.0.0
THX-020168,TEC-004,REQ-020211,Security,0.87,1.75,v1.0.0
THX-020169,TEC-012,REQ-004404,Electrical,1.0,34.36,v1.0.0
THX-020170,TEC-035,REQ-016214,Water Supply,0.892,89.01,v1.0.0
THX-020171,TEC-040,REQ-014523,Plumbing,0.793,44.07,v1.0.0
THX-020172,TEC-027,REQ-000585,Plumbing,0.948,89.33,v1.0.0
THX-020173,TEC-007,REQ-020967,Electrical,0.899,46.03,v1.0.0
THX-020174,TEC-027,REQ-000086,Fire Safety,0.961,2.81,v1.0.0
THX-020175,TEC-012,REQ-002310,Water Supply,1.0,42.13,v1.0.0
THX-020176,TEC-049,REQ-015936,Electrical,0.614,121.78,v1.0.0
THX-020177,TEC-016,REQ-014526,Security,0.715,9.38,v1.0.0
THX-020178,TEC-001,REQ-009405,Lift,0.75,14.64,v1.0.0
THX-020179,TEC-001,REQ-010373,HVAC,0.67,15.71,v1.0.0
THX-020180,TEC-025,REQ-007334,Water Supply,0.999,31.37,v1.0.0
THX-020181,TEC-011,REQ-016276,Plumbing,0.741,8.15,v1.0.0
THX-020182,TEC-016,REQ-015254,Security,0.701,9.02,v1.0.0
THX-020183,TEC-013,REQ-006860,Lift,0.49,6.75,v1.0.0
THX-020184,TEC-017,REQ-000463,Fire Safety,1.0,1.69,v1.0.0
THX-020185,TEC-027,REQ-019499,Noise,0.774,23.2,v1.0.0
THX-020186,TEC-007,REQ-019272,HVAC,0.864,2.74,v1.0.0
THX-020187,TEC-021,REQ-018589,Parking,0.87,41.2,v1.0.0
THX-020188,TEC-004,REQ-000077,Water Supply,0.794,16.75,v1.0.0
THX-020189,TEC-011,REQ-010344,Water Leakage,0.884,6.18,v1.0.0
THX-020190,TEC-018,REQ-005582,Electrical,1.0,3.93,v1.0.0
THX-020191,TEC-007,REQ-021395,Lift,0.973,3.71,v1.0.0
THX-020192,TEC-007,REQ-018418,Water Supply,0.816,17.32,v1.0.0
THX-020193,TEC-041,REQ-019289,Water Leakage,1.0,4.03,v1.0.0
THX-020194,TEC-025,REQ-015169,Lift,1.0,8.48,v1.0.0
THX-020195,TEC-028,REQ-017911,Electrical,0.895,38.12,v1.0.0
THX-020196,TEC-008,REQ-018855,Water Supply,0.793,37.62,v1.0.0
THX-020197,TEC-010,REQ-019991,Fire Safety,1.0,2.51,v1.0.0
THX-020198,TEC-004,REQ-005836,Parking,0.782,11.14,v1.0.0
THX-020199,TEC-028,REQ-009220,Water Supply,0.981,3.76,v1.0.0
THX-020200,TEC-013,REQ-011946,Parking,0.655,93.91,v1.0.0
THX-020201,TEC-011,REQ-013823,Parking,0.622,17.37,v1.0.0
THX-020202,TEC-002,REQ-011514,Parking,0.728,111.53,v1.0.0
THX-020203,TEC-013,REQ-014155,Parking,0.548,151.9,v1.0.0
THX-020204,TEC-045,REQ-019803,Plumbing,1.0,13.65,v1.0.0
THX-020205,TEC-058,REQ-013793,Electrical,0.797,38.73,v1.0.0
THX-020206,TEC-012,REQ-017559,Parking,1.0,80.45,v1.0.0
THX-020207,TEC-002,REQ-016984,Electrical,0.639,21.38,v1.0.0
THX-020208,TEC-043,REQ-002898,Water Leakage,0.719,12.63,v1.0.0
THX-020209,TEC-027,REQ-020063,Plumbing,0.875,8.2,v1.0.0
THX-020210,TEC-065,REQ-000255,HVAC,1.0,41.63,v1.0.0
THX-020211,TEC-041,REQ-000287,Plumbing,1.0,12.67,v1.0.0
THX-020212,TEC-026,REQ-014153,Noise,0.999,72.08,v1.0.0
THX-020213,TEC-007,REQ-014599,Fire Safety,0.748,5.95,v1.0.0
THX-020214,TEC-027,REQ-003663,HVAC,0.957,10.92,v1.0.0
THX-020215,TEC-011,REQ-002891,Water Leakage,0.65,15.42,v1.0.0
THX-020216,TEC-010,REQ-003461,Electrical,1.0,3.93,v1.0.0
THX-020217,TEC-041,REQ-016845,Plumbing,1.0,8.88,v1.0.0
THX-020218,TEC-022,REQ-001015,Noise,0.884,67.01,v1.0.0
THX-020219,TEC-029,REQ-015693,Water Leakage,0.75,3.04,v1.0.0
THX-020220,TEC-019,REQ-018205,Security,1.0,3.37,v1.0.0
THX-020221,TEC-014,REQ-013868,Water Supply,0.767,24.45,v1.0.0
THX-020222,TEC-002,REQ-007969,Electrical,0.718,36.86,v1.0.0
THX-020223,TEC-029,REQ-018486,Plumbing,0.819,50.59,v1.0.0
THX-020224,TEC-020,REQ-020624,Lift,0.81,1.28,v1.0.0
THX-020225,TEC-013,REQ-012050,Plumbing,0.569,47.86,v1.0.0
THX-020226,TEC-027,REQ-019091,Water Leakage,0.825,3.56,v1.0.0
THX-020227,TEC-014,REQ-015245,Water Supply,0.815,36.84,v1.0.0
THX-020228,TEC-006,REQ-007085,Water Leakage,0.533,14.44,v1.0.0
THX-020229,TEC-032,REQ-004362,Water Supply,0.724,38.69,v1.0.0
THX-020230,TEC-049,REQ-020227,Electrical,0.911,23.55,v1.0.0
THX-020231,TEC-024,REQ-012905,Lift,0.926,1.97,v1.0.0
THX-020232,TEC-011,REQ-016839,HVAC,0.598,43.27,v1.0.0
THX-020233,TEC-011,REQ-006790,Noise,0.769,165.85,v1.0.0
THX-020234,TEC-007,REQ-004225,Lift,0.812,3.06,v1.0.0
THX-020235,TEC-008,REQ-008803,Noise,0.746,113.4,v1.0.0
THX-020236,TEC-027,REQ-011660,Fire Safety,0.92,0.93,v1.0.0
THX-020237,TEC-013,REQ-005979,Water Supply,0.59,20.1,v1.0.0
THX-020238,TEC-045,REQ-009183,Water Leakage,0.962,1.96,v1.0.0
THX-020239,TEC-028,REQ-002417,HVAC,0.865,84.66,v1.0.0
THX-020240,TEC-059,REQ-000833,Fire Safety,0.774,,v1.0.0
THX-020241,TEC-007,REQ-003114,Lift,0.972,4.14,v1.0.0
THX-020242,TEC-023,REQ-021233,Water Supply,1.0,17.75,v1.0.0
THX-020243,TEC-024,REQ-013787,Water Leakage,0.94,5.04,v1.0.0
THX-020244,TEC-015,REQ-016423,Fire Safety,0.831,4.37,v1.0.0
THX-020245,TEC-076,REQ-018229,Fire Safety,0.986,10.74,v1.0.0
THX-020246,TEC-071,REQ-019505,Lift,0.775,11.14,v1.0.0
THX-020247,TEC-026,REQ-013304,Water Leakage,,13.86,v1.0.0
THX-020248,TEC-017,REQ-018268,Lift,1.0,3.12,v1.0.0
THX-020249,TEC-020,REQ-008090,Noise,0.785,82.11,v1.0.0
THX-020250,TEC-042,REQ-017216,Plumbing,,,v1.0.0
THX-020251,TEC-014,REQ-015245,Water Supply,1.0,36.84,v1.0.0
THX-020252,TEC-005,REQ-020551,Parking,0.814,60.98,v1.0.0
THX-020253,TEC-023,REQ-002129,Lift,1.0,3.41,v1.0.0
THX-020254,TEC-016,REQ-000162,Fire Safety,0.876,1.95,v1.0.0
THX-020255,TEC-043,REQ-020003,Water Leakage,0.828,4.94,v1.0.0
THX-020256,TEC-021,REQ-007360,Fire Safety,0.978,15.58,v1.0.0
THX-020257,TEC-014,REQ-012965,Electrical,0.832,10.98,v1.0.0
THX-020258,TEC-047,REQ-009456,,0.649,22.69,v1.0.0
THX-020259,TEC-018,REQ-002590,HVAC,0.82,10.69,v1.0.0
THX-020260,TEC-014,REQ-015165,Plumbing,,46.62,v1.0.0
THX-020261,TEC-027,REQ-018787,Lift,0.978,3.22,v1.0.0
THX-020262,TEC-059,REQ-017868,Fire Safety,0.729,2.91,v1.0.0
THX-020263,TEC-008,REQ-006341,Electrical,0.816,29.51,v1.0.0
THX-020264,TEC-005,REQ-000357,Fire Safety,0.725,1.62,v1.0.0
THX-020265,TEC-002,REQ-006925,Parking,0.591,78.67,v1.0.0
THX-020266,TEC-003,REQ-013449,Noise,0.953,11.0,v1.0.0
THX-020267,TEC-018,REQ-010250,Water Supply,0.842,11.86,v1.0.0
THX-020268,TEC-004,REQ-004907,Parking,0.898,47.32,v1.0.0
THX-020269,TEC-001,REQ-017075,Security,0.613,21.09,v1.0.0
THX-020270,TEC-026,REQ-014463,Security,1.0,,v1.0.0
THX-020271,TEC-011,REQ-005085,Fire Safety,0.752,,v1.0.0
THX-020272,TEC-002,REQ-017962,Fire Safety,0.706,6.02,v1.0.0
THX-020273,TEC-030,REQ-012885,Plumbing,0.985,7.12,v1.0.0
THX-020274,TEC-043,REQ-012941,Water Leakage,0.782,15.1,v1.0.0
THX-020275,TEC-040,REQ-007125,Water Leakage,0.949,0.8,v1.0.0
THX-020276,TEC-006,REQ-006409,Noise,0.615,218.0,v1.0.0
THX-020277,TEC-017,REQ-007760,Security,1.0,15.34,v1.0.0
THX-020278,TEC-036,REQ-003679,Water Supply,0.591,85.09,v1.0.0
THX-020279,TEC-001,REQ-006532,Electrical,0.627,84.72,v1.0.0
THX-020280,TEC-006,REQ-004323,Fire Safety,0.529,8.99,v1.0.0
THX-020281,TEC-023,REQ-020655,Parking,1.0,62.34,v1.0.0
THX-020282,TEC-007,REQ-013423,Fire Safety,0.764,0.82,v1.0.0
THX-020283,TEC-001,REQ-010787,Parking,0.678,21.52,v1.0.0
THX-020284,TEC-047,REQ-008665,Electrical,0.632,5.41,v1.0.0
THX-020285,TEC-011,REQ-011880,Noise,0.84,63.56,v1.0.0
THX-020286,TEC-028,REQ-016446,HVAC,0.881,41.6,v1.0.0
THX-020287,TEC-002,REQ-013887,Noise,0.841,32.85,v1.0.0
THX-020288,TEC-031,REQ-015093,Water Supply,0.745,63.96,v1.0.0
THX-020289,TEC-017,REQ-005170,Plumbing,1.0,37.58,v1.0.0
THX-020290,TEC-028,REQ-003547,Lift,0.94,7.61,v1.0.0
THX-020291,TEC-027,REQ-003663,HVAC,0.883,10.92,v1.0.0
THX-020292,TEC-021,REQ-016994,Security,0.762,21.67,v1.0.0
THX-020293,TEC-017,REQ-016060,Noise,0.99,33.38,v1.0.0
THX-020294,TEC-020,REQ-006484,HVAC,,7.51,v1.0.0
THX-020295,TEC-006,REQ-003601,Water Supply,0.738,,v1.0.0
THX-020296,TEC-005,REQ-012989,Water Leakage,0.63,5.32,v1.0.0
THX-020297,TEC-007,REQ-004217,Water Supply,0.902,,v1.0.0
THX-020298,TEC-017,REQ-019939,Noise,1.0,31.79,v1.0.0
THX-020299,TEC-059,REQ-018619,Electrical,0.859,29.88,v1.0.0
THX-020300,TEC-027,REQ-001032,Parking,1.0,63.3,v1.0.0
THX-020301,TEC-013,REQ-009005,Noise,0.706,61.19,v1.0.0
THX-020302,TEC-065,REQ-018640,HVAC,1.0,7.7,v1.0.0
THX-020303,TEC-021,REQ-013770,Electrical,0.877,16.29,v1.0.0
THX-020304,TEC-035,REQ-005519,Water Supply,0.907,25.73,v1.0.0
THX-020305,TEC-004,REQ-015259,Lift,0.934,4.68,v1.0.0
THX-020306,TEC-025,REQ-017116,Parking,1.0,30.91,v1.0.0
THX-020307,TEC-001,REQ-018544,Lift,0.494,21.71,v1.0.0
THX-020308,TEC-027,REQ-010068,Fire Safety,0.808,12.13,v1.0.0
THX-020309,TEC-014,REQ-019674,Lift,0.916,13.83,v1.0.0
THX-020310,TEC-003,REQ-009186,Lift,1.0,2.62,v1.0.0
THX-020311,TEC-031,REQ-014719,Plumbing,0.827,,v1.0.0
THX-020312,TEC-022,REQ-002739,Plumbing,0.949,2.19,v1.0.0
THX-020313,TEC-010,REQ-015176,Parking,1.0,56.56,v1.0.0
THX-020314,TEC-010,REQ-007546,Security,1.0,10.97,v1.0.0
THX-020315,TEC-013,REQ-005087,Parking,0.747,52.96,v1.0.0
THX-020316,TEC-005,REQ-007936,Electrical,0.82,23.72,v1.0.0
THX-020317,TEC-059,REQ-008198,Fire Safety,,2.91,v1.0.0
THX-020318,TEC-050,REQ-013249,Electrical,1.0,102.11,v1.0.0
THX-020319,TEC-040,REQ-019001,,0.934,2.93,v1.0.0
THX-020320,TEC-009,REQ-017391,Noise,0.802,44.57,v1.0.0
THX-020321,TEC-028,REQ-011347,Security,0.967,5.72,v1.0.0
THX-020322,TEC-017,REQ-002340,Fire Safety,1.0,4.4,v1.0.0
THX-020323,TEC-013,REQ-005998,,0.569,14.06,v1.0.0
THX-020324,TEC-024,REQ-004726,Water Leakage,0.994,9.51,v1.0.0
THX-020325,TEC-018,REQ-010396,Security,0.895,34.99,v1.0.0
THX-020326,TEC-025,REQ-003077,Lift,0.881,2.93,v1.0.0
THX-020327,TEC-045,REQ-016418,Water Supply,,3.3,v1.0.0
THX-020328,TEC-019,REQ-012074,Security,0.854,10.76,v1.0.0
THX-020329,TEC-058,REQ-013024,Fire Safety,0.909,3.52,v1.0.0
THX-020330,TEC-020,REQ-019126,Security,0.825,,v1.0.0
THX-020331,TEC-009,REQ-011871,Parking,0.744,84.77,v1.0.0
THX-020332,TEC-025,REQ-000464,HVAC,0.8,,v1.0.0
THX-020333,TEC-075,REQ-016975,Fire Safety,,6.03,v1.0.0
THX-020334,TEC-005,REQ-003418,Security,0.736,5.43,v1.0.0
THX-020335,TEC-024,REQ-009422,,0.873,10.0,v1.0.0
THX-020336,TEC-046,REQ-008871,Plumbing,0.933,39.44,v1.0.0
THX-020337,TEC-002,REQ-012499,Parking,0.731,116.38,v1.0.0
THX-020338,TEC-033,REQ-008338,Water Leakage,0.768,1.63,v1.0.0
THX-020339,TEC-002,REQ-002345,Parking,0.724,16.24,v1.0.0
THX-020340,TEC-023,REQ-014963,Parking,0.935,69.93,v1.0.0
THX-020341,TEC-011,REQ-020487,Fire Safety,0.705,11.79,v1.0.0
THX-020342,TEC-004,REQ-000693,Lift,0.914,7.68,v1.0.0
THX-020343,TEC-011,REQ-016929,Electrical,0.713,89.35,v1.0.0
THX-020344,TEC-013,REQ-018489,Noise,0.635,90.05,v1.0.0
THX-020345,TEC-009,REQ-016656,Lift,0.784,,v1.0.0
THX-020346,TEC-079,REQ-021113,Fire Safety,,4.24,v1.0.0
THX-020347,TEC-054,REQ-018334,Fire Safety,0.796,12.5,v1.0.0
THX-020348,TEC-015,REQ-011071,Security,0.877,1.19,v1.0.0
THX-020349,TEC-024,REQ-001304,Fire Safety,1.0,7.85,v1.0.0
THX-020350,TEC-079,REQ-017858,Security,0.947,1.41,v1.0.0
THX-020351,TEC-026,REQ-019648,Lift,0.977,11.99,v1.0.0
THX-020352,TEC-004,REQ-004971,Lift,0.854,7.17,v1.0.0
THX-020353,TEC-043,REQ-010393,Water Leakage,0.837,2.75,v1.0.0
THX-020354,TEC-040,REQ-003273,Water Supply,,5.54,v1.0.0
THX-020355,TEC-012,REQ-009048,HVAC,0.964,86.24,v1.0.0
