history_id,technician_id,request_id,category,success_rate,resolution_hours,dataset_version
thx-025267,tec-018,req-003204,hvac,0.89,42.83,v1.0.0
thx-025268,tec-017,req-016088,lift,1.0,3.41,v1.0.0
thx-025269,tec-001,req-015304,parking,0.586,33.87,v1.0.0
thx-025270,tec-026,req-017016,lift,0.902,2.46,v1.0.0
thx-025271,tec-037,req-014098,water leakage,0.566,6.8,v1.0.0
thx-025272,tec-025,req-009494,parking,0.988,63.6,v1.0.0
thx-025273,tec-018,req-000277,lift,0.909,2.25,v1.0.0
thx-025274,tec-004,req-001092,plumbing,0.847,12.57,v1.0.0
thx-025275,tec-048,req-014562,fire safety,0.522,17.43,v1.0.0
thx-025276,tec-002,req-001475,water supply,0.839,15.51,v1.0.0
thx-025277,tec-022,req-020824,water leakage,0.877,5.65,v1.0.0
thx-025278,tec-024,req-010504,security,0.932,2.87,v1.0.0
thx-025279,tec-032,req-017953,water leakage,0.735,6.91,v1.0.0
thx-025280,tec-007,req-001544,noise,0.959,28.21,v1.0.0
thx-025281,tec-014,req-016553,water leakage,1.0,4.63,v1.0.0
thx-025282,tec-018,req-008835,water leakage,0.908,14.95,v1.0.0
thx-025283,tec-002,req-002344,fire safety,0.761,2.13,v1.0.0
thx-025284,tec-012,req-000390,electrical,1.0,26.56,v1.0.0
thx-025285,tec-037,req-013453,water supply,0.575,5.44,v1.0.0
thx-025286,tec-028,req-004378,parking,1.0,7.1,v1.0.0
thx-025287,tec-025,req-006657,lift,1.0,13.04,v1.0.0
thx-025288,tec-010,req-000631,parking,1.0,63.46,v1.0.0
thx-025289,tec-003,req-012719,lift,0.988,11.73,v1.0.0
thx-025290,tec-015,req-001477,fire safety,1.0,25.0,v1.0.0
thx-025291,tec-018,req-013147,lift,0.931,2.82,v1.0.0
thx-025292,tec-064,req-007352,hvac,0.968,12.57,v1.0.0
thx-025293,tec-069,req-006823,lift,1.0,4.36,v1.0.0
thx-025294,tec-044,req-016730,water leakage,0.657,5.83,v1.0.0
thx-025295,tec-049,req-000732,fire safety,0.664,5.72,v1.0.0
thx-025296,tec-002,req-000069,parking,0.697,75.09,v1.0.0
thx-025297,tec-026,req-019935,plumbing,1.0,6.3,v1.0.0
thx-025298,tec-071,req-014527,lift,0.897,1.2,v1.0.0
thx-025299,tec-008,req-019748,security,0.846,8.16,v1.0.0
thx-025300,tec-001,req-000285,fire safety,0.536,8.26,v1.0.0
thx-025301,tec-073,req-020186,security,0.558,7.25,v1.0.0
thx-025302,tec-008,req-015025,lift,0.696,2.69,v1.0.0
thx-025303,tec-025,req-001225,noise,0.839,59.58,v1.0.0
thx-025304,tec-015,req-015824,fire safety,0.877,13.52,v1.0.0
thx-025305,tec-043,req-012535,water leakage,0.919,17.1,v1.0.0
thx-025306,tec-041,req-000675,water supply,1.0,38.98,v1.0.0
thx-025307,tec-043,req-017117,water leakage,0.963,4.13,v1.0.0
thx-025308,tec-018,req-014033,noise,0.857,29.33,v1.0.0
thx-025309,tec-004,req-009994,security,0.832,4.79,v1.0.0
thx-025310,tec-014,req-021117,parking,0.877,30.1,v1.0.0
thx-025311,tec-021,req-000114,water supply,0.842,3.17,v1.0.0
thx-025312,tec-001,req-007143,water supply,0.495,19.18,v1.0.0
thx-025313,tec-002,req-003886,hvac,0.626,16.05,v1.0.0
thx-025314,tec-011,req-001600,fire safety,0.616,18.46,v1.0.0
thx-025315,tec-026,req-009414,water supply,0.977,74.72,v1.0.0
thx-025316,tec-019,req-004672,security,0.931,2.46,v1.0.0
thx-025317,tec-002,req-002968,fire safety,0.71,3.51,v1.0.0
thx-025318,tec-012,req-016498,water supply,1.0,4.0,v1.0.0
thx-025319,tec-028,req-002798,water leakage,0.877,8.42,v1.0.0
thx-025320,tec-066,req-004809,hvac,1.0,6.58,v1.0.0
thx-025321,tec-006,req-012332,water leakage,0.678,3.31,v1.0.0
thx-025322,tec-038,req-021383,water leakage,1.0,13.66,v1.0.0
thx-025323,tec-072,req-006510,lift,0.891,1.42,v1.0.0
thx-025324,tec-018,req-009404,noise,0.866,43.91,v1.0.0
thx-025325,tec-016,req-000082,noise,0.68,16.12,v1.0.0
thx-025326,tec-030,req-002223,plumbing,0.983,3.06,v1.0.0
thx-025327,tec-018,req-015051,security,1.0,12.57,v1.0.0
thx-025328,tec-038,req-010050,water leakage,0.992,2.76,v1.0.0
thx-025329,tec-010,req-014658,lift,1.0,5.16,v1.0.0
thx-025330,tec-007,req-004837,electrical,0.935,22.89,v1.0.0
thx-025331,tec-027,req-018302,lift,0.974,3.87,v1.0.0
thx-025332,tec-039,req-015805,plumbing,1.0,14.55,v1.0.0
thx-025333,tec-014,req-000117,lift,0.85,11.78,v1.0.0
thx-025334,tec-019,req-013670,fire safety,0.957,4.63,v1.0.0
thx-025335,tec-019,req-002074,lift,1.0,3.43,v1.0.0
thx-025336,tec-002,req-004778,fire safety,0.594,19.99,v1.0.0
thx-025337,tec-010,req-015183,hvac,1.0,34.62,v1.0.0
thx-025338,tec-007,req-014082,water supply,0.852,14.23,v1.0.0
thx-025339,tec-008,req-021539,parking,0.638,29.81,v1.0.0
thx-025340,tec-023,req-018854,parking,0.877,107.89,v1.0.0
thx-025341,tec-015,req-005689,hvac,1.0,60.07,v1.0.0
thx-025342,tec-055,req-012687,electrical,0.878,2.29,v1.0.0
thx-025343,tec-005,req-002239,parking,0.809,11.7,v1.0.0
thx-025344,tec-018,req-017208,fire safety,0.935,7.16,v1.0.0
thx-025345,tec-077,req-016742,fire safety,0.766,4.94,v1.0.0
thx-025346,tec-011,req-012524,hvac,0.74,13.13,v1.0.0
thx-025347,tec-013,req-013442,electrical,0.688,62.5,v1.0.0
thx-025348,tec-031,req-008763,water supply,0.688,28.14,v1.0.0
thx-025349,tec-016,req-012319,fire safety,0.77,4.54,v1.0.0
thx-025350,tec-012,req-013226,hvac,0.835,14.95,v1.0.0
thx-025351,tec-017,req-014248,security,0.971,2.55,v1.0.0
thx-025352,tec-028,req-016034,noise,0.877,96.65,v1.0.0
thx-025353,tec-022,req-000763,water leakage,0.877,6.45,v1.0.0
thx-025354,tec-017,req-017950,parking,1.0,38.24,v1.0.0
thx-025355,tec-020,req-020724,lift,0.728,13.71,v1.0.0
thx-025356,tec-012,req-009965,hvac,1.0,9.06,v1.0.0
thx-025357,tec-034,req-012599,plumbing,0.741,7.16,v1.0.0
thx-025358,tec-037,req-016501,fire safety,0.679,24.24,v1.0.0
thx-025359,tec-005,req-014782,lift,0.726,16.19,v1.0.0
thx-025360,tec-002,req-001009,noise,0.759,33.66,v1.0.0
thx-025361,tec-010,req-013368,water supply,1.0,38.14,v1.0.0
thx-025362,tec-050,req-007117,electrical,0.961,29.47,v1.0.0
thx-025363,tec-058,req-009077,fire safety,0.934,9.55,v1.0.0
thx-025364,tec-024,req-007353,water leakage,0.909,7.94,v1.0.0
thx-025365,tec-025,req-004885,hvac,0.964,28.35,v1.0.0
thx-025366,tec-054,req-012275,fire safety,0.658,9.88,v1.0.0
thx-025367,tec-013,req-005342,water supply,0.603,45.73,v1.0.0
thx-025368,tec-023,req-011225,parking,0.877,14.76,v1.0.0
thx-025369,tec-063,req-019737,hvac,0.926,12.23,v1.0.0
thx-025370,tec-078,req-017419,fire safety,0.641,24.78,v1.0.0
thx-025371,tec-014,req-008826,security,0.874,13.66,v1.0.0
thx-025372,tec-015,req-015824,security,1.0,13.52,v1.0.0
thx-025373,tec-030,req-019234,water leakage,1.0,11.33,v1.0.0
thx-025374,tec-006,req-001785,hvac,0.557,13.66,v1.0.0
thx-025375,tec-001,req-021053,security,0.658,37.43,v1.0.0
thx-025376,tec-014,req-015815,lift,0.944,3.66,v1.0.0
thx-025377,tec-001,req-018853,hvac,0.64,7.26,v1.0.0
thx-025378,tec-027,req-002433,security,0.938,3.49,v1.0.0
thx-025379,tec-003,req-017263,plumbing,1.0,38.8,v1.0.0
thx-025380,tec-046,req-011205,water supply,1.0,14.78,v1.0.0
thx-025381,tec-020,req-000414,parking,0.868,28.69,v1.0.0
thx-025382,tec-027,req-011231,fire safety,0.852,8.7,v1.0.0
thx-025383,tec-016,req-016093,lift,0.68,1.86,v1.0.0
thx-025384,tec-003,req-007444,security,0.936,14.27,v1.0.0
thx-025385,tec-005,req-009606,noise,0.69,40.63,v1.0.0
thx-025386,tec-023,req-001413,water supply,0.861,23.75,v1.0.0
thx-025387,tec-018,req-005543,fire safety,1.0,5.13,v1.0.0
thx-025388,tec-003,req-004044,parking,0.92,13.66,v1.0.0
thx-025389,tec-036,req-004043,water leakage,0.526,18.54,v1.0.0
thx-025390,tec-001,req-018895,plumbing,0.482,10.12,v1.0.0
thx-025391,tec-028,req-012670,water supply,1.0,36.81,v1.0.0
thx-025392,tec-053,req-006671,electrical,0.963,75.27,v1.0.0
thx-025393,tec-017,req-005752,water leakage,1.0,5.55,v1.0.0
thx-025394,tec-009,req-006652,parking,0.786,109.25,v1.0.0
thx-025395,tec-014,req-013676,hvac,0.917,25.97,v1.0.0
thx-025396,tec-022,req-005213,fire safety,0.852,3.37,v1.0.0
thx-025397,tec-001,req-005537,plumbing,0.482,68.83,v1.0.0
thx-025398,tec-051,req-002913,electrical,0.927,10.46,v1.0.0
thx-025399,tec-005,req-017459,water supply,0.643,30.87,v1.0.0
thx-025400,tec-011,req-001296,noise,0.732,19.15,v1.0.0
thx-025401,tec-003,req-016331,electrical,1.0,45.14,v1.0.0
thx-025402,tec-049,req-010224,fire safety,0.847,1.16,v1.0.0
thx-025403,tec-028,req-004611,fire safety,0.839,19.66,v1.0.0
thx-025404,tec-006,req-012210,parking,0.66,88.09,v1.0.0
thx-025405,tec-045,req-009067,water supply,0.941,11.23,v1.0.0
thx-025406,tec-010,req-020981,hvac,1.0,17.09,v1.0.0
thx-025407,tec-008,req-020308,lift,0.901,4.09,v1.0.0
thx-025408,tec-015,req-002860,lift,1.0,4.98,v1.0.0
thx-025409,tec-001,req-011929,electrical,0.654,5.02,v1.0.0
thx-025410,tec-010,req-000454,hvac,1.0,25.94,v1.0.0
thx-025411,tec-022,req-006833,parking,0.858,20.36,v1.0.0
thx-025412,tec-009,req-021399,security,0.762,34.58,v1.0.0
thx-025413,tec-047,req-020661,fire safety,0.526,3.36,v1.0.0
thx-025414,tec-006,req-010554,hvac,0.659,142.42,v1.0.0
thx-025415,tec-041,req-006340,water supply,1.0,4.86,v1.0.0
thx-025416,tec-005,req-021107,electrical,0.721,31.89,v1.0.0
thx-025417,tec-025,req-009991,hvac,0.892,11.63,v1.0.0
thx-025418,tec-013,req-017249,plumbing,0.511,61.45,v1.0.0
thx-025419,tec-051,req-012226,electrical,1.0,87.92,v1.0.0
thx-025420,tec-023,req-005594,noise,1.0,16.71,v1.0.0
thx-025421,tec-002,req-008037,hvac,0.852,23.95,v1.0.0
thx-025422,tec-044,req-018143,water supply,0.74,110.01,v1.0.0
thx-025423,tec-020,req-011632,security,0.863,37.55,v1.0.0
thx-025424,tec-031,req-001866,plumbing,0.677,7.96,v1.0.0
thx-025425,tec-070,req-016660,lift,0.673,5.31,v1.0.0
thx-025426,tec-033,req-014492,water leakage,0.641,3.47,v1.0.0
thx-025427,tec-077,req-008393,security,0.855,15.19,v1.0.0
thx-025428,tec-004,req-008704,noise,0.967,127.04,v1.0.0
thx-025429,tec-003,req-005503,fire safety,0.904,3.5,v1.0.0
thx-025430,tec-022,req-016089,lift,0.887,1.01,v1.0.0
thx-025431,tec-058,req-015321,fire safety,0.921,8.71,v1.0.0
thx-025432,tec-020,req-012694,parking,0.837,120.01,v1.0.0
thx-025433,tec-039,req-020385,water leakage,1.0,5.05,v1.0.0
thx-025434,tec-021,req-018002,noise,0.992,21.26,v1.0.0
thx-025435,tec-043,req-017851,water supply,0.848,15.67,v1.0.0
thx-025436,tec-021,req-016305,hvac,0.981,49.7,v1.0.0
thx-025437,tec-025,req-003025,parking,0.876,6.27,v1.0.0
thx-025438,tec-039,req-013963,plumbing,1.0,2.9,v1.0.0
thx-025439,tec-017,req-003826,noise,1.0,13.66,v1.0.0
thx-025440,tec-025,req-004190,noise,1.0,51.34,v1.0.0
thx-025441,tec-049,req-006767,fire safety,0.628,0.99,v1.0.0
thx-025442,tec-034,req-015915,water leakage,0.789,5.97,v1.0.0
thx-025443,tec-062,req-012497,fire safety,0.821,15.08,v1.0.0
thx-025444,tec-004,req-008016,hvac,0.863,77.81,v1.0.0
thx-025445,tec-009,req-009205,electrical,0.912,5.6,v1.0.0
thx-025446,tec-037,req-013370,plumbing,0.757,13.66,v1.0.0
thx-025447,tec-014,req-003635,parking,0.873,36.0,v1.0.0
thx-025448,tec-019,req-021463,hvac,1.0,4.41,v1.0.0
thx-025449,tec-007,req-003878,parking,0.942,80.33,v1.0.0
thx-025450,tec-020,req-020624,lift,0.828,1.28,v1.0.0
thx-025451,tec-028,req-003906,noise,0.834,8.0,v1.0.0
thx-025452,tec-001,req-003423,security,0.671,16.47,v1.0.0
thx-025453,tec-014,req-016098,lift,0.918,5.52,v1.0.0
thx-025454,tec-012,req-001049,hvac,1.0,43.31,v1.0.0
thx-025455,tec-025,req-015054,water supply,0.871,40.72,v1.0.0
thx-025456,tec-023,req-019700,hvac,1.0,22.78,v1.0.0
thx-025457,tec-023,req-017971,noise,1.0,35.9,v1.0.0
thx-025458,tec-020,req-003399,electrical,0.739,2.8,v1.0.0
thx-025459,tec-019,req-015001,lift,0.886,4.09,v1.0.0
thx-025460,tec-076,req-018229,fire safety,0.964,10.74,v1.0.0
thx-025461,tec-020,req-006479,lift,0.877,2.27,v1.0.0
thx-025462,tec-007,req-003299,fire safety,0.853,8.91,v1.0.0
thx-025463,tec-040,req-004091,plumbing,0.947,36.94,v1.0.0
thx-025464,tec-031,req-005806,water leakage,0.723,13.66,v1.0.0
thx-025465,tec-007,req-006462,parking,0.901,67.93,v1.0.0
thx-025466,tec-010,req-020873,hvac,0.994,0.99,v1.0.0
thx-025467,tec-016,req-005800,noise,0.807,76.54,v1.0.0
thx-025468,tec-036,req-015999,plumbing,0.657,36.42,v1.0.0
thx-025469,tec-004,req-020211,security,0.875,1.75,v1.0.0
thx-025470,tec-004,req-001561,parking,0.763,65.3,v1.0.0
thx-025471,tec-019,req-009507,security,0.884,11.87,v1.0.0
thx-025472,tec-011,req-010365,water supply,0.716,47.02,v1.0.0
thx-025473,tec-013,req-006883,lift,0.704,5.72,v1.0.0
thx-025474,tec-014,req-003574,hvac,0.953,36.05,v1.0.0
thx-025475,tec-050,req-013513,electrical,1.0,40.5,v1.0.0
thx-025476,tec-005,req-006998,water leakage,0.714,17.67,v1.0.0
thx-025477,tec-026,req-014329,noise,0.906,15.06,v1.0.0
thx-025478,tec-057,req-012769,fire safety,0.909,5.65,v1.0.0
thx-025479,tec-017,req-021021,fire safety,1.0,13.66,v1.0.0
thx-025480,tec-027,req-017657,security,1.0,13.66,v1.0.0
thx-025481,tec-003,req-003758,hvac,0.952,33.75,v1.0.0
thx-025482,tec-025,req-000478,noise,0.918,53.11,v1.0.0
thx-025483,tec-010,req-021420,noise,1.0,103.56,v1.0.0
thx-025484,tec-052,req-006949,electrical,1.0,21.08,v1.0.0
thx-025485,tec-022,req-011704,parking,0.819,11.73,v1.0.0
thx-025486,tec-004,req-002759,water leakage,0.948,1.98,v1.0.0
thx-025487,tec-001,req-011853,hvac,0.5,89.66,v1.0.0
thx-025488,tec-011,req-015895,parking,0.675,13.66,v1.0.0
thx-025489,tec-027,req-018856,security,0.944,1.95,v1.0.0
thx-025490,tec-003,req-000825,lift,0.984,15.59,v1.0.0
thx-025491,tec-031,req-010179,water leakage,0.72,6.72,v1.0.0
thx-025492,tec-005,req-020331,lift,0.759,2.54,v1.0.0
thx-025493,tec-027,req-013682,water supply,1.0,67.85,v1.0.0
thx-025494,tec-028,req-003954,electrical,0.938,100.46,v1.0.0
thx-025495,tec-019,req-010913,fire safety,1.0,4.08,v1.0.0
thx-025496,tec-008,req-007224,fire safety,0.796,2.09,v1.0.0
thx-025497,tec-004,req-001484,water supply,0.719,52.87,v1.0.0
thx-025498,tec-076,req-021224,fire safety,0.949,14.33,v1.0.0
thx-025499,tec-008,req-003711,noise,0.798,48.59,v1.0.0
thx-025500,tec-005,req-010610,noise,0.693,32.25,v1.0.0
thx-025501,tec-028,req-011713,security,0.936,3.75,v1.0.0
thx-025502,tec-047,req-016382,electrical,0.558,26.91,v1.0.0
thx-025503,tec-015,req-020563,hvac,0.99,61.74,v1.0.0
thx-025504,tec-039,req-008214,plumbing,1.0,1.16,v1.0.0
thx-025505,tec-024,req-004549,noise,1.0,8.12,v1.0.0
thx-025506,tec-028,req-016810,water leakage,0.752,3.74,v1.0.0
thx-025507,tec-001,req-016933,noise,0.629,13.66,v1.0.0
thx-025508,tec-005,req-008536,hvac,0.826,4.55,v1.0.0
thx-025509,tec-004,req-017777,hvac,0.813,3.86,v1.0.0
thx-025510,tec-027,req-014860,parking,1.0,13.66,v1.0.0
thx-025511,tec-013,req-002145,plumbing,0.762,22.7,v1.0.0
thx-025512,tec-012,req-014685,lift,0.88,2.74,v1.0.0
thx-025513,tec-017,req-002699,hvac,1.0,3.93,v1.0.0
thx-025514,tec-014,req-015526,electrical,1.0,2.8,v1.0.0
thx-025515,tec-022,req-018572,lift,0.791,12.11,v1.0.0
thx-025516,tec-011,req-016208,security,0.701,1.32,v1.0.0
thx-025517,tec-011,req-009551,noise,0.674,51.69,v1.0.0
thx-025518,tec-038,req-016566,plumbing,1.0,46.68,v1.0.0
thx-025519,tec-026,req-014134,lift,1.0,4.21,v1.0.0
thx-025520,tec-059,req-011111,electrical,0.843,3.6,v1.0.0
thx-025521,tec-007,req-008261,noise,0.893,70.65,v1.0.0
thx-025522,tec-026,req-017377,noise,0.832,4.48,v1.0.0
thx-025523,tec-025,req-009558,hvac,1.0,46.81,v1.0.0
thx-025524,tec-012,req-005865,security,0.962,33.32,v1.0.0
thx-025525,tec-014,req-001324,hvac,0.859,13.66,v1.0.0
thx-025526,tec-015,req-012650,parking,1.0,76.95,v1.0.0
thx-025527,tec-010,req-002383,lift,1.0,4.8,v1.0.0
thx-025528,tec-025,req-011812,plumbing,1.0,1.04,v1.0.0
thx-025529,tec-008,req-013411,security,0.838,4.19,v1.0.0
thx-025530,tec-027,req-017843,electrical,0.877,3.71,v1.0.0
thx-025531,tec-078,req-009265,security,0.595,7.21,v1.0.0
thx-025532,tec-028,req-001419,plumbing,0.88,78.37,v1.0.0
thx-025533,tec-073,req-001749,security,0.558,45.56,v1.0.0
thx-025534,tec-010,req-007941,parking,1.0,29.95,v1.0.0
thx-025535,tec-008,req-000966,lift,0.718,5.88,v1.0.0
thx-025536,tec-027,req-004497,water leakage,0.913,2.75,v1.0.0
thx-025537,tec-014,req-021495,fire safety,0.8,102.64,v1.0.0
thx-025538,tec-057,req-011679,fire safety,0.922,3.56,v1.0.0
thx-025539,tec-013,req-001645,lift,0.742,9.35,v1.0.0
thx-025540,tec-034,req-015077,plumbing,0.834,31.29,v1.0.0
thx-025541,tec-019,req-003880,noise,0.816,13.66,v1.0.0
thx-025542,tec-043,req-021520,plumbing,0.862,3.81,v1.0.0
thx-025543,tec-018,req-010908,water supply,0.835,40.52,v1.0.0
thx-025544,tec-028,req-017554,fire safety,1.0,1.21,v1.0.0
thx-025545,tec-009,req-004390,parking,0.798,19.67,v1.0.0
thx-025546,tec-053,req-016505,electrical,0.901,3.29,v1.0.0
thx-025547,tec-023,req-017971,noise,1.0,35.9,v1.0.0
thx-025548,tec-004,req-012256,security,0.795,3.22,v1.0.0
thx-025549,tec-024,req-003907,lift,0.955,15.13,v1.0.0
thx-025550,tec-011,req-005529,hvac,0.877,142.42,v1.0.0
thx-025551,tec-046,req-004954,water leakage,0.92,3.6,v1.0.0
thx-025552,tec-016,req-005800,noise,0.789,76.54,v1.0.0
thx-025553,tec-006,req-017556,lift,0.699,12.58,v1.0.0
thx-025554,tec-058,req-020237,electrical,0.916,31.61,v1.0.0
thx-025555,tec-020,req-005902,plumbing,0.778,2.01,v1.0.0
thx-025556,tec-021,req-007751,lift,0.811,5.74,v1.0.0
thx-025557,tec-014,req-019254,water supply,0.815,10.04,v1.0.0
thx-025558,tec-061,req-010506,hvac,0.681,82.35,v1.0.0
thx-025559,tec-010,req-009633,plumbing,0.984,108.78,v1.0.0
thx-025560,tec-041,req-010975,water leakage,1.0,3.12,v1.0.0
thx-025561,tec-021,req-018053,fire safety,0.921,13.68,v1.0.0
thx-025562,tec-008,req-016426,noise,0.877,110.59,v1.0.0
thx-025563,tec-044,req-013576,water leakage,0.715,7.76,v1.0.0
thx-025564,tec-046,req-018989,water supply,1.0,32.44,v1.0.0
thx-025565,tec-024,req-002585,parking,0.813,44.99,v1.0.0
thx-025566,tec-010,req-015176,parking,1.0,56.56,v1.0.0
thx-025567,tec-009,req-015088,fire safety,0.819,18.85,v1.0.0
thx-025568,tec-044,req-004107,water supply,0.6,13.56,v1.0.0
thx-025569,tec-010,req-015431,water supply,1.0,43.17,v1.0.0
thx-025570,tec-043,req-018791,water supply,0.798,35.21,v1.0.0
thx-025571,tec-013,req-007492,electrical,0.588,62.76,v1.0.0
thx-025572,tec-061,req-008805,hvac,0.7,32.71,v1.0.0
thx-025573,tec-017,req-012484,hvac,1.0,39.46,v1.0.0
thx-025574,tec-011,req-002148,water leakage,0.664,13.66,v1.0.0
thx-025575,tec-009,req-017583,noise,0.72,55.42,v1.0.0
thx-025576,tec-055,req-008235,electrical,0.804,89.89,v1.0.0
thx-025577,tec-041,req-008573,plumbing,0.991,5.35,v1.0.0
thx-025578,tec-042,req-001280,water leakage,0.68,6.35,v1.0.0
thx-025579,tec-002,req-018871,electrical,0.668,90.47,v1.0.0
thx-025580,tec-077,req-000517,security,0.741,6.36,v1.0.0
thx-025581,tec-026,req-002471,electrical,0.994,16.59,v1.0.0
thx-025582,tec-019,req-011923,water supply,0.939,42.41,v1.0.0
thx-025583,tec-021,req-001614,noise,0.877,92.73,v1.0.0
thx-025584,tec-015,req-015598,noise,1.0,40.28,v1.0.0
thx-025585,tec-026,req-016548,water supply,0.976,1.99,v1.0.0
thx-025586,tec-008,req-005701,electrical,0.911,6.47,v1.0.0
thx-025587,tec-023,req-021436,noise,1.0,19.28,v1.0.0
thx-025588,tec-028,req-014618,noise,1.0,44.12,v1.0.0
thx-025589,tec-026,req-019228,noise,0.926,26.31,v1.0.0
thx-025590,tec-001,req-012090,electrical,0.599,127.44,v1.0.0
thx-025591,tec-075,req-006984,security,0.695,8.68,v1.0.0
thx-025592,tec-011,req-002535,electrical,0.645,29.41,v1.0.0
thx-025593,tec-035,req-011898,water supply,0.912,10.34,v1.0.0
thx-025594,tec-013,req-014996,lift,0.524,6.83,v1.0.0
thx-025595,tec-004,req-008804,parking,0.843,22.77,v1.0.0
thx-025596,tec-056,req-001426,electrical,0.606,34.91,v1.0.0
thx-025597,tec-024,req-020424,lift,0.949,13.66,v1.0.0
thx-025598,tec-014,req-001773,fire safety,0.765,1.48,v1.0.0
thx-025599,tec-024,req-004013,fire safety,0.986,11.57,v1.0.0
thx-025600,tec-007,req-021285,water leakage,0.877,4.53,v1.0.0
thx-025601,tec-017,req-017815,water supply,1.0,8.89,v1.0.0
thx-025602,tec-045,req-006027,plumbing,1.0,51.01,v1.0.0
thx-025603,tec-004,req-015548,water supply,0.833,11.32,v1.0.0
thx-025604,tec-048,req-014447,fire safety,0.562,7.75,v1.0.0
thx-025605,tec-011,req-006165,water supply,0.749,14.62,v1.0.0
thx-025606,tec-045,req-009767,water supply,0.971,9.28,v1.0.0
thx-025607,tec-006,req-000030,noise,0.482,67.34,v1.0.0
thx-025608,tec-006,req-002680,security,0.676,3.78,v1.0.0
thx-025609,tec-049,req-009985,fire safety,0.711,18.42,v1.0.0
thx-025610,tec-049,req-010633,electrical,0.613,26.62,v1.0.0
thx-025611,tec-027,req-006417,security,0.929,4.21,v1.0.0
thx-025612,tec-011,req-021218,water leakage,0.693,6.63,v1.0.0
thx-025613,tec-003,req-002298,hvac,0.991,8.03,v1.0.0
thx-025614,tec-020,req-009617,security,0.832,4.06,v1.0.0
thx-025615,tec-009,req-019581,hvac,0.92,54.12,v1.0.0
thx-025616,tec-012,req-013276,hvac,0.887,84.42,v1.0.0
thx-025617,tec-021,req-004704,hvac,0.858,40.71,v1.0.0
thx-025618,tec-012,req-001620,fire safety,0.92,3.35,v1.0.0
thx-025619,tec-024,req-014003,lift,0.877,2.63,v1.0.0
thx-025620,tec-012,req-007774,parking,0.945,68.86,v1.0.0
thx-025621,tec-011,req-009701,electrical,0.682,13.66,v1.0.0
thx-025622,tec-071,req-008672,lift,0.914,15.03,v1.0.0
thx-025623,tec-052,req-007985,fire safety,1.0,1.09,v1.0.0
thx-025624,tec-007,req-002574,water supply,1.0,41.52,v1.0.0
thx-025625,tec-027,req-003303,hvac,0.839,75.65,v1.0.0
thx-025626,tec-004,req-005112,water leakage,0.869,6.71,v1.0.0
thx-025627,tec-069,req-004303,lift,1.0,14.57,v1.0.0
thx-025628,tec-060,req-020923,electrical,0.986,4.86,v1.0.0
thx-025629,tec-001,req-013567,fire safety,0.877,5.96,v1.0.0
thx-025630,tec-032,req-018160,water leakage,0.693,13.41,v1.0.0
thx-025631,tec-037,req-015389,plumbing,0.877,84.32,v1.0.0
thx-025632,tec-003,req-007666,electrical,1.0,9.59,v1.0.0
thx-025633,tec-004,req-007206,hvac,0.847,26.7,v1.0.0
thx-025634,tec-019,req-021577,fire safety,1.0,72.32,v1.0.0
thx-025635,tec-015,req-021554,fire safety,0.978,3.39,v1.0.0
thx-025636,tec-001,req-014824,electrical,0.482,104.61,v1.0.0
thx-025637,tec-002,req-018715,water supply,0.729,14.55,v1.0.0
thx-025638,tec-074,req-006092,security,0.975,27.89,v1.0.0
thx-025639,tec-038,req-013179,plumbing,1.0,25.4,v1.0.0
thx-025640,tec-025,req-021407,lift,0.909,12.94,v1.0.0
thx-025641,tec-013,req-012395,fire safety,0.669,20.72,v1.0.0
thx-025642,tec-008,req-014274,lift,0.672,3.34,v1.0.0
thx-025643,tec-013,req-015483,hvac,0.717,20.95,v1.0.0
thx-025644,tec-021,req-004603,security,0.875,37.54,v1.0.0
thx-025645,tec-024,req-014444,hvac,0.908,6.15,v1.0.0
thx-025646,tec-041,req-016322,plumbing,1.0,3.2,v1.0.0
thx-025647,tec-020,req-001687,plumbing,0.916,19.8,v1.0.0
thx-025648,tec-017,req-002550,fire safety,0.967,13.66,v1.0.0
thx-025649,tec-013,req-007788,security,0.621,4.42,v1.0.0
thx-025650,tec-027,req-013964,electrical,1.0,7.25,v1.0.0
thx-025651,tec-059,req-000258,fire safety,0.877,4.64,v1.0.0
thx-025652,tec-038,req-014592,water leakage,1.0,14.83,v1.0.0
thx-025653,tec-016,req-018943,noise,0.582,107.8,v1.0.0
thx-025654,tec-046,req-011009,water supply,1.0,5.78,v1.0.0
thx-025655,tec-013,req-014350,parking,0.579,56.89,v1.0.0
thx-025656,tec-003,req-014009,parking,1.0,20.19,v1.0.0
thx-025657,tec-006,req-017278,water supply,0.552,26.14,v1.0.0
thx-025658,tec-002,req-014789,parking,0.789,47.91,v1.0.0
thx-025659,tec-032,req-013610,water supply,0.539,142.42,v1.0.0
thx-025660,tec-004,req-002323,hvac,0.801,28.23,v1.0.0
thx-025661,tec-015,req-008616,lift,1.0,3.46,v1.0.0
thx-025662,tec-060,req-002899,electrical,0.884,95.06,v1.0.0
thx-025663,tec-019,req-002140,security,1.0,3.91,v1.0.0
thx-025664,tec-011,req-011627,hvac,0.628,5.38,v1.0.0
thx-025665,tec-002,req-007462,security,0.663,3.22,v1.0.0
thx-025666,tec-006,req-008960,plumbing,0.66,46.62,v1.0.0
thx-025667,tec-010,req-020607,noise,1.0,65.52,v1.0.0
