availability_id,technician_id,date,shift,availability,dataset_version
avl-037807,tec-052,2026-01-02,full day,available,v1.0.0
avl-037808,tec-052,2026-01-03,full day,available,v1.0.0
avl-037809,tec-052,2026-01-04,full day,busy,v1.0.0
avl-037810,tec-052,2026-01-05,full day,available,v1.0.0
avl-037811,tec-052,2026-01-06,full day,available,v1.0.0
avl-037812,tec-052,2025-03-25,full day,busy,v1.0.0
avl-037813,tec-052,2026-01-08,full day,available,v1.0.0
avl-037814,tec-052,2026-01-09,full day,available,v1.0.0
avl-037815,tec-052,2026-01-10,full day,available,v1.0.0
avl-037816,tec-052,2026-01-11,full day,available,v1.0.0
avl-037817,tec-052,2026-01-12,full day,available,v1.0.0
avl-037818,tec-052,2026-01-13,full day,available,v1.0.0
avl-037819,tec-052,2025-03-25,full day,available,v1.0.0
avl-037820,tec-052,2026-01-15,full day,available,v1.0.0
avl-037821,tec-052,2026-01-16,full day,available,v1.0.0
avl-037822,tec-052,2026-01-17,full day,busy,v1.0.0
avl-037823,tec-052,2026-01-18,full day,available,v1.0.0
avl-037824,tec-052,2026-01-19,full day,busy,v1.0.0
avl-037825,tec-052,2026-01-20,full day,busy,v1.0.0
avl-037826,tec-052,2026-01-21,full day,available,v1.0.0
avl-037827,tec-052,2026-01-22,full day,available,v1.0.0
avl-037828,tec-052,2026-01-23,full day,leave,v1.0.0
avl-037829,tec-052,2026-01-24,full day,available,v1.0.0
avl-037830,tec-052,2025-03-25,full day,available,v1.0.0
avl-037831,tec-052,2026-01-26,full day,busy,v1.0.0
avl-037832,tec-052,2026-01-27,full day,available,v1.0.0
avl-037833,tec-052,2026-01-28,full day,available,v1.0.0
avl-037834,tec-052,2026-01-29,full day,available,v1.0.0
avl-037835,tec-052,2026-01-30,full day,available,v1.0.0
avl-037836,tec-052,2026-01-31,full day,available,v1.0.0
avl-037837,tec-052,2026-02-01,full day,available,v1.0.0
avl-037838,tec-052,2026-02-02,full day,available,v1.0.0
avl-037839,tec-052,2026-02-03,full day,busy,v1.0.0
avl-037840,tec-052,2026-02-04,full day,busy,v1.0.0
avl-037841,tec-052,2026-02-05,full day,available,v1.0.0
avl-037842,tec-052,2026-02-06,full day,available,v1.0.0
avl-037843,tec-052,2025-03-25,full day,available,v1.0.0
avl-037844,tec-052,2026-02-08,full day,busy,v1.0.0
avl-037845,tec-052,2026-02-09,full day,leave,v1.0.0
avl-037846,tec-052,2026-02-10,full day,available,v1.0.0
avl-037847,tec-052,2026-02-11,full day,available,v1.0.0
avl-037848,tec-052,2026-02-12,full day,busy,v1.0.0
avl-037849,tec-052,2026-02-13,full day,available,v1.0.0
avl-037850,tec-052,2026-02-14,full day,available,v1.0.0
avl-037851,tec-052,2026-02-15,full day,available,v1.0.0
avl-037852,tec-052,2026-02-16,full day,available,v1.0.0
avl-037853,tec-052,2025-03-25,full day,available,v1.0.0
avl-037854,tec-052,2026-02-18,full day,available,v1.0.0
avl-037855,tec-052,2026-02-19,full day,available,v1.0.0
avl-037856,tec-052,2026-02-20,full day,available,v1.0.0
avl-037857,tec-052,2026-02-21,full day,busy,v1.0.0
avl-037858,tec-052,2026-02-22,full day,available,v1.0.0
avl-037859,tec-052,2026-02-23,full day,available,v1.0.0
avl-037860,tec-052,2026-02-24,full day,busy,v1.0.0
avl-037861,tec-052,2026-02-25,full day,busy,v1.0.0
avl-037862,tec-052,2026-02-26,full day,available,v1.0.0
avl-037863,tec-052,2026-02-27,full day,busy,v1.0.0
avl-037864,tec-052,2026-02-28,full day,available,v1.0.0
avl-037865,tec-052,2026-03-01,full day,available,v1.0.0
avl-037866,tec-052,2026-03-02,full day,available,v1.0.0
avl-037867,tec-052,2026-03-03,full day,leave,v1.0.0
avl-037868,tec-052,2026-03-04,full day,leave,v1.0.0
avl-037869,tec-052,2026-03-05,full day,available,v1.0.0
avl-037870,tec-052,2026-03-06,full day,available,v1.0.0
avl-037871,tec-052,2026-03-07,full day,available,v1.0.0
avl-037872,tec-052,2026-03-08,full day,available,v1.0.0
avl-037873,tec-052,2026-03-09,full day,available,v1.0.0
avl-037874,tec-052,2026-03-10,full day,available,v1.0.0
avl-037875,tec-052,2026-03-11,full day,busy,v1.0.0
avl-037876,tec-052,2026-03-12,full day,busy,v1.0.0
avl-037877,tec-052,2026-03-13,full day,available,v1.0.0
avl-037878,tec-052,2026-03-14,full day,available,v1.0.0
avl-037879,tec-052,2026-03-15,full day,busy,v1.0.0
avl-037880,tec-052,2026-03-16,full day,available,v1.0.0
avl-037881,tec-052,2026-03-17,full day,busy,v1.0.0
avl-037882,tec-052,2026-03-18,full day,busy,v1.0.0
avl-037883,tec-052,2026-03-19,full day,available,v1.0.0
avl-037884,tec-052,2026-03-20,full day,available,v1.0.0
avl-037885,tec-052,2026-03-21,full day,available,v1.0.0
avl-037886,tec-052,2026-03-22,full day,available,v1.0.0
avl-037887,tec-052,2026-03-23,full day,leave,v1.0.0
avl-037888,tec-052,2026-03-24,full day,leave,v1.0.0
avl-037889,tec-052,2026-03-25,full day,available,v1.0.0
avl-037890,tec-052,2026-03-26,full day,available,v1.0.0
avl-037891,tec-052,2026-03-27,full day,leave,v1.0.0
avl-037892,tec-052,2026-03-28,full day,busy,v1.0.0
avl-037893,tec-052,2026-03-29,full day,available,v1.0.0
avl-037894,tec-052,2025-03-25,full day,available,v1.0.0
avl-037895,tec-052,2026-03-31,full day,leave,v1.0.0
avl-037896,tec-052,2026-04-01,full day,available,v1.0.0
avl-037897,tec-052,2026-04-02,full day,leave,v1.0.0
avl-037898,tec-052,2026-04-03,full day,leave,v1.0.0
avl-037899,tec-052,2026-04-04,full day,available,v1.0.0
avl-037900,tec-052,2026-04-05,full day,available,v1.0.0
avl-037901,tec-052,2026-04-06,full day,available,v1.0.0
avl-037902,tec-052,2026-04-07,full day,available,v1.0.0
avl-037903,tec-052,2026-04-08,full day,available,v1.0.0
avl-037904,tec-052,2026-04-09,full day,leave,v1.0.0
avl-037905,tec-052,2026-04-10,full day,leave,v1.0.0
avl-037906,tec-052,2026-04-11,full day,leave,v1.0.0
avl-037907,tec-052,2026-04-12,full day,available,v1.0.0
avl-037908,tec-052,2026-04-13,full day,available,v1.0.0
avl-037909,tec-052,2026-04-14,full day,busy,v1.0.0
avl-037910,tec-052,2025-03-25,full day,available,v1.0.0
avl-037911,tec-052,2026-04-16,full day,available,v1.0.0
avl-037912,tec-052,2026-04-17,full day,available,v1.0.0
avl-037913,tec-052,2026-04-18,full day,leave,v1.0.0
avl-037914,tec-052,2026-04-19,full day,available,v1.0.0
avl-037915,tec-052,2026-04-20,full day,busy,v1.0.0
avl-037916,tec-052,2026-04-21,full day,busy,v1.0.0
avl-037917,tec-052,2026-04-22,full day,busy,v1.0.0
avl-037918,tec-052,2026-04-23,full day,available,v1.0.0
avl-037919,tec-052,2026-04-24,full day,available,v1.0.0
avl-037920,tec-052,2026-04-25,full day,leave,v1.0.0
avl-037921,tec-052,2026-04-26,full day,leave,v1.0.0
avl-037922,tec-052,2026-04-27,full day,available,v1.0.0
avl-037923,tec-052,2026-04-28,full day,available,v1.0.0
avl-037924,tec-052,2026-04-29,full day,available,v1.0.0
avl-037925,tec-052,2025-03-25,full day,available,v1.0.0
avl-037926,tec-052,2026-05-01,full day,available,v1.0.0
avl-037927,tec-052,2026-05-02,full day,available,v1.0.0
avl-037928,tec-052,2026-05-03,full day,busy,v1.0.0
avl-037929,tec-052,2026-05-04,full day,available,v1.0.0
avl-037930,tec-052,2026-05-05,full day,leave,v1.0.0
avl-037931,tec-052,2026-05-06,full day,available,v1.0.0
avl-037932,tec-052,2026-05-07,full day,busy,v1.0.0
avl-037933,tec-052,2025-03-25,full day,available,v1.0.0
avl-037934,tec-052,2026-05-09,full day,busy,v1.0.0
avl-037935,tec-052,2026-05-10,full day,busy,v1.0.0
avl-037936,tec-052,2026-05-11,full day,leave,v1.0.0
avl-037937,tec-052,2025-03-25,full day,leave,v1.0.0
avl-037938,tec-052,2026-05-13,full day,available,v1.0.0
avl-037939,tec-052,2026-05-14,full day,available,v1.0.0
avl-037940,tec-052,2026-05-15,full day,available,v1.0.0
avl-037941,tec-052,2026-05-16,full day,busy,v1.0.0
avl-037942,tec-052,2026-05-17,full day,available,v1.0.0
avl-037943,tec-052,2026-05-18,full day,available,v1.0.0
avl-037944,tec-052,2026-05-19,full day,available,v1.0.0
avl-037945,tec-052,2026-05-20,full day,leave,v1.0.0
avl-037946,tec-052,2026-05-21,full day,available,v1.0.0
avl-037947,tec-052,2026-05-22,full day,available,v1.0.0
avl-037948,tec-052,2026-05-23,full day,available,v1.0.0
avl-037949,tec-052,2026-05-24,full day,available,v1.0.0
avl-037950,tec-052,2026-05-25,full day,leave,v1.0.0
avl-037951,tec-052,2026-05-26,full day,available,v1.0.0
avl-037952,tec-052,2026-05-27,full day,available,v1.0.0
avl-037953,tec-052,2026-05-28,full day,available,v1.0.0
avl-037954,tec-052,2026-05-29,full day,available,v1.0.0
avl-037955,tec-052,2026-05-30,full day,busy,v1.0.0
avl-037956,tec-052,2026-05-31,full day,available,v1.0.0
avl-037957,tec-052,2026-06-01,full day,available,v1.0.0
avl-037958,tec-052,2026-06-02,full day,available,v1.0.0
avl-037959,tec-052,2026-06-03,full day,available,v1.0.0
avl-037960,tec-052,2026-06-04,full day,busy,v1.0.0
avl-037961,tec-053,2024-06-05,full day,available,v1.0.0
avl-037962,tec-053,2024-06-06,full day,available,v1.0.0
avl-037963,tec-053,2024-06-07,full day,available,v1.0.0
avl-037964,tec-053,2024-06-08,full day,leave,v1.0.0
avl-037965,tec-053,2024-06-09,full day,leave,v1.0.0
avl-037966,tec-053,2024-06-10,full day,available,v1.0.0
avl-037967,tec-053,2024-06-11,full day,busy,v1.0.0
avl-037968,tec-053,2024-06-12,full day,available,v1.0.0
avl-037969,tec-053,2024-06-13,full day,available,v1.0.0
avl-037970,tec-053,2024-06-14,full day,leave,v1.0.0
avl-037971,tec-053,2024-06-15,full day,available,v1.0.0
avl-037972,tec-053,2024-06-16,full day,available,v1.0.0
avl-037973,tec-053,2024-06-17,full day,available,v1.0.0
avl-037974,tec-053,2024-06-18,full day,available,v1.0.0
avl-037975,tec-053,2024-06-19,full day,available,v1.0.0
avl-037976,tec-053,2024-06-20,full day,available,v1.0.0
avl-037977,tec-053,2024-06-21,full day,available,v1.0.0
avl-037978,tec-053,2024-06-22,full day,available,v1.0.0
avl-037979,tec-053,2024-06-23,full day,busy,v1.0.0
avl-037980,tec-053,2024-06-24,full day,available,v1.0.0
avl-037981,tec-053,2024-06-25,full day,leave,v1.0.0
avl-037982,tec-053,2024-06-26,full day,available,v1.0.0
avl-037983,tec-053,2024-06-27,full day,available,v1.0.0
avl-037984,tec-053,2024-06-28,full day,available,v1.0.0
avl-037985,tec-053,2024-06-29,full day,available,v1.0.0
avl-037986,tec-053,2024-06-30,full day,available,v1.0.0
avl-037987,tec-053,2024-07-01,full day,available,v1.0.0
avl-037988,tec-053,2024-07-02,full day,available,v1.0.0
avl-037989,tec-053,2024-07-03,full day,available,v1.0.0
avl-037990,tec-053,2024-07-04,full day,busy,v1.0.0
avl-037991,tec-053,2024-07-05,full day,available,v1.0.0
avl-037992,tec-053,2024-07-06,full day,available,v1.0.0
avl-037993,tec-053,2024-07-07,full day,available,v1.0.0
avl-037994,tec-053,2024-07-08,full day,leave,v1.0.0
avl-037995,tec-053,2024-07-09,full day,available,v1.0.0
avl-037996,tec-053,2024-07-10,full day,available,v1.0.0
avl-037997,tec-053,2024-07-11,full day,busy,v1.0.0
avl-037998,tec-053,2024-07-12,full day,leave,v1.0.0
avl-037999,tec-053,2024-07-13,full day,available,v1.0.0
avl-038000,tec-053,2024-07-14,full day,leave,v1.0.0
avl-038001,tec-053,2024-07-15,full day,available,v1.0.0
avl-038002,tec-053,2024-07-16,full day,busy,v1.0.0
avl-038003,tec-053,2024-07-17,full day,available,v1.0.0
avl-038004,tec-053,2024-07-18,full day,leave,v1.0.0
avl-038005,tec-053,2025-03-25,full day,available,v1.0.0
avl-038006,tec-053,2024-07-20,full day,available,v1.0.0
avl-038007,tec-053,2024-07-21,full day,leave,v1.0.0
avl-038008,tec-053,2024-07-22,full day,busy,v1.0.0
avl-038009,tec-053,2024-07-23,full day,available,v1.0.0
avl-038010,tec-053,2024-07-24,full day,busy,v1.0.0
avl-038011,tec-053,2024-07-25,full day,available,v1.0.0
avl-038012,tec-053,2024-07-26,full day,busy,v1.0.0
avl-038013,tec-053,2024-07-27,full day,leave,v1.0.0
avl-038014,tec-053,2024-07-28,full day,available,v1.0.0
avl-038015,tec-053,2024-07-29,full day,busy,v1.0.0
avl-038016,tec-053,2024-07-30,full day,available,v1.0.0
avl-038017,tec-053,2024-07-31,full day,busy,v1.0.0
avl-038018,tec-053,2024-08-01,full day,available,v1.0.0
avl-038019,tec-053,2024-08-02,full day,leave,v1.0.0
avl-038020,tec-053,2024-08-03,full day,leave,v1.0.0
avl-038021,tec-053,2024-08-04,full day,available,v1.0.0
avl-038022,tec-053,2024-08-05,full day,available,v1.0.0
avl-038023,tec-053,2024-08-06,full day,busy,v1.0.0
avl-038024,tec-053,2024-08-07,full day,available,v1.0.0
avl-038025,tec-053,2024-08-08,full day,leave,v1.0.0
avl-038026,tec-053,2024-08-09,full day,available,v1.0.0
avl-038027,tec-053,2024-08-10,full day,leave,v1.0.0
avl-038028,tec-053,2024-08-11,full day,available,v1.0.0
avl-038029,tec-053,2024-08-12,full day,leave,v1.0.0
avl-038030,tec-053,2024-08-13,full day,busy,v1.0.0
avl-038031,tec-053,2024-08-14,full day,leave,v1.0.0
avl-038032,tec-053,2024-08-15,full day,leave,v1.0.0
avl-038033,tec-053,2024-08-16,full day,available,v1.0.0
avl-038034,tec-053,2024-08-17,full day,available,v1.0.0
avl-038035,tec-053,2024-08-18,full day,available,v1.0.0
avl-038036,tec-053,2024-08-19,full day,leave,v1.0.0
avl-038037,tec-053,2025-03-25,full day,available,v1.0.0
avl-038038,tec-053,2024-08-21,full day,available,v1.0.0
avl-038039,tec-053,2024-08-22,full day,busy,v1.0.0
avl-038040,tec-053,2024-08-23,full day,available,v1.0.0
avl-038041,tec-053,2024-08-24,full day,available,v1.0.0
avl-038042,tec-053,2024-08-25,full day,available,v1.0.0
avl-038043,tec-053,2024-08-26,full day,leave,v1.0.0
avl-038044,tec-053,2024-08-27,full day,busy,v1.0.0
avl-038045,tec-053,2024-08-28,full day,available,v1.0.0
avl-038046,tec-053,2024-08-29,full day,available,v1.0.0
avl-038047,tec-053,2024-08-30,full day,busy,v1.0.0
avl-038048,tec-053,2024-08-31,full day,leave,v1.0.0
avl-038049,tec-053,2024-09-01,full day,available,v1.0.0
avl-038050,tec-053,2024-09-02,full day,available,v1.0.0
avl-038051,tec-053,2024-09-03,full day,busy,v1.0.0
avl-038052,tec-053,2024-09-04,full day,available,v1.0.0
avl-038053,tec-053,2024-09-05,full day,available,v1.0.0
avl-038054,tec-053,2024-09-06,full day,available,v1.0.0
avl-038055,tec-053,2024-09-07,full day,leave,v1.0.0
avl-038056,tec-053,2024-09-08,full day,available,v1.0.0
avl-038057,tec-053,2024-09-09,full day,available,v1.0.0
avl-038058,tec-053,2024-09-10,full day,available,v1.0.0
avl-038059,tec-053,2024-09-11,full day,busy,v1.0.0
avl-038060,tec-053,2024-09-12,full day,leave,v1.0.0
avl-038061,tec-053,2024-09-13,full day,busy,v1.0.0
avl-038062,tec-053,2024-09-14,full day,busy,v1.0.0
avl-038063,tec-053,2024-09-15,full day,available,v1.0.0
avl-038064,tec-053,2024-09-16,full day,busy,v1.0.0
avl-038065,tec-053,2024-09-17,full day,busy,v1.0.0
avl-038066,tec-053,2024-09-18,full day,available,v1.0.0
avl-038067,tec-053,2024-09-19,full day,busy,v1.0.0
avl-038068,tec-053,2024-09-20,full day,available,v1.0.0
avl-038069,tec-053,2024-09-21,full day,available,v1.0.0
avl-038070,tec-053,2024-09-22,full day,available,v1.0.0
avl-038071,tec-053,2024-09-23,full day,busy,v1.0.0
avl-038072,tec-053,2024-09-24,full day,available,v1.0.0
avl-038073,tec-053,2024-09-25,full day,available,v1.0.0
avl-038074,tec-053,2024-09-26,full day,available,v1.0.0
avl-038075,tec-053,2024-09-27,full day,available,v1.0.0
avl-038076,tec-053,2024-09-28,full day,busy,v1.0.0
avl-038077,tec-053,2024-09-29,full day,available,v1.0.0
avl-038078,tec-053,2024-09-30,full day,available,v1.0.0
avl-038079,tec-053,2024-10-01,full day,available,v1.0.0
avl-038080,tec-053,2024-10-02,full day,leave,v1.0.0
avl-038081,tec-053,2024-10-03,full day,available,v1.0.0
avl-038082,tec-053,2024-10-04,full day,leave,v1.0.0
avl-038083,tec-053,2024-10-05,full day,leave,v1.0.0
avl-038084,tec-053,2024-10-06,full day,leave,v1.0.0
avl-038085,tec-053,2024-10-07,full day,leave,v1.0.0
avl-038086,tec-053,2024-10-08,full day,leave,v1.0.0
avl-038087,tec-053,2024-10-09,full day,busy,v1.0.0
avl-038088,tec-053,2024-10-10,full day,available,v1.0.0
avl-038089,tec-053,2024-10-11,full day,available,v1.0.0
avl-038090,tec-053,2024-10-12,full day,available,v1.0.0
avl-038091,tec-053,2025-03-25,full day,available,v1.0.0
avl-038092,tec-053,2024-10-14,full day,available,v1.0.0
avl-038093,tec-053,2024-10-15,full day,busy,v1.0.0
avl-038094,tec-053,2024-10-16,full day,available,v1.0.0
avl-038095,tec-053,2024-10-17,full day,available,v1.0.0
avl-038096,tec-053,2024-10-18,full day,available,v1.0.0
avl-038097,tec-053,2024-10-19,full day,busy,v1.0.0
avl-038098,tec-053,2024-10-20,full day,leave,v1.0.0
avl-038099,tec-053,2024-10-21,full day,available,v1.0.0
avl-038100,tec-053,2024-10-22,full day,leave,v1.0.0
avl-038101,tec-053,2024-10-23,full day,busy,v1.0.0
avl-038102,tec-053,2024-10-24,full day,available,v1.0.0
avl-038103,tec-053,2024-10-25,full day,available,v1.0.0
avl-038104,tec-053,2024-10-26,full day,available,v1.0.0
avl-038105,tec-053,2024-10-27,full day,available,v1.0.0
avl-038106,tec-053,2024-10-28,full day,available,v1.0.0
avl-038107,tec-053,2024-10-29,full day,available,v1.0.0
avl-038108,tec-053,2024-10-30,full day,available,v1.0.0
avl-038109,tec-053,2024-10-31,full day,available,v1.0.0
avl-038110,tec-053,2024-11-01,full day,available,v1.0.0
avl-038111,tec-053,2025-03-25,full day,available,v1.0.0
avl-038112,tec-053,2024-11-03,full day,leave,v1.0.0
avl-038113,tec-053,2024-11-04,full day,available,v1.0.0
avl-038114,tec-053,2024-11-05,full day,available,v1.0.0
avl-038115,tec-053,2024-11-06,full day,available,v1.0.0
avl-038116,tec-053,2024-11-07,full day,available,v1.0.0
avl-038117,tec-053,2024-11-08,full day,leave,v1.0.0
avl-038118,tec-053,2024-11-09,full day,leave,v1.0.0
avl-038119,tec-053,2024-11-10,full day,busy,v1.0.0
avl-038120,tec-053,2024-11-11,full day,leave,v1.0.0
avl-038121,tec-053,2024-11-12,full day,leave,v1.0.0
avl-038122,tec-053,2024-11-13,full day,leave,v1.0.0
avl-038123,tec-053,2024-11-14,full day,available,v1.0.0
avl-038124,tec-053,2024-11-15,full day,available,v1.0.0
avl-038125,tec-053,2024-11-16,full day,available,v1.0.0
avl-038126,tec-053,2024-11-17,full day,available,v1.0.0
avl-038127,tec-053,2024-11-18,full day,leave,v1.0.0
avl-038128,tec-053,2024-11-19,full day,available,v1.0.0
avl-038129,tec-053,2024-11-20,full day,busy,v1.0.0
avl-038130,tec-053,2024-11-21,full day,available,v1.0.0
avl-038131,tec-053,2024-11-22,full day,available,v1.0.0
avl-038132,tec-053,2024-11-23,full day,available,v1.0.0
avl-038133,tec-053,2024-11-24,full day,available,v1.0.0
avl-038134,tec-053,2024-11-25,full day,available,v1.0.0
avl-038135,tec-053,2024-11-26,full day,available,v1.0.0
avl-038136,tec-053,2024-11-27,full day,available,v1.0.0
avl-038137,tec-053,2024-11-28,full day,leave,v1.0.0
avl-038138,tec-053,2024-11-29,full day,busy,v1.0.0
avl-038139,tec-053,2024-11-30,full day,available,v1.0.0
avl-038140,tec-053,2024-12-01,full day,busy,v1.0.0
avl-038141,tec-053,2024-12-02,full day,available,v1.0.0
avl-038142,tec-053,2024-12-03,full day,available,v1.0.0
avl-038143,tec-053,2024-12-04,full day,available,v1.0.0
avl-038144,tec-053,2024-12-05,full day,available,v1.0.0
avl-038145,tec-053,2024-12-06,full day,available,v1.0.0
avl-038146,tec-053,2024-12-07,full day,available,v1.0.0
avl-038147,tec-053,2024-12-08,full day,available,v1.0.0
avl-038148,tec-053,2024-12-09,full day,leave,v1.0.0
avl-038149,tec-053,2024-12-10,full day,leave,v1.0.0
avl-038150,tec-053,2024-12-11,full day,available,v1.0.0
avl-038151,tec-053,2024-12-12,full day,available,v1.0.0
avl-038152,tec-053,2024-12-13,full day,available,v1.0.0
avl-038153,tec-053,2024-12-14,full day,available,v1.0.0
avl-038154,tec-053,2024-12-15,full day,busy,v1.0.0
avl-038155,tec-053,2024-12-16,full day,available,v1.0.0
avl-038156,tec-053,2024-12-17,full day,available,v1.0.0
avl-038157,tec-053,2025-03-25,full day,available,v1.0.0
avl-038158,tec-053,2024-12-19,full day,available,v1.0.0
avl-038159,tec-053,2024-12-20,full day,busy,v1.0.0
avl-038160,tec-053,2024-12-21,full day,available,v1.0.0
avl-038161,tec-053,2024-12-22,full day,available,v1.0.0
avl-038162,tec-053,2024-12-23,full day,available,v1.0.0
avl-038163,tec-053,2024-12-24,full day,busy,v1.0.0
avl-038164,tec-053,2024-12-25,full day,leave,v1.0.0
avl-038165,tec-053,2024-12-26,full day,available,v1.0.0
avl-038166,tec-053,2024-12-27,full day,available,v1.0.0
avl-038167,tec-053,2024-12-28,full day,available,v1.0.0
avl-038168,tec-053,2024-12-29,full day,leave,v1.0.0
avl-038169,tec-053,2024-12-30,full day,leave,v1.0.0
avl-038170,tec-053,2024-12-31,full day,available,v1.0.0
avl-038171,tec-053,2025-01-01,full day,available,v1.0.0
avl-038172,tec-053,2025-01-02,full day,available,v1.0.0
avl-038173,tec-053,2025-01-03,full day,available,v1.0.0
avl-038174,tec-053,2025-01-04,full day,available,v1.0.0
avl-038175,tec-053,2025-01-05,full day,leave,v1.0.0
avl-038176,tec-053,2025-01-06,full day,available,v1.0.0
avl-038177,tec-053,2025-01-07,full day,busy,v1.0.0
avl-038178,tec-053,2025-01-08,full day,leave,v1.0.0
avl-038179,tec-053,2025-01-09,full day,available,v1.0.0
avl-038180,tec-053,2025-01-10,full day,available,v1.0.0
avl-038181,tec-053,2025-01-11,full day,available,v1.0.0
avl-038182,tec-053,2025-01-12,full day,available,v1.0.0
avl-038183,tec-053,2025-01-13,full day,available,v1.0.0
avl-038184,tec-053,2025-01-14,full day,leave,v1.0.0
avl-038185,tec-053,2025-01-15,full day,busy,v1.0.0
avl-038186,tec-053,2025-03-25,full day,busy,v1.0.0
avl-038187,tec-053,2025-01-17,full day,available,v1.0.0
avl-038188,tec-053,2025-01-18,full day,available,v1.0.0
avl-038189,tec-053,2025-01-19,full day,busy,v1.0.0
avl-038190,tec-053,2025-01-20,full day,available,v1.0.0
avl-038191,tec-053,2025-01-21,full day,busy,v1.0.0
avl-038192,tec-053,2025-01-22,full day,available,v1.0.0
avl-038193,tec-053,2025-01-23,full day,available,v1.0.0
avl-038194,tec-053,2025-03-25,full day,available,v1.0.0
avl-038195,tec-053,2025-01-25,full day,leave,v1.0.0
avl-038196,tec-053,2025-01-26,full day,leave,v1.0.0
avl-038197,tec-053,2025-01-27,full day,available,v1.0.0
avl-038198,tec-053,2025-01-28,full day,available,v1.0.0
avl-038199,tec-053,2025-01-29,full day,available,v1.0.0
avl-038200,tec-053,2025-03-25,full day,busy,v1.0.0
avl-038201,tec-053,2025-01-31,full day,available,v1.0.0
avl-038202,tec-053,2025-02-01,full day,available,v1.0.0
avl-038203,tec-053,2025-02-02,full day,leave,v1.0.0
avl-038204,tec-053,2025-02-03,full day,available,v1.0.0
avl-038205,tec-053,2025-02-04,full day,busy,v1.0.0
avl-038206,tec-053,2025-02-05,full day,available,v1.0.0
avl-038207,tec-053,2025-02-06,full day,available,v1.0.0
avl-038208,tec-053,2025-02-07,full day,leave,v1.0.0
avl-038209,tec-053,2025-02-08,full day,leave,v1.0.0
avl-038210,tec-053,2025-02-09,full day,available,v1.0.0
avl-038211,tec-053,2025-02-10,full day,available,v1.0.0
avl-038212,tec-053,2025-02-11,full day,available,v1.0.0
avl-038213,tec-053,2025-02-12,full day,available,v1.0.0
avl-038214,tec-053,2025-02-13,full day,leave,v1.0.0
avl-038215,tec-053,2025-02-14,full day,busy,v1.0.0
avl-038216,tec-053,2025-02-15,full day,busy,v1.0.0
avl-038217,tec-053,2025-02-16,full day,leave,v1.0.0
avl-038218,tec-053,2025-02-17,full day,available,v1.0.0
avl-038219,tec-053,2025-02-18,full day,leave,v1.0.0
avl-038220,tec-053,2025-02-19,full day,leave,v1.0.0
avl-038221,tec-053,2025-02-20,full day,busy,v1.0.0
avl-038222,tec-053,2025-03-25,full day,available,v1.0.0
avl-038223,tec-053,2025-02-22,full day,available,v1.0.0
avl-038224,tec-053,2025-02-23,full day,available,v1.0.0
avl-038225,tec-053,2025-02-24,full day,available,v1.0.0
avl-038226,tec-053,2025-02-25,full day,busy,v1.0.0
avl-038227,tec-053,2025-02-26,full day,available,v1.0.0
avl-038228,tec-053,2025-02-27,full day,available,v1.0.0
avl-038229,tec-053,2025-02-28,full day,busy,v1.0.0
avl-038230,tec-053,2025-03-01,full day,leave,v1.0.0
avl-038231,tec-053,2025-03-02,full day,available,v1.0.0
avl-038232,tec-053,2025-03-03,full day,busy,v1.0.0
avl-038233,tec-053,2025-03-04,full day,available,v1.0.0
avl-038234,tec-053,2025-03-05,full day,available,v1.0.0
avl-038235,tec-053,2025-03-06,full day,leave,v1.0.0
avl-038236,tec-053,2025-03-07,full day,available,v1.0.0
avl-038237,tec-053,2025-03-08,full day,available,v1.0.0
avl-038238,tec-053,2025-03-09,full day,available,v1.0.0
avl-038239,tec-053,2025-03-10,full day,available,v1.0.0
avl-038240,tec-053,2025-03-11,full day,leave,v1.0.0
avl-038241,tec-053,2025-03-12,full day,available,v1.0.0
avl-038242,tec-053,2025-03-13,full day,available,v1.0.0
avl-038243,tec-053,2025-03-25,full day,available,v1.0.0
avl-038244,tec-053,2025-03-15,full day,available,v1.0.0
avl-038245,tec-053,2025-03-16,full day,available,v1.0.0
avl-038246,tec-053,2025-03-17,full day,available,v1.0.0
avl-038247,tec-053,2025-03-18,full day,busy,v1.0.0
avl-038248,tec-053,2025-03-19,full day,available,v1.0.0
avl-038249,tec-053,2025-03-20,full day,available,v1.0.0
avl-038250,tec-053,2025-03-21,full day,available,v1.0.0
avl-038251,tec-053,2025-03-22,full day,available,v1.0.0
avl-038252,tec-053,2025-03-23,full day,available,v1.0.0
avl-038253,tec-053,2025-03-24,full day,available,v1.0.0
avl-038254,tec-053,2025-03-25,full day,available,v1.0.0
avl-038255,tec-053,2025-03-25,full day,available,v1.0.0
avl-038256,tec-053,2025-03-27,full day,available,v1.0.0
avl-038257,tec-053,2025-03-28,full day,available,v1.0.0
avl-038258,tec-053,2025-03-29,full day,leave,v1.0.0
avl-038259,tec-053,2025-03-30,full day,available,v1.0.0
avl-038260,tec-053,2025-03-31,full day,busy,v1.0.0
avl-038261,tec-053,2025-04-01,full day,available,v1.0.0
avl-038262,tec-053,2025-04-02,full day,available,v1.0.0
avl-038263,tec-053,2025-04-03,full day,available,v1.0.0
avl-038264,tec-053,2025-04-04,full day,busy,v1.0.0
avl-038265,tec-053,2025-04-05,full day,available,v1.0.0
avl-038266,tec-053,2025-04-06,full day,available,v1.0.0
