asset_id,tower_id,asset_name,asset_category,manufacturer,installation_date,warranty_end,maintenance_frequency,last_service_date,asset_status,dataset_version
ast-00446,t14,t14 cctv #446,cctv,daikin,2016-06-12,2021-05-01,monthly,2018-11-03,operational,v1.0.0
ast-00447,t14,t14 hvac unit #447,hvac unit,cummins,2021-06-26,2024-06-29,monthly,2022-06-14,operational,v1.0.0
ast-00448,t14,t14 water tank #448,water tank,cummins,2022-09-01,2024-11-26,bi-annual,2023-04-13,operational,v1.0.0
ast-00449,t14,t14 generator #449,generator,daikin,2022-09-10,2026-06-10,annual,2024-02-08,operational,v1.0.0
ast-00450,t14,t14 hvac unit #450,hvac unit,otis,2022-03-29,2024-11-20,bi-annual,2012-10-26,operational,v1.0.0
ast-00451,t14,t14 cctv #451,cctv,cummins,2032-01-01,2020-01-21,monthly,2019-05-10,operational,v1.0.0
ast-00452,t14,t14 lift #452,lift,daikin,2015-03-01,2016-07-18,bi-annual,2017-11-01,operational,v1.0.0
ast-00453,t14,t14 generator #453,generator,kone,2009-10-22,2014-07-23,bi-annual,2021-05-28,operational,v1.0.0
ast-00454,t14,t14 water pump #454,water pump,schindler,2007-11-08,2010-05-31,bi-annual,2020-01-05,operational,v1.0.0
ast-00455,t14,t14 fire alarm #455,fire alarm,hikvision,2015-09-17,2017-08-07,bi-annual,2023-11-19,operational,v1.0.0
ast-00456,t14,t14 hvac unit #456,hvac unit,otis,2020-12-16,2025-09-24,quarterly,2025-05-28,operational,v1.0.0
ast-00457,t14,t01 cctv #33,water pump,hikvision,2025-06-03,2030-01-12,annual,2026-05-05,operational,v1.0.0
ast-00458,t14,t14 water tank #458,water tank,honeywell,2032-01-01,2015-07-18,monthly,2016-06-01,operational,v1.0.0
ast-00459,t14,t14 hvac unit #459,hvac unit,kone,2018-05-16,2020-08-13,annual,2022-11-27,operational,v1.0.0
ast-00460,t14,t14 fire alarm #460,fire alarm,otis,2008-08-20,2011-08-14,quarterly,2009-07-11,operational,v1.0.0
ast-00461,t14,t14 water tank #461,water tank,honeywell,2008-12-27,2013-01-19,bi-annual,2016-02-09,operational,v1.0.0
ast-00462,t14,t14 hvac unit #462,hvac unit,daikin,2018-11-22,2020-05-01,monthly,2023-09-08,operational,v1.0.0
ast-00463,t14,t14 lift #463,lift,honeywell,2008-04-01,2009-09-19,bi-annual,2010-04-14,operational,v1.0.0
ast-00464,t14,t14 cctv #464,cctv,kone,2024-10-14,2026-09-27,annual,2025-12-14,operational,v1.0.0
ast-00465,t14,t14 cctv #465,cctv,hikvision,2009-05-09,2014-03-28,quarterly,2024-02-26,operational,v1.0.0
ast-00466,t14,t14 generator #466,generator,honeywell,2021-08-14,2023-11-29,quarterly,2025-07-16,operational,v1.0.0
ast-00467,t14,t14 hvac unit #467,hvac unit,hikvision,2022-03-08,2026-07-07,bi-annual,2025-12-16,operational,v1.0.0
ast-00468,t15,t15 lift #468,lift,carrier,2017-11-13,2022-08-27,monthly,2023-01-02,operational,v1.0.0
ast-00469,t15,t15 fire alarm #469,fire alarm,honeywell,2010-11-20,2013-07-13,monthly,2012-10-26,operational,v1.0.0
ast-00470,t15,t15 generator #470,generator,schindler,2032-01-01,2016-05-10,bi-annual,2016-06-09,operational,v1.0.0
ast-00471,t15,t15 water pump #471,water pump,honeywell,2020-06-14,2022-10-23,annual,2025-05-24,operational,v1.0.0
ast-00472,t15,t15 hvac unit #472,hvac unit,kone,2010-01-02,2013-11-02,quarterly,2018-08-08,operational,v1.0.0
ast-00473,t15,t15 lift #473,lift,hikvision,2006-11-14,2009-10-03,annual,2007-06-22,failed,v1.0.0
ast-00474,t15,t15 water tank #474,water tank,honeywell,2024-06-04,2027-08-04,quarterly,2026-02-13,operational,v1.0.0
ast-00475,t15,t15 cctv #475,cctv,honeywell,2015-11-10,2017-04-25,bi-annual,2016-06-20,operational,v1.0.0
ast-00476,t15,t01 cctv #33,hvac unit,cummins,2008-12-07,2011-02-08,bi-annual,2012-01-24,failed,v1.0.0
ast-00477,t15,t15 water tank #477,water tank,kone,2023-01-08,2027-08-28,bi-annual,2012-10-26,operational,v1.0.0
ast-00478,t15,t15 water pump #478,water pump,daikin,2021-01-15,2025-03-24,bi-annual,2023-07-26,operational,v1.0.0
ast-00479,t15,t15 water tank #479,water tank,otis,2012-05-07,2015-07-10,quarterly,2013-07-21,failed,v1.0.0
ast-00480,t15,t15 fire alarm #480,fire alarm,otis,2025-04-02,2029-02-16,quarterly,2026-01-06,operational,v1.0.0
ast-00481,t15,t15 fire alarm #481,fire alarm,otis,2009-06-25,2014-04-11,monthly,2022-08-11,operational,v1.0.0
ast-00482,t15,t15 cctv #482,cctv,cummins,2014-01-29,2018-05-26,quarterly,2019-02-07,under maintenance,v1.0.0
ast-00483,t15,t15 lift #483,lift,otis,2023-04-07,2026-07-31,annual,2025-03-17,failed,v1.0.0
ast-00484,t15,t15 hvac unit #484,hvac unit,kone,2008-11-23,2011-12-04,annual,2019-03-21,operational,v1.0.0
ast-00485,t15,t15 hvac unit #485,hvac unit,schindler,2009-06-09,2012-11-25,annual,2024-11-07,operational,v1.0.0
ast-00486,t15,t15 generator #486,generator,daikin,2022-06-26,2025-03-14,quarterly,2025-11-29,operational,v1.0.0
ast-00487,t15,t15 fire alarm #487,fire alarm,otis,2032-01-01,2015-07-31,annual,2023-02-12,operational,v1.0.0
ast-00488,t15,t15 generator #488,generator,cummins,2014-06-15,2016-07-30,bi-annual,2016-04-11,operational,v1.0.0
ast-00489,t15,t15 hvac unit #489,hvac unit,cummins,2012-08-27,2015-01-12,annual,2015-05-01,operational,v1.0.0
ast-00490,t15,t15 generator #490,generator,daikin,2007-06-25,2009-07-02,annual,2025-02-17,operational,v1.0.0
ast-00491,t15,t15 generator #491,generator,schindler,2015-12-09,2020-08-19,bi-annual,2020-03-02,failed,v1.0.0
ast-00492,t15,t15 generator #492,generator,daikin,2015-08-14,2018-12-29,monthly,2022-09-20,operational,v1.0.0
ast-00493,t15,t15 water tank #493,water tank,honeywell,2015-03-16,2017-02-25,bi-annual,2020-07-17,failed,v1.0.0
ast-00494,t15,t15 water pump #494,water pump,daikin,2013-06-06,2018-04-25,bi-annual,2017-11-13,operational,v1.0.0
ast-00495,t15,t15 lift #495,lift,daikin,2022-09-13,2025-01-04,bi-annual,2024-08-26,operational,v1.0.0
ast-00496,t15,t15 lift #496,lift,hikvision,2016-05-27,2017-06-21,annual,2024-06-26,failed,v1.0.0
ast-00497,t15,t15 cctv #497,cctv,honeywell,2018-02-13,2021-08-14,bi-annual,2021-08-01,operational,v1.0.0
ast-00498,t15,t15 hvac unit #498,hvac unit,cummins,2009-07-12,2011-12-12,quarterly,2021-09-11,operational,v1.0.0
ast-00499,t15,t15 generator #499,generator,honeywell,2011-08-21,2015-10-06,bi-annual,2015-09-08,operational,v1.0.0
ast-00500,t15,t15 water tank #500,water tank,kone,2013-12-26,2018-01-11,bi-annual,2025-01-17,operational,v1.0.0
